"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A.x","B.x","C.x","D.x","E.x","F.x","G.x","H.x","L.x","M.x","N.x","GOs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"11","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0016053",7.94870359461788e-05,0.999971094847524,24,300,"organic acid biosynthetic process","BP",0.146010458938954
"12","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0017144",0.00626855984045102,0.99665054543122,28,506,NA,NA,1
"13","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0019752",0.000550778912770252,0.999710953531655,42,735,"carboxylic acid metabolic process","BP",0.370967957047857
"14","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0033353",0.000690905170127694,0.999982380172469,3,6,"S-adenosylmethionine cycle","BP",0.410600878458829
"15","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0042737",0.0134283941181137,0.995801320002665,8,94,NA,NA,1
"16","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0043436",0.00106171118376628,0.999414417784457,44,806,"oxoacid metabolic process","BP",0.506030842535361
"17","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0044249",0.0275329132807069,0.979364097516258,89,2184,"cellular biosynthetic process","BP",1
"18","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0044281",0.0130778598697298,0.991034305473901,63,1418,"small molecule metabolic process","BP",1
"19","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0044283",5.45397555402525e-05,0.999976734359868,34,493,"small molecule biosynthetic process","BP",0.142892995915142
"20","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0046394",7.94870359461788e-05,0.999971094847524,24,300,"carboxylic acid biosynthetic process","BP",0.146010458938954
"21","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0046439",0.000123078093686602,0.999995934227926,4,9,"L-cysteine metabolic process","BP",0.165794397402098
"22","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0046498",0.00319477515157538,0.999821754188427,3,10,"S-adenosylhomocysteine metabolic process","BP",0.872346306928813
"23","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0046500",0.00190647022735182,0.999837325883575,4,17,"S-adenosylmethionine metabolic process","BP",0.687895310961979
"24","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:0050843",0.0312568508935675,1,1,1,"S-adenosylmethionine catabolic process","BP",1
"25","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:1901052",3.35544618335114e-05,1,3,3,"sarcosine metabolic process","BP",0.142892995915142
"26","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:1901054",0.0312568508935675,1,1,1,"sarcosine biosynthetic process","BP",1
"27","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:1901576",0.0164471502587721,0.987917831726391,92,2217,"organic substance biosynthetic process","BP",1
"28","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:1901605",0.00753023350159509,0.996946400529169,14,204,"alpha-amino acid metabolic process","BP",1
"29","Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,0.879920426258989,0.191808797829933,4.58748731139626,4.48612684732439e-06,0.0179243198184846,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271,"GO:1901607",0.000168590223172705,0.99996734823659,10,74,"alpha-amino acid biosynthetic process","BP",0.212908378089229
