"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat"
"376","BAH",0.037893839921739,0.997212427623421,2,6
"1140","DUF2870",0.03819939798146,1,1,1
"2344","LIX1",0.0382239674997621,1,1,1
"4455","Ubiq_cyt_C_chap",0.0382361658316034,1,1,1
"4250","Tis11B_N",0.0382603876927333,1,1,1
"345","ATP11",0.0382843738866577,1,1,1
"4003","SpoIIE",0.0382962776345209,1,1,1
"4284","Tmemb_185A",0.0384998930508506,1,1,1
"1863","Glyco_hydro_99",0.0390264466263797,1,1,1
"4071","Strabismus",0.0391067921657574,1,1,1
"2157","ILVD_EDD",0.0392614673617942,1,1,1
"1866","Glyco_tranf_2_4",0.03929496688962,1,1,1
"1873","Glyco_transf_25",0.03929496688962,1,1,1
"2199","IRF-2BP1_2",0.0393328336019533,1,1,1
"3856","Seipin",0.0394186125631637,1,1,1
"709","CNDH2_C",0.0394418691812859,1,1,1
"710","CNDH2_M",0.0394418691812859,1,1,1
"711","CNDH2_N",0.0394418691812859,1,1,1
"4646","WIF",0.0394418691812859,1,1,1
"4076","Succ_DH_flav_C",0.0395714950314936,1,1,1
"2313","LepA_C",0.0397219697991285,1,1,1
"403","BDHCT",0.0397565953109738,1,1,1
"404","BDHCT_assoc",0.0397565953109738,1,1,1
"433","BLM_N",0.0397565953109738,1,1,1
"4587","VKG_Carbox",0.0400669082584671,1,1,1
"306","Astacin",0.0403574517115397,0.987093526241534,6,63
"1317","DUF504",0.0404614474622912,1,1,1
"4421","TTD",0.0407379045268602,1,1,1
"506","CAF-1_p150",0.0418492111641636,1,1,1
"509","CAF1-p150_C2",0.0418492111641636,1,1,1
"510","CAF1-p150_N",0.0418492111641636,1,1,1
"511","CAF1A",0.0418492111641636,1,1,1
"2662","Mucin2_WxxW",0.0419827022772233,1,1,1
"4577","VGCC_alpha2",0.0423624828481818,0.99668551653781,2,6
"4795","Zn_ribbon_SprT",0.0427221799526076,1,1,1
"4594","VPS13",0.0430352830077661,0.996863735778262,2,5
"4596","VPS13_mid_rpt",0.0430352830077661,0.996863735778262,2,5
"967","DNA_ligase_IV",0.0438439461028229,1,1,1
"4001","SPO22",0.0441420275794385,1,1,1
"3776","Sacchrp_dh_C",0.0445231936053646,1,1,1
"882","Daxx",0.0455716107964597,1,1,1
"3475","ResIII",0.0468933636170034,0.995913608345386,2,7
"3276","PQQ",0.0471102515529518,1,1,1
"4538","Uso1_p115_C",0.047374303826333,1,1,1
"4539","Uso1_p115_head",0.047374303826333,1,1,1
"2437","Mcl1_mid",0.0514490865581921,1,1,1
"3938","SMC_N",0.0526344408878354,0.995107887539736,2,7
"46","Aa_trans",0.052680958340913,0.990349810137824,3,22
"1935","GST_C_2",0.053050667716204,0.994623540453991,2,10
"756","Condensin2nSMC",0.0549891991082625,1,1,1
"4621","VWA_N",0.0565525115535536,0.994527464486507,2,7
"4618","VWA",0.0592083684207541,0.981785164712127,5,45
"531","CARD",0.0613746509967404,0.993251688413725,2,10
"1639","FGF",0.062354620452091,0.99297158905091,2,11
"4595","VPS13_C",0.0624477190984306,0.993923882063155,2,6
"3410","Rad50_zn_hook",0.0629191312136608,1,1,1
"3808","SbcCD_C",0.0629191312136608,1,1,1
"3902","SHR-BD",0.0638925416656621,0.993701748937777,2,6
"1962","HAD_2",0.0665284663727209,0.992222574161605,2,11
"2948","p450",0.0666507418459204,0.97577151811431,6,73
"4124","T-box",0.0669351957106179,0.992148066268627,2,11
"993","DNMT1-RFD",0.0717700955965892,1,1,1
"1632","FeS_assembly_P",0.0730673119093231,0.998615787267728,1,2
"1132","DUF2439",0.073283268160871,1,1,1
"1898","GMP_PDE_delta",0.073571562499831,0.998596240896416,1,2
"1940","GST_N_3",0.0737560842223979,0.990741172704757,2,12
"803","CSRNP_N",0.0740371365245506,0.998578067299589,1,2
"4117","SynMuv_product",0.0740651266911076,0.998576970837485,1,2
"4373","TRIC",0.07429509273559,0.998567945721596,1,2
"3196","PIH1",0.0744718882310788,0.998560987143188,1,2
"2425","MATH",0.0748295589047048,0.990649510014263,2,11
"4657","XendoU",0.0748931860405165,0.998544334399623,1,2
"4626","WAP",0.0750170172896071,0.998539420747989,1,2
"1772","GATase_2",0.0750676961568551,1,1,1
"1829","Glu_syn_central",0.0750676961568551,1,1,1
"1830","Glu_synthase",0.0750676961568551,1,1,1
"1956","GXGXG",0.0750676961568551,1,1,1
"1589","FANCM-MHF_bd",0.0751107017855811,1,1,1
"1078","DUF1744",0.0751722363133586,1,1,1
"3697","Rod_C",0.0752203289630991,1,1,1
"1118","DUF2315",0.0753819218176227,0.998524891183834,1,2
"2699","N6-adenineMlase",0.0753953501059388,0.998524355077028,1,2
"2375","LUC7",0.0757336853896655,0.998510814048193,1,2
"3026","PD40",0.0760130251893991,0.998499585676072,1,2
"143","AdoMet_MTase",0.0760170816728846,0.998499422298044,1,2
"955","DLIC",0.0760777825254424,0.998496976418681,1,2
"4149","TB",0.0761168538030108,1,1,1
"2664","Mur_ligase_M",0.0763293358818868,0.998486818240414,1,2
"4726","zf-CCHC",0.0763340561331357,0.978591774070451,4,36
"1478","Enolase_C",0.0768831874626791,0.998464327203942,1,2
"1479","Enolase_N",0.0768831874626791,0.998464327203942,1,2
"1550","FAD_binding_2",0.0773667379053376,0.998444549743024,1,2
"3778","SAD_SRA",0.0776188731294061,0.998434185018752,1,2
"656","Choline_transpo",0.0785037962084643,0.998397524018698,1,2
"597","Cdc6_C",0.079218018318955,0.998367612478408,1,2
"4008","SprT-like",0.0800939697895435,0.998330533992984,1,2
"3777","Sacchrp_dh_NADP",0.0817085650562504,0.998261050499851,1,2
"4794","Zn_ribbon_17",0.0840026419339142,0.998159780059986,1,2
"2775","NIDO",0.0848959058404565,0.98927182866182,2,8
"409","Beta_helix",0.0854272059994578,0.988485061761411,2,11
"4754","zf-NF-X1",0.0916161197479904,0.997802137715513,1,2
"3074","Peptidase_M16_M",0.0932554727243407,0.997720768051632,1,2
"2062","HMG_box",0.0996613285943578,0.975792860321867,3,28
"3057","Peptidase_C14",0.101255960409089,0.984454170195095,2,14
"3217","Pkinase_Tyr",0.102321372009738,0.94548357874403,11,160
"176","Aldedh",0.105939345241057,0.983301026521451,2,14
"2045","HIRAN",0.10658425934907,0.997001108610783,1,2
"25","5-FTHF_cyc-lig",0.107478017253689,0.995957758811434,1,3
"2786","NKAP",0.10942691586247,0.995805885952766,1,3
"523","CAP_C",0.109564776176673,0.99579503113693,1,3
"525","CAP_N",0.109564776176673,0.99579503113693,1,3
"368","B9-C2",0.110145093169872,0.99574917622139,1,3
"2084","HORMA",0.110300462623974,0.995736854930604,1,3
"4296","TNFR_c6",0.110721824710119,0.995703345000434,1,3
"2063","HMG_box_2",0.110906107515828,0.995688645970096,1,3
"258","ApoL",0.111069926560497,0.995675556988557,1,3
"760","COPIIcoated_ERV",0.11168117221669,0.995626534444903,1,3
"1503","ERGIC_N",0.11168117221669,0.995626534444903,1,3
"4391","tRNA-synt_1b",0.112307652936542,0.995575987657911,1,3
"976","DNA_pol_B_palm",0.11238855845941,0.995569437567983,1,3
"977","DNA_pol_B_thumb",0.11238855845941,0.995569437567983,1,3
"980","DNA_pol_lambd_f",0.11238855845941,0.995569437567983,1,3
"2035","HHH_8",0.11238855845941,0.995569437567983,1,3
"1831","Glucosamine_iso",0.112676891165091,0.995546052663633,1,3
"1047","DUF1211",0.112759087407248,0.995539374335606,1,3
"2128","IBB",0.11291946348359,0.995526328811597,1,3
"1388","E3_binding",0.112936152269238,0.995524970135838,1,3
"166","AKAP7_NLS",0.113152194196531,0.995507361976877,1,3
"4680","YEATS",0.113253780705662,0.995499069717922,1,3
"4552","UTP25",0.113771306826216,0.995456700057878,1,3
"4098","SUZ-C",0.114676455012657,0.995382092099532,1,3
"3097","Peptidase_S15",0.11488148772975,0.995365102892536,1,3
"3106","PepX_C",0.11488148772975,0.995365102892536,1,3
"1859","Glyco_hydro_65m",0.115684532218478,0.995298244560715,1,3
"1420","EF-hand_5",0.116225417161773,0.950976070911621,6,85
"4493","unknown",0.11880667717754,0.909932630447178,46,946
"3845","Sec5",0.119100536196102,0.995008179948831,1,3
"1619","Fer4_20",0.119430286775608,0.996208092035018,1,2
"3751","RTT107_BRCT_5",0.121549051993207,0.994794608328326,1,3
"3720","RQC",0.121722887639829,0.994779265300663,1,3
"2362","LRR_6",0.121782870704076,0.95939385966178,4,45
"4205","THEG",0.122465745166656,0.994713429756823,1,3
"1800","Gelsolin",0.122684615173465,0.979099370656726,2,13
"2708","NACHT",0.123369373804166,0.967857962697631,3,21
"2089","HRDC",0.124190420886647,0.994558893211264,1,3
"327","ATP-grasp_2",0.124219086986317,0.994556304678733,1,3
"826","Cu2_monoox_C",0.127321631683227,0.977470345673472,2,15
"827","Cu2_monooxygen",0.127321631683227,0.977470345673472,2,15
"210","Ammonium_transp",0.127831020142379,0.977182645796772,2,16
"2410","MAM",0.12805989927089,0.965418961347376,3,27
"964","DNA_ligase_A_C",0.131005661919186,0.993925035838329,1,3
"965","DNA_ligase_A_M",0.131005661919186,0.993925035838329,1,3
"966","DNA_ligase_A_N",0.131005661919186,0.993925035838329,1,3
"372","Baculo_F",0.135009076004289,0.993535327089933,1,3
"236","Annexin",0.140038512427901,0.993027375143461,1,3
"4416","TSP_1",0.142618297021674,0.936757096888389,6,70
"968","DNA_methylase",0.143067075582606,0.992711575602867,1,3
"163","AIRS",0.143666527148231,0.992648179891643,1,3
"164","AIRS_C",0.143666527148231,0.992648179891643,1,3
"1546","FAA_hydrolase",0.144044571428029,0.991719744648868,1,4
"4139","TANGO2",0.144102153562691,0.991712901174466,1,4
"4404","TROVE",0.144110301864846,0.992601058397939,1,3
"1796","GDPD",0.144951851295346,0.991611566037956,1,4
"1457","ELFV_dehydrog",0.145823934478494,0.991506877044683,1,4
"1458","ELFV_dehydrog_N",0.145823934478494,0.991506877044683,1,4
"178","Aldolase_II",0.146053420488641,0.991479213164125,1,4
"2201","IRK",0.146812340073971,0.991387385161038,1,4
"206","Aminotran_3",0.147304589558646,0.991327542444634,1,4
"2980","PAM2",0.147421729234308,0.991313269155596,1,4
"5","2-oxoacid_dh",0.147577092585205,0.991294319009994,1,4
"285","Arm_3",0.14762466919684,0.991288511528395,1,4
"3759","RVP",0.147746330652072,0.991273651395569,1,4
"2860","NUC194",0.149915704704346,0.991969712531313,1,3
"996","DOMON",0.150257677276109,0.970291429297247,2,17
"1112","DUF2152",0.150528538978975,0.990930122159468,1,4
"4737","zf-CXXC",0.153209332385992,0.991599148761611,1,3
"1387","E2F_TDP",0.154228442414426,0.990462259338158,1,4
"2812","NosD",0.155840206396956,0.990254497078748,1,4
"2324","Ligase_CoA",0.15788418612326,0.9899875602053,1,4
"4161","Tctex-1",0.158883109115762,0.967212516644353,2,19
"3455","RecQ_Zn_bind",0.161514179012434,0.989503922590161,1,4
"4684","Yippee-Mis18",0.174120397140233,0.986951576511092,1,5
"2270","L_HMGIC_fpl",0.174873069498533,0.986833992065308,1,5
"1939","GST_N_2",0.176262900329237,0.986615369900456,1,5
"4525","UQ_con",0.177880209972767,0.943382001225295,3,37
"2428","MBD",0.178598940047081,0.98706128716787,1,4
"3630","RIG-I_C-RD",0.179357424897908,0.986946414294932,1,4
"111","Activin_recp",0.181343639093866,0.985799553609904,1,5
"791","Creatinase_N",0.181625875025217,0.985753467621199,1,5
"4431","TUDOR",0.18223954206435,0.986504877934897,1,4
"458","BRCT",0.183860171870913,0.958675067400995,2,18
"255","APH",0.187010563081373,0.984858658645286,1,5
"394","BCCT",0.187638275801911,0.984752418403103,1,5
"958","DMAP_binding",0.188714580210062,0.987021906098641,1,3
"55","AAA_23",0.189539881098007,0.985350581347049,1,4
"642","CHAT",0.191288921109053,0.985066341382515,1,4
"2276","La",0.191354824650509,0.984115100888926,1,5
"3069","Peptidase_M13",0.191770853130598,0.955407680720931,2,20
"3070","Peptidase_M13_N",0.191770853130598,0.955407680720931,2,20
"4338","TPR_7",0.206440243420677,0.94991091570305,2,19
"4088","Sulfotransfer_3",0.208452627866076,0.980257425539753,1,6
"3128","PGA_cap",0.210062775510662,0.979936485314755,1,6
"4200","TGFb_propeptide",0.210616862604928,0.979825385793045,1,6
"3341","PSDC",0.211743279410288,0.979598490221619,1,6
"3461","Reeler",0.214853619957016,0.978964722199737,1,6
"3220","PLA2_B",0.216625067808728,0.978598998381774,1,6
"2386","MA3",0.216767584274486,0.97937140643958,1,5
"2998","PAS_11",0.217069654312304,0.978506666436061,1,6
"1259","DUF4525",0.217601037958657,0.978396021164823,1,6
"1870","Glyco_transf_18",0.217601037958657,0.978396021164823,1,6
"4009","SPRY",0.223352419486867,0.942643074094645,2,21
"2441","MCM_N",0.223918897011631,0.977056454518604,1,6
"1207","DUF4062",0.224225220560707,0.944159586540878,2,14
"1526","Exo_endo_phos",0.226588867238656,0.941104754602065,2,22
"3695","Robl_LC7",0.232145997995318,0.974590309362271,1,7
"3330","PRP21_like_P",0.237960260082623,0.973230434962851,1,7
"4471","UDG",0.239081684588546,0.972963616527093,1,7
"4797","Zona_pellucida",0.239555636300969,0.935471080979768,2,22
"613","Cellulase",0.241552689959941,0.972370496942185,1,7
"4214","Thiolase_C",0.24175938609351,0.972320558616381,1,7
"4215","Thiolase_N",0.24175938609351,0.972320558616381,1,7
"3339","PS_Dcarbxylase",0.242412990293151,0.972162315699715,1,7
"911","DED",0.25309961896317,0.969503361636734,1,7
"128","Adap_comp_sub",0.253489767366436,0.969403718604404,1,7
"974","DNA_pol_B",0.256889962066514,0.97046180705721,1,5
"975","DNA_pol_B_exo1",0.256889962066514,0.97046180705721,1,5
"4649","WSC",0.2586793665056,0.968060945097328,1,7
"4436","Tyr-DNA_phospho",0.265485863950324,0.965609480217808,1,8
"1697","Frag1",0.266703770949081,0.96527366579007,1,8
"2059","HLH",0.267543609103973,0.895773755031153,3,46
"2562","Mito_carr",0.26856990883996,0.895104912508219,3,47
"3746","RtcB",0.269117887377337,0.96460258255013,1,8
"3072","Peptidase_M16",0.269786526326758,0.965077577792494,1,7
"3073","Peptidase_M16_C",0.269786526326758,0.965077577792494,1,7
"3043","Pentaxin",0.270476642081827,0.964221684884689,1,8
"4644","WHEP-TRS",0.275453031786556,0.963497424434047,1,7
"2702","Na_H_Exchanger",0.276677039311161,0.962454248605072,1,8
"4328","TPR_10",0.276768645556127,0.963124882359051,1,7
"3104","Peptidase_S9",0.279998909155048,0.961487464824066,1,8
"2439","MCM",0.287870043440072,0.959140813369084,1,8
"2442","MCM_OB",0.287870043440072,0.959140813369084,1,8
"2999","PAS_3",0.289966231245619,0.958502527170062,1,8
"2367","LRRNT",0.290210922302894,0.958427651359366,1,8
"2513","Methyltransf_31",0.298252396820163,0.955296034231152,1,9
"4198","TGF_beta",0.298643227794216,0.955170557767561,1,9
"565","CBM_14",0.298694090032401,0.955154213627818,1,9
"1394","EamA",0.298699751640326,0.955152394108345,1,9
"1422","EF-hand_7",0.298813366482017,0.832730331632796,6,113
"1840","Glyco_hydro_18",0.300591335273624,0.954542113232449,1,9
"850","Cyclin_C",0.300592062076938,0.95454187783639,1,9
"3970","Somatomedin_B",0.302829334337695,0.953813961001738,1,9
"3277","PQQ_2",0.302941048424756,0.954425321955928,1,8
"2525","MFS_2",0.303463546981035,0.953606407639315,1,9
"4622","VWC",0.307089911936941,0.902527667587106,2,22
"972","DNA_pol_A_exo1",0.310508713844579,0.951264762292081,1,9
"429","Biotin_lipoyl",0.315172898057326,0.950379358225565,1,8
"3768","S-methyl_trans",0.315856302622636,0.949442903500711,1,9
"2119","Hydrolase",0.317266835306986,0.896783102905651,2,23
"2997","PAS",0.320928278861035,0.947679162356823,1,9
"1964","Hairy_orange",0.321277918905852,0.946974963826551,1,10
"224","ANAPC4_WD40",0.321839072020204,0.894029125624133,2,24
"680","Clat_adaptor_s",0.322128923500314,0.946672104963975,1,10
"4792","Zip",0.32684388245236,0.944975989523855,1,10
"3223","PLAC8",0.327902769812227,0.944590834586966,1,10
"2432","MBOAT",0.328247787912981,0.944465002162004,1,10
"910","Death",0.329041619544646,0.944784646956733,1,9
"2048","His_Phos_2",0.331045222212516,0.94483002873391,1,8
"4785","zf-UBR",0.334485111658318,0.944602647021084,1,7
"4330","TPR_12",0.338760636437108,0.884213960233177,2,25
"753","Complex1_LYR",0.339679393617466,0.939671159656591,1,11
"1427","EFG_C",0.343480504886035,0.938742782725701,1,10
"989","DnaJ_C",0.351197866256041,0.935150974846851,1,11
"3964","SOCS_box",0.35131437940958,0.935104270751825,1,11
"1544","FA_desaturase",0.35272363311359,0.934537806604576,1,11
"10","2OG-FeII_Oxy_3",0.355993331675479,0.872735373897322,2,32
"3754","RUN",0.366146623245018,0.929611824823251,1,10
"48","AAA_11",0.367809509912639,0.832960212708913,3,34
"49","AAA_12",0.367809509912639,0.832960212708913,3,34
"3401","RabGAP-TBC",0.368731727355533,0.865207222328088,2,30
"1423","EF-hand_8",0.370071682306785,0.82889031087708,3,54
"3392","R3H",0.37264203059592,0.926855805707629,1,10
"4730","zf-CCHH",0.377500289451167,0.92355455454502,1,12
"1475","Endonuclease_NS",0.379268757806284,0.922769065910994,1,12
"2130","IBR",0.382728246577864,0.921777641233581,1,11
"4094","Surp",0.383193932701138,0.921008465670723,1,12
"2895","OAR",0.396156135793735,0.91451888073049,1,13
"1437","EGF_CA",0.397663700685286,0.785825275297016,4,59
"4083","Sulfatase",0.399219879668075,0.844848288592891,2,34
"527","Carb_anhydrase",0.402691524551842,0.911384637793679,1,13
"459","BRCT_2",0.403125150518644,0.912317091274936,1,11
"483","bZIP_1",0.422511208033393,0.900965487284913,1,14
"1665","FMO-like",0.428329941943217,0.897914071743045,1,14
"1597","FATC",0.432020953126942,0.899677138233151,1,9
"1596","FAT",0.432666375923162,0.899342124900977,1,9
"4233","TIG",0.440975754689657,0.894966692993956,1,9
"136","adh_short_C2",0.442649288640625,0.889694592477949,1,15
"208","Aminotran_5",0.444731954378165,0.889002672196008,1,14
"3083","Peptidase_M24",0.454346308500778,0.883072316136619,1,15
"117","Acyl-CoA_dh_N",0.456007602710072,0.882112148285297,1,15
"489","C1q",0.457945133477418,0.881483382841728,1,14
"237","Anoct_dimer",0.461244517092902,0.879557371085147,1,14
"4457","ubiquitin",0.463207928297473,0.798369581032988,2,38
"233","Ank_3",0.464464102301436,0.756362222778226,3,52
"3496","Rhodanese",0.480536775376396,0.86687571823536,1,16
"3264","PP-binding",0.482547313134009,0.868025957898574,1,12
"4022","SRCR",0.483451587769072,0.783652567638313,2,32
"852","Cyclin_N",0.489638676900993,0.86066147054409,1,17
"1913","GPHH",0.503243832867846,0.856893396559791,1,10
"235","Ank_5",0.504708588492794,0.693228620137527,4,81
"3379","Pyr_redox_2",0.505411801088544,0.850705701449926,1,16
"3266","PP2C",0.51052857828735,0.84633849151658,1,18
"908","DEAD",0.512957021364493,0.66600541270599,5,101
"4714","zf-C3HC4_2",0.515441695774371,0.710734915268223,3,69
"2760","Neur_chan_LBD",0.51544867225915,0.710728615022234,3,69
"2761","Neur_chan_memb",0.51544867225915,0.710728615022234,3,69
"205","Aminotran_1_2",0.516063118029693,0.842501051449669,1,18
"2285","Laminin_G_2",0.516752896370567,0.75547666847169,2,36
"3225","PLAT",0.520078001337873,0.753744013862973,2,31
"2001","hEGF",0.520640777841967,0.753263997190084,2,31
"3831","SEA",0.522484723768157,0.840104568693072,1,14
"238","Anoctamin",0.522842000636825,0.838154540835052,1,17
"1402","ECH_1",0.525110802670884,0.835698341302801,1,19
"177","Aldo_ket_red",0.526415844027099,0.835155221602035,1,18
"858","Cyt-b5",0.527770070969928,0.834177958238675,1,18
"2012","Hemopexin",0.528539321757234,0.833221169554281,1,19
"4430","Tubulin_C",0.530484907844844,0.831804531726264,1,19
"2536","MIB_HERC2",0.531677133682736,0.83431119870225,1,13
"3763","RWD",0.535432018901681,0.829035336280904,1,17
"50","AAA_16",0.540008978503256,0.828234675323801,1,13
"2523","MFS_1",0.545115490628135,0.654342602614373,4,99
"3760","RVT_1",0.545247098888824,0.619485453829408,6,137
"2939","P_proprotein",0.549556199500521,0.817922591571959,1,18
"3773","S8_pro-domain",0.549556199500521,0.817922591571959,1,18
"3308","Pro_isomerase",0.551488861133215,0.815608115194239,1,20
"231","Ank",0.553129894087949,0.676347285075831,3,61
"2389","MACPF",0.554169987295162,0.813517861068779,1,20
"31","7tm_3",0.563123116466878,0.713202003854139,2,42
"4428","Tubulin",0.566534761545604,0.803299999201687,1,21
"4087","Sulfotransfer_2",0.566606264142548,0.803241959185024,1,21
"1657","FKBP_C",0.569084625130835,0.801222988206965,1,21
"284","Arm",0.591945634128295,0.781921967002594,1,21
"1944","GTP_EFTU_D2",0.598938531863079,0.77539483427134,1,22
"114","Acyl-CoA_dh_1",0.604135398392011,0.770391588338901,1,23
"2510","Methyltransf_25",0.60958090025873,0.765110886325689,1,24
"47","AAA",0.611099684117323,0.665839330270158,2,46
"3127","PG_binding_1",0.613142498158089,0.761822729408249,1,24
"3068","Peptidase_M10",0.613528851503918,0.761464078440864,1,24
"1943","GTP_EFTU",0.614843311721581,0.760566920101759,1,23
"1024","DSPc",0.621847548837901,0.753980384706707,1,23
"1959","HA2",0.622389464813414,0.756303090169573,1,17
"2002","Helicase_C",0.628661289293174,0.533582118907483,6,133
"116","Acyl-CoA_dh_M",0.635698791429259,0.739907899518338,1,25
"3175","PI3_PI4_kinase",0.637328628356587,0.741919696069189,1,17
"2101","HSP70",0.638468186918797,0.737159390003157,1,25
"612","cEGF",0.639231072548924,0.74157746702314,1,15
"126","ADAM_spacer1",0.639603084865611,0.738470850214179,1,19
"651","CHGN",0.642388895385188,0.733231937430626,1,25
"470","Bromodomain",0.642427481844005,0.737595077401704,1,16
"232","Ank_2",0.643778181944475,0.504941235708609,7,168
"1538","F-box",0.644346871236116,0.731579954351351,1,24
"1540","F-box-like",0.647299727343796,0.626704365317438,2,53
"273","ArfGap",0.651395803956347,0.724045862737153,1,25
"4715","zf-C3HC4_3",0.651950852427315,0.62220208163514,2,48
"3469","Reprolysin",0.652274769348623,0.725666129973167,1,19
"2342","LisH",0.670715467400423,0.703226055402851,1,26
"214","AMP-binding_C",0.672842663619917,0.700899048417212,1,26
"3103","Peptidase_S8",0.680946095819196,0.691906436248428,1,26
"81","Abhydrolase_1",0.694596696282427,0.675155216747631,1,30
"522","CAP",0.695193203570594,0.674457318792999,1,30
"2250","Kinesin",0.698781325218413,0.568570528542885,2,45
"96","Acetyltransf_1",0.700418852974796,0.668052981415709,1,31
"1686","Forkhead",0.704096415026707,0.663657901393585,1,31
"3045","Pep_M12B_propep",0.716424975483028,0.650768061119347,1,24
"1732","FYVE",0.717444442275767,0.649113704885145,1,25
"213","AMP-binding",0.719835071738542,0.644839590512039,1,29
"234","Ank_4",0.722212130725166,0.441270149552327,5,131
"4801","ZZ",0.72788117237936,0.636330932779726,1,24
"2127","I-set",0.734394251554123,0.522695227762623,2,54
"713","cNMP_binding",0.73443654035314,0.625842947871931,1,30
"2188","Ion_trans_2",0.738398372957777,0.619890745480311,1,33
"2306","Ldl_recept_a",0.738562436082209,0.517501301209941,2,52
"828","CUB",0.747071541890129,0.505095326381834,2,63
"3146","PHD",0.751059101551288,0.604122050168821,1,28
"4724","zf-CCCH",0.751256914737937,0.602742619636313,1,32
"4623","VWD",0.759742457975544,0.59400097801833,1,23
