"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-270 0.00725920480668072 2 567 "GO:0005615;GO:0044421" "obsolete extracellular region part" 0.0494829908723331
490 2.77762642095067e-21 2 3783 "GO:0005634" "nucleus" 2.26654315949575e-18
477 0.000495592569647295 3 295 "GO:0005635" "nuclear envelope" 0.00569582446242525
878 0.117024666873996 5 17 "GO:0005637" "nuclear inner membrane" 0.324747759308869
758 0.385164496179995 -1 7 "GO:0005639;GO:0031229;GO:0044453" "obsolete nuclear membrane part" 0.6440455509895
167 0.828642327689696 3 9 "GO:0005640" "nuclear outer membrane" 0.917465589409487
-586 0.342441149624736 6 14 "GO:0005641" "nuclear envelope lumen" 0.597452265528939
1052 0.000601988588987098 2 57 "GO:0005643" "nuclear pore" 0.00663814444072259
390 0.513531428864578 2 15 "GO:0005652" "nuclear lamina" 0.745625704543587
435 5.6459917595711e-14 2 2190 "GO:0005654" "nucleoplasm" 9.21425855162003e-12
-119 0.876923268035942 3 9 "GO:0005655;GO:0030681;GO:0030677" "multimeric ribonuclease P complex" 0.941538666733327
1810 1.87500252789455e-11 2 74 "GO:0005657" "replication fork" 1.70000229195773e-09
2693 0.00427174638806013 3 6 "GO:0005658" "alpha DNA polymerase:primase complex" 0.0335167793524718
-107 0.889358310729572 2 9 "GO:0005663" "DNA replication factor C complex" 0.947954967695059
-559 0.348678611520766 2 15 "GO:0005665" "RNA polymerase II, core complex" 0.60280031144268
141 0.774997644121099 3 22 "GO:0005666" "RNA polymerase III complex" 0.900851962397175
248 0.0828453430286977 2 270 "GO:0005667" "transcription regulator complex" 0.263042023001624
-249 0.495270144420992 4 40 "GO:0005669" "transcription factor TFIID complex" 0.731054772334061
571 0.338238605689373 -1 15 "GO:0005671" "obsolete Ada2/Gcn5/Ada3 transcription activator complex" 0.597452265528939
996 0.290406105436599 2 6 "GO:0005677" "chromatin silencing complex" 0.5428719661917
611 0.262188791744929 2 18 "GO:0005680" "anaphase-promoting complex" 0.515532660394848
43 0.813491875601563 2 162 "GO:0005681" "spliceosomal complex" 0.909570553982484
280 0.578737994650524 2 21 "GO:0005682" "U5 snRNP" 0.78489866714215
288 0.692845391414482 4 10 "GO:0005683;GO:0005687" "U4 snRNP" 0.853719699831937
98 0.708190596261681 4 79 "GO:0005684" "U2-type spliceosomal complex" 0.859945724032041
44 0.934921199665464 2 18 "GO:0005685" "U1 snRNP" 0.973934012995715
100 0.811874452857302 5 30 "GO:0005686" "U2 snRNP" 0.909570553982484
-2036 0.00814608014734618 2 9 "GO:0005688" "U6 snRNP" 0.054003123797373
-689 0.144029636327405 4 24 "GO:0005689" "U12-type spliceosomal complex" 0.366603139270714
792 8.65085141597895e-18 5 686 "GO:0005694;GO:0044427" "chromosome" 2.35303158514627e-15
1391 0.0130590947461497 2 17 "GO:0005697" "telomerase holoenzyme complex" 0.0755760376798451
200 0.342656446406303 2 122 "GO:0005700" "polytene chromosome" 0.597452265528939
1323 0.105146865776318 6 8 "GO:0005701" "polytene chromosome chromocenter" 0.304254760544239
268 0.505825110007536 2 33 "GO:0005703" "polytene chromosome puff" 0.742362031953506
320 0.472342555388828 2 27 "GO:0005705" "polytene chromosome interband" 0.716652136820237
189 0.73622502491818 5 17 "GO:0005721" "pericentric heterochromatin" 0.874468151867882
1616 0.11740268259328 2 5 "GO:0005726" "perichromatin fibrils" 0.324747759308869
418 3.71521090798053e-06 3 716 "GO:0005730" "nucleolus" 8.49906057150898e-05
866 0.0859080753832004 3 21 "GO:0005732" "sno(s)RNA-containing ribonucleoprotein complex" 0.268586166715293
-813 0.2040921317765 6 13 "GO:0005736" "RNA polymerase I complex" 0.452045243141234
-96 0.206466849849748 2 1073 "GO:0005739" "mitochondrion" 0.452898432743235
-532 1.14647120809928e-06 2 473 "GO:0005740;GO:0031966" "mitochondrial envelope" 3.01780808325488e-05
-409 0.0541414537608139 2 120 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.203154041154886
-194 0.83726487085358 4 6 "GO:0005742" "mitochondrial outer membrane translocase complex" 0.922008278834712
-539 2.81445549071812e-05 5 336 "GO:0005743;GO:0019866" "organelle inner membrane" 0.000437583514174926
580 0.300628940978889 4 17 "GO:0005744" "TIM23 mitochondrial import inner membrane translocase complex" 0.551265653570277
-1601 4.82750660937655e-07 4 53 "GO:0005746;GO:0070469;GO:0098803" "respirasome" 1.51509438201972e-05
-1282 0.00239608320810689 3 30 "GO:0005747;GO:0030964;GO:0045271" "respiratory chain complex I" 0.0212522162806002
-3255 0.00161516351581938 2 5 "GO:0005749;GO:0045257;GO:0045273;GO:0045281;GO:0045283" "respiratory chain complex II (succinate dehydrogenase)" 0.0160728466940075
-2128 0.00569893667916809 2 9 "GO:0005750;GO:0045275" "mitochondrial respiratory chain complex III" 0.0404376724365318
-1433 0.0791823586247586 4 8 "GO:0005751;GO:0045277" "respiratory chain complex IV" 0.258451218551212
-1132 0.120971281483809 2 10 "GO:0005753;GO:0045259" "mitochondrial proton-transporting ATP synthase complex" 0.331862766665149
-433 0.10847212482617 2 74 "GO:0005758;GO:0031970" "organelle envelope lumen" 0.30948690160194
18 0.889869491733352 5 336 "GO:0005759" "mitochondrial matrix" 0.947954967695059
-64 0.730337437514743 4 156 "GO:0005765;GO:0098852" "lytic vacuole membrane" 0.872073660388429
400 0.0672421380637951 3 113 "GO:0005766;GO:0035578;GO:0042582" "primary lysosome" 0.234485404530157
-818 0.133031379767179 8 18 "GO:0005767;GO:0044754" "secondary lysosome" 0.351306167928861
-63 0.515846159633278 2 607 "GO:0005768" "endosome" 0.747052778631737
-52 0.732071638929012 2 242 "GO:0005769" "early endosome" 0.872073660388429
-7 0.967911578635017 3 164 "GO:0005770" "late endosome" 0.988739784096647
125 0.790442776432686 4 24 "GO:0005771" "multivesicular body" 0.902795629608361
-74 0.660427030620398 2 194 "GO:0005774" "vacuolar membrane" 0.836814374202243
585 0.00456933890470172 5 127 "GO:0005775" "vacuolar lumen" 0.0351752881720434
-108 0.694693481235792 3 71 "GO:0005776" "autophagosome" 0.853719699831937
558 0.00799544419401109 3 122 "GO:0005777;GO:0042579" "peroxisome" 0.0534777251009266
530 0.163264098814859 4 37 "GO:0005778;GO:0031903" "peroxisomal membrane" 0.397120608906223
730 0.254710933166658 -1 13 "GO:0005779;GO:0031231" "obsolete intrinsic component of peroxisomal membrane" 0.505701249633108
639 0.0769505339155982 2 41 "GO:0005782;GO:0031907" "peroxisomal matrix" 0.2542171484823
-187 0.0113134545544078 2 1143 "GO:0005783" "endoplasmic reticulum" 0.0683814327243204
-1048 0.229786641388782 3 7 "GO:0005786;GO:0048500" "signal recognition particle" 0.473499745892036
-1344 0.192878922855111 2 5 "GO:0005787" "signal peptidase complex" 0.443050682939707
413 0.0287845146997475 4 152 "GO:0005788" "endoplasmic reticulum lumen" 0.127653065190185
-77 0.374962800040213 2 795 "GO:0005789;GO:0042175;GO:0044432;GO:0098827" "obsolete endoplasmic reticulum part" 0.634988666104709
521 0.176350742336223 6 36 "GO:0005790" "smooth endoplasmic reticulum" 0.414703762957804
3 0.990519363448534 6 83 "GO:0005791" "rough endoplasmic reticulum" 0.993468000356309
386 0.166196477811165 2 69 "GO:0005793" "endoplasmic reticulum-Golgi intermediate compartment" 0.401800914303346
-50 0.537120243405804 2 897 "GO:0005794" "Golgi apparatus" 0.7588826900401
278 0.209821685910103 4 110 "GO:0005795" "Golgi stack" 0.454205226167868
-458 0.210082067273992 2 40 "GO:0005796" "Golgi lumen" 0.454205226167868
666 0.149344355662134 5 25 "GO:0005797" "Golgi medial cisterna" 0.3761265253713
174 0.421801354616951 2 115 "GO:0005798" "Golgi-associated vesicle" 0.676208065554876
-674 0.0723262200207984 2 38 "GO:0005801" "cis-Golgi network" 0.244888778161707
-159 0.376635434307205 2 168 "GO:0005802" "trans-Golgi network" 0.634988666104709
-437 0.109667746329235 3 72 "GO:0005811" "lipid droplet" 0.310176945518137
163 0.144076949219903 3 451 "GO:0005813;GO:0005815" "microtubule organizing center" 0.366603139270714
350 0.209573080844314 3 69 "GO:0005814" "centriole" 0.454205226167868
549 0.326746771058242 2 17 "GO:0005818" "aster" 0.585989813590166
291 0.0579578562000045 5 233 "GO:0005819" "spindle" 0.211132190442874
734 0.314727184603696 2 10 "GO:0005826" "actomyosin contractile ring" 0.567606087167764
-327 0.751337639008126 8 5 "GO:0005827" "polar microtubule" 0.884691938572339
1456 0.0229772540739975 5 13 "GO:0005828" "kinetochore microtubule" 0.109645844002234
287 6.24500506193154e-08 2 3069 "GO:0005829" "cytosol" 2.99760242972714e-06
1346 0.0803975994052049 3 9 "GO:0005832" "chaperonin-containing T-complex" 0.258745004651558
-628 0.471855288327647 2 7 "GO:0005834" "heterotrimeric G-protein complex" 0.716652136820237
-417 0.397571313429747 2 22 "GO:0005838;GO:0022624" "proteasome regulatory particle" 0.656409169683551
-58 0.919792071592297 3 16 "GO:0005839" "proteasome core complex" 0.967905996756217
-471 0.00972189770828571 3 164 "GO:0005840;GO:0044391" "ribosome" 0.0610236040766241
-321 0.29049234374929 -1 58 "GO:0005844" "obsolete polysome" 0.5428719661917
466 0.523482105391447 -1 10 "GO:0005845" "obsolete mRNA cap binding complex" 0.753371072309384
459 0.398952291979819 2 18 "GO:0005847;GO:0005849" "mRNA cleavage factor complex" 0.656409169683551
1136 0.192967155049985 2 7 "GO:0005851" "eukaryotic translation initiation factor 2B complex" 0.443050682939707
-233 0.686509872907354 2 16 "GO:0005852" "eukaryotic translation initiation factor 3 complex" 0.848775842867274
64 0.401646662205489 3 1067 "GO:0005856;GO:0044430" "cytoskeleton" 0.658119832047548
-978 0.0808578139536118 2 17 "GO:0005858" "axonemal dynein complex" 0.258745004651558
866 0.160524983128759 4 14 "GO:0005859;GO:0016460" "myosin II complex" 0.395188124817787
476 0.559856281169113 3 8 "GO:0005865;GO:0036379" "myofilament" 0.772223864671
-818 0.144533301061648 2 17 "GO:0005868" "cytoplasmic dynein complex" 0.366603139270714
-767 0.270434045271264 2 11 "GO:0005869" "dynactin complex" 0.525414716527027
550 0.143033472909916 2 38 "GO:0005871" "kinesin complex" 0.366603139270714
531 0.00982404726311599 2 128 "GO:0005874" "microtubule" 0.0611940653946767
-11 0.959176514567546 2 115 "GO:0005875" "microtubule associated complex" 0.986996262152733
752 0.021595866455645 3 50 "GO:0005876" "spindle microtubule" 0.106085273673166
90 0.815938291072522 7 36 "GO:0005881" "cytoplasmic microtubule" 0.909570553982484
128 0.84794810224486 2 12 "GO:0005882" "intermediate filament" 0.930174893511329
684 0.0405134100968698 2 48 "GO:0005884" "actin filament" 0.162851934182491
-386 0.658464119385772 2 7 "GO:0005885" "Arp2/3 protein complex" 0.836814374202243
-243 2.9375230410876e-05 3 2155 "GO:0005886;GO:0071944" "cell periphery" 0.000443892370653237
-733 0.477439599582369 3 5 "GO:0005890" "sodium:potassium-exchanging ATPase complex" 0.717726852951282
-1511 0.0385668815943862 3 10 "GO:0005891" "voltage-gated calcium channel complex" 0.159749113609234
-324 0.342031829144837 5 46 "GO:0005902" "microvillus" 0.597452265528939
-481 0.0401601040589279 3 98 "GO:0005903" "brush border" 0.162851934182491
-39 0.929297677347173 2 28 "GO:0005905" "clathrin-coated pit" 0.970943539968365
255 0.0542739962889278 4 316 "GO:0005911;GO:0070161" "anchoring junction" 0.203154041154886
180 0.332264163342421 2 157 "GO:0005912" "adherens junction" 0.592119976133885
724 0.406496528046418 3 7 "GO:0005915" "zonula adherens" 0.660759296585413
860 0.0627982856472472 3 25 "GO:0005918" "septate junction" 0.223770310428619
1913 0.0191279876404657 2 8 "GO:0005919" "pleated septate junction" 0.0975527369663751
227 0.544376938894399 2 38 "GO:0005923" "bicellular tight junction" 0.761940964215831
249 0.296032747451215 -1 95 "GO:0005924;GO:0030055;GO:0005925" "cell-substrate junction" 0.546521995294551
461 0.424665543225882 3 16 "GO:0005927" "muscle tendon junction" 0.676920731376431
-615 2.83738286622404e-08 4 460 "GO:0005929;GO:0044441" "cilium" 1.4859952450997e-06
137 0.33842044461478 3 271 "GO:0005938" "cell cortex" 0.597452265528939
996 0.253625178133163 3 7 "GO:0005942" "phosphatidylinositol 3-kinase complex" 0.505667999297221
508 0.590243917917372 -1 6 "GO:0005947" "obsolete mitochondrial alpha-ketoglutarate dehydrogenase complex" 0.789572191837009
-1332 0.196817636374201 2 5 "GO:0005952" "cAMP-dependent protein kinase complex" 0.444884186374925
717 0.487107148413252 3 5 "GO:0005958" "DNA-dependent protein kinase-DNA ligase 4 complex" 0.727669340124421
1288 0.212023503947447 2 5 "GO:0005968" "Rab-protein geranylgeranyltransferase complex" 0.454345857046948
109 0.77816718290767 3 36 "GO:0008023" "transcription elongation factor complex" 0.901966507461163
-508 0.394194196713746 2 15 "GO:0008074" "guanylate cyclase complex, soluble" 0.653785496988652
-164 0.728542965672966 3 24 "GO:0008076;GO:0034705" "voltage-gated potassium channel complex" 0.872073660388429
-587 0.341793214412645 3 14 "GO:0008180" "COP9 signalosome" 0.597452265528939
614 0.425088862211383 2 9 "GO:0008250" "oligosaccharyltransferase complex" 0.676920731376431
1540 0.0775457662457307 2 7 "GO:0008278" "cohesin complex" 0.255150585711759
-68 0.866396489472541 4 33 "GO:0008287;GO:1903293" "protein serine/threonine phosphatase complex" 0.936396735641846
436 0.617390259160178 2 7 "GO:0008305;GO:0098636;GO:0034679" "protein complex involved in cell adhesion" 0.809952494332324
-598 0.463759567106634 2 8 "GO:0008328" "ionotropic glutamate receptor complex" 0.714409188726725
-528 0.448108799862844 2 11 "GO:0008540" "proteasome regulatory particle, base subcomplex" 0.701836431263111
-477 0.535360455046666 2 9 "GO:0008541" "proteasome regulatory particle, lid subcomplex" 0.7588826900401
1355 0.189194349652573 4 5 "GO:0008622" "epsilon DNA polymerase complex" 0.439836436799144
-6 0.9924657731337 5 13 "GO:0008623;GO:0016589;GO:0016590;GO:0031213" "CHRAC" 0.993683522548588
36 0.937622701340034 3 25 "GO:0009295;GO:0042645" "mitochondrial nucleoid" 0.97464983986429
-637 0.537374068996801 2 5 "GO:0009507;GO:0009536" "chloroplast" 0.7588826900401
-946 0.000120769580453192 2 89 "GO:0009897" "external side of plasma membrane" 0.00156425361348896
-403 0.289772584229305 2 37 "GO:0009925" "basal plasma membrane" 0.5428719661917
-364 0.00520283589028314 2 327 "GO:0009986" "cell surface" 0.0385955826042822
-240 0.0990577725176792 2 261 "GO:0010008;GO:0044440" "obsolete endosomal part" 0.294430980748168
-1429 0.129568877439938 4 6 "GO:0010009;GO:0098559" "cytoplasmic side of endosome membrane" 0.348937966966962
775 0.179662416765763 5 16 "GO:0010369" "chromocenter" 0.421277391036961
1034 0.0113969054540534 5 32 "GO:0010494" "cytoplasmic stress granule" 0.0683814327243204
-169 0.00237966875046411 2 2533 "GO:0012505" "endomembrane system" 0.0212522162806002
-437 1.01857233932726e-05 4 585 "GO:0012506;GO:0030659" "vesicle membrane" 0.000187461026122277
-12 0.977263970727363 2 29 "GO:0012507" "ER to Golgi transport vesicle membrane" 0.991850000141204
367 0.598098866992114 2 11 "GO:0012510" "trans-Golgi network transport vesicle membrane" 0.796164234038442
194 0.583382573101163 3 43 "GO:0014704" "intercalated disc" 0.786736847786397
1061 0.00589509145116462 2 36 "GO:0015030" "Cajal body" 0.0414689191737097
368 0.01778013575895 2 227 "GO:0015629" "actin cytoskeleton" 0.0932835514655272
71 0.428052815429214 2 722 "GO:0015630" "microtubule cytoskeleton" 0.676920731376431
-403 0.0991017069204319 4 90 "GO:0015934" "large ribosomal subunit" 0.294430980748168
-854 0.00622849280538256 2 55 "GO:0015935" "small ribosomal subunit" 0.0434397446939502
105 0.911007981374611 3 6 "GO:0016006;GO:0016007" "Nebenkern" 0.962930716064356
-1525 0.0367752354072355 3 10 "GO:0016010;GO:0090665" "dystrophin-associated glycoprotein complex" 0.15389021585797
-387 1.0276081835183e-13 2 3490 "GO:0016020" "membrane" 1.39754712958489e-11
309 0.705355959236887 3 8 "GO:0016027" "inaD signaling complex" 0.857780123304471
205 0.67793622676751 3 22 "GO:0016028" "rhabdomere" 0.845385404237531
202 0.546202863275165 3 48 "GO:0016234" "inclusion body" 0.763187562384477
-31 0.944306023233097 2 28 "GO:0016235" "aggresome" 0.980348237860314
-1283 0.214018093408802 2 5 "GO:0016272" "prefoldin complex" 0.455337480160193
701 0.456790962890552 4 6 "GO:0016281" "eukaryotic translation initiation factor 4F complex" 0.709983668035601
-918 0.330033045835881 2 6 "GO:0016282;GO:0070993" "translation preinitiation complex" 0.590585450443155
-718 3.89030401425806e-05 2 179 "GO:0016323" "basolateral plasma membrane" 0.000566872870649032
-623 2.23204947519867e-05 4 255 "GO:0016324" "apical plasma membrane" 0.000371704565665738
-32 0.952908055275502 2 18 "GO:0016327" "apicolateral plasma membrane" 0.98426958620862
751 0.0853929595466605 2 28 "GO:0016328" "lateral plasma membrane" 0.268002519192596
-439 0.6706559820967 2 5 "GO:0016342" "catenin complex" 0.843228476719426
-119 0.631434593952638 2 87 "GO:0016363" "nuclear matrix" 0.818557869769971
905 0.193502541659674 3 11 "GO:0016442;GO:0031332" "RNAi effector complex" 0.443050682939707
-564 0.549518933621743 2 6 "GO:0016456;GO:0072487" "X chromosome located dosage compensation complex, transcription activating" 0.76490578935066
82 0.853880847579114 2 27 "GO:0016459;GO:0016461" "myosin complex" 0.931192496394345
-693 0.0949749439056898 3 31 "GO:0016469" "proton-transporting two-sector ATPase complex" 0.287035386026085
-482 0.338801719892654 2 21 "GO:0016471;GO:0033176" "proton-transporting V-type ATPase complex" 0.597452265528939
788 0.334435752486039 4 8 "GO:0016514;GO:0071564;GO:0071565" "nBAF complex" 0.594552448864069
395 0.292059795536956 3 38 "GO:0016528;GO:0016529" "sarcoplasm" 0.5428719661917
1260 0.181264934621219 -1 6 "GO:0016580" "obsolete Sin3 complex" 0.423817153727549
1475 0.0909860059492159 2 7 "GO:0016581;GO:0090545" "NuRD complex" 0.279114965618647
1080 0.160720385611807 4 9 "GO:0016586" "RSC-type complex" 0.395188124817787
-51 0.824520786687017 3 101 "GO:0016591" "RNA polymerase II, holoenzyme" 0.915386342770892
44 0.920499784391916 3 28 "GO:0016592" "mediator complex" 0.967905996756217
668 0.443967533220847 2 7 "GO:0016593" "Cdc73/Paf1 complex" 0.696687513669637
-1057 0.305786195297809 3 5 "GO:0016600" "flotillin complex" 0.558837139341231
160 0.150617472983531 2 458 "GO:0016604" "nuclear body" 0.377120891936918
464 0.193834673786122 2 42 "GO:0016605" "PML body" 0.443050682939707
-2 0.988543664317733 2 260 "GO:0016607" "nuclear speck" 0.993468000356309
321 0.307725255462978 3 54 "GO:0017053" "transcription repressor complex" 0.560499572450424
-205 0.790001863308423 3 9 "GO:0017090" "meprin A complex" 0.902795629608361
466 0.355013606844965 2 21 "GO:0017101" "aminoacyl-tRNA synthetase multienzyme complex" 0.611162664948294
-1019 0.143124761440279 3 11 "GO:0017119" "Golgi transport complex" 0.366603139270714
724 0.375058629317675 3 8 "GO:0018995;GO:0033643;GO:0033646;GO:0043656;GO:0043657" "host cell part" 0.634988666104709
828 0.00922216309620371 3 53 "GO:0019005" "SCF ubiquitin ligase complex" 0.0583355433062188
139 0.873125568119376 2 7 "GO:0019773" "proteasome core complex, alpha-subunit complex" 0.939934648529566
-678 0.437459832703316 2 7 "GO:0019774" "proteasome core complex, beta-subunit complex" 0.690458846200978
462 0.052547935069677 3 95 "GO:0019897" "extrinsic component of plasma membrane" 0.201406045719363
77 0.650821054871663 2 186 "GO:0019898" "extrinsic component of membrane" 0.832995130670269
-573 0.543279366744245 4 6 "GO:0019908" "nuclear cyclin-dependent protein kinase holoenzyme complex" 0.761711277084715
