"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1391 0.131317208267016 4 5 "GO:0000702" "oxidized base lesion DNA N-glycosylase activity" 0.435726117721301
-1762 0.0559853719586306 3 5 "GO:0000774" "adenyl-nucleotide exchange factor activity" 0.27599174687887
499 0.422077718732941 2 11 "GO:0000900" "mRNA regulatory element binding translation repressor activity" 0.726822445177972
294 0.00529886251063266 2 405 "GO:0000976;GO:0001067;GO:1990837;GO:0000977" "transcription regulatory region nucleic acid binding" 0.0741359359806677
439 0.00250652707793757 7 207 "GO:0000978;GO:0000987" "cis-regulatory region sequence-specific DNA binding" 0.042389796171003
25 0.961306629145268 2 16 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.983393959618855
294 0.00192940394574801 3 508 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 0.0346722621652565
298 0.318345938040683 -1 48 "GO:0000988;GO:0000989;GO:0001076" "obsolete transcription factor activity, protein binding" 0.645396832347083
-351 0.676793400076385 3 6 "GO:0000992;GO:0001006" "RNA polymerase III type 3 promoter sequence-specific DNA binding" 0.876074123675822
-54 0.896551026953121 2 25 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.964484266600645
28 0.967146581155587 4 9 "GO:0001016" "RNA polymerase III transcription regulatory region sequence-specific DNA binding" 0.983393959618855
-26 0.947226822168805 4 27 "GO:0001046" "core promoter sequence-specific DNA binding" 0.983393959618855
139 0.76860315626913 2 19 "GO:0001091" "RNA polymerase II general transcription initiation factor binding" 0.911230546092268
244 0.657705786144935 3 14 "GO:0001094" "TFIID-class transcription factor complex binding" 0.868813767170621
1 0.998803018485865 3 40 "GO:0001099;GO:0001098" "basal transcription machinery binding" 0.999609905721304
-319 0.682625239281317 -1 7 "GO:0001129;GO:0001132" "obsolete RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly" 0.876074123675822
471 0.575805165400498 -1 6 "GO:0001134" "obsolete transcription regulator recruiting activity" 0.824627571868708
-386 0.535091546668085 4 11 "GO:0001161;GO:0001162" "intronic transcription regulatory region sequence-specific DNA binding" 0.803349042758516
-446 0.628577832592667 6 5 "GO:0001163" "RNA polymerase I transcription regulatory region sequence-specific DNA binding" 0.849808516715491
-1381 0.100897169070057 -1 6 "GO:0001190" "obsolete transcriptional activator activity, RNA polymerase II transcription factor binding" 0.377017497533335
854 0.169592099617365 -1 11 "GO:0001191" "obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding" 0.496553251828854
-17 0.966531299449511 3 27 "GO:0001221" "transcription coregulator binding" 0.983393959618855
-40 0.951088410421688 5 10 "GO:0001222" "transcription corepressor binding" 0.983393959618855
-62 0.907698496246148 4 15 "GO:0001223" "transcription coactivator binding" 0.970123857512147
39 0.854958532048713 4 95 "GO:0001227;GO:0001217" "DNA-binding transcription repressor activity, RNA polymerase II-specific" 0.948709303210876
352 0.0204658821252337 4 189 "GO:0001228;GO:0001216" "DNA-binding transcription activator activity, RNA polymerase II-specific" 0.157958150630998
-3008 0.000353131707471956 2 6 "GO:0001517" "N-acetylglucosamine 6-O-sulfotransferase activity" 0.0088282926867989
-1720 0.00568265855957768 2 11 "GO:0001530" "lipopolysaccharide binding" 0.0768830275707569
-1758 0.00702492833016295 5 10 "GO:0001537" "N-acetylgalactosamine 4-O-sulfotransferase activity" 0.0878116041270369
-857 0.0171122407026615 3 33 "GO:0001540" "amyloid-beta binding" 0.145770939318968
1000 0.170166222102641 2 8 "GO:0001609" "G protein-coupled adenosine receptor activity" 0.496553251828854
-794 0.389244300042902 3 5 "GO:0001618;GO:0140272;GO:0104005" "exogenous protein binding" 0.69942335163959
313 0.687749394352887 2 7 "GO:0001640;GO:0098988;GO:0008066" "glutamate receptor activity" 0.879716647181283
-39 0.966150952469825 3 5 "GO:0001642" "group III metabotropic glutamate receptor activity" 0.983393959618855
-115 0.650730809673599 2 66 "GO:0001653;GO:0008528" "peptide receptor activity" 0.865133446386866
123 0.536749899723554 2 108 "GO:0001664" "G protein-coupled receptor binding" 0.803349042758516
-555 0.197175560740895 3 23 "GO:0001671" "ATPase activator activity" 0.515012551081511
-395 0.105282255810705 2 72 "GO:0001727" "lipid kinase activity" 0.388683738638734
1041 0.0208563404332191 2 21 "GO:0001784" "phosphotyrosine residue binding" 0.159554800263352
339 0.384546067718124 2 28 "GO:0001786" "phosphatidylserine binding" 0.694235444075106
570 0.498383664452294 3 6 "GO:0001846;GO:0001848" "opsonin binding" 0.778239920887406
-2065 0.00806034963309774 2 7 "GO:0001871;GO:0030247" "polysaccharide binding" 0.0917762581986376
-58 0.735138737695119 2 149 "GO:0001882;GO:0001883;GO:0005525;GO:0032561;GO:0019001;GO:0032549;GO:0032550" "guanyl nucleotide binding" 0.897922020263383
233 0.672321963431535 3 14 "GO:0001965" "G-protein alpha-subunit binding" 0.875617506167911
91 0.864127334131436 2 15 "GO:0001968" "fibronectin binding" 0.950044392209514
480 0.054330005208143 2 69 "GO:0002020" "protease binding" 0.274032921005984
-12 0.9664695156504 3 51 "GO:0002039" "p53 binding" 0.983393959618855
1263 0.13360929022836 3 6 "GO:0002161" "aminoacyl-tRNA editing activity" 0.441524953340845
405 1.12732117882741e-10 3 1324 "GO:0003676" "nucleic acid binding" 1.08034946304293e-08
434 2.81137156372731e-08 2 781 "GO:0003677" "DNA binding" 2.020673311429e-06
555 0.0579948074629568 2 50 "GO:0003678" "DNA helicase activity" 0.279054512897073
31 0.964308419603961 4 9 "GO:0003680" "minor groove of adenine-thymine-rich DNA binding" 0.983393959618855
604 9.62985679174273e-08 3 348 "GO:0003682" "chromatin binding" 6.51431488853185e-06
-169 0.587988730504956 3 44 "GO:0003684" "damaged DNA binding" 0.831146068632378
827 0.148592359454411 5 13 "GO:0003688" "DNA replication origin binding" 0.465259384857214
390 3.59623713361525e-05 3 513 "GO:0003690;GO:0043565" "double-stranded DNA binding" 0.00142609403574398
1087 0.196582120920439 2 6 "GO:0003696" "satellite DNA binding" 0.51496455366402
528 0.0117132728628649 5 98 "GO:0003697" "single-stranded DNA binding" 0.118571193132656
174 0.823235160220848 2 7 "GO:0003707" "nuclear steroid receptor activity" 0.936419816274951
151 0.225315798959665 2 286 "GO:0003712" "transcription coregulator activity" 0.543934497635501
295 0.0655937956942881 2 169 "GO:0003713" "transcription coactivator activity" 0.300529342822436
-67 0.742152362377608 3 104 "GO:0003714" "transcription corepressor activity" 0.899109250837742
313 0.000240028400043431 2 642 "GO:0003723" "RNA binding" 0.00677269429572648
363 0.0789630745771222 2 101 "GO:0003724;GO:0008186" "ATP-dependent activity, acting on RNA" 0.329093191793897
705 0.0194547448423477 2 47 "GO:0003725" "double-stranded RNA binding" 0.155367753949305
359 0.141625418880209 3 72 "GO:0003727" "single-stranded RNA binding" 0.453674740145516
329 0.0256841421900068 2 201 "GO:0003729" "mRNA binding" 0.173745667755928
740 0.0123050538344018 4 49 "GO:0003730" "mRNA 3'-UTR binding" 0.120947110338137
-662 0.000303153449662791 2 129 "GO:0003735" "structural constituent of ribosome" 0.00810759225842348
6 0.98635625925056 2 39 "GO:0003743" "translation initiation factor activity" 0.992841481098138
431 0.418682164375912 2 15 "GO:0003746" "translation elongation factor activity" 0.726220948766665
298 0.373451810355921 2 38 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.683868761002085
146 0.770365324156716 3 17 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 0.912379117178397
486 0.0448343583925596 1 73 "GO:0003774" "cytoskeletal motor activity" 0.243066793255043
527 0.0744320218417972 2 49 "GO:0003777" "microtubule motor activity" 0.316559209218871
394 0.0152981525354917 2 165 "GO:0003779" "actin binding" 0.137444339186058
-122 0.838324293320486 5 12 "GO:0003785" "actin monomer binding" 0.945920628917976
-739 0.422960455029011 3 5 "GO:0003810" "protein-glutamine gamma-glutamyltransferase activity" 0.726822445177972
-1228 0.00527357357212117 2 22 "GO:0003823" "antigen binding" 0.0741359359806677
-443 0.303476558947408 5 23 "GO:0003841;GO:0016411;GO:0042171;GO:0071617" "lysophospholipid acyltransferase activity" 0.629960366046064
-141 0.867249455255424 3 6 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.951416827290687
767 0.0493851558801664 2 28 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.259328444119595
-1343 0.01894054424853 2 13 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.154479616211415
2092 0.0129441377995961 2 6 "GO:0003909;GO:0003910" "DNA ligase activity" 0.125090407307021
1278 0.165593304454507 3 5 "GO:0003916" "DNA topoisomerase activity" 0.492073126931998
127 0.449854933499368 2 153 "GO:0003924" "GTPase activity" 0.742531311601587
1325 0.0162447728410841 3 14 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 0.140379148766258
256 0.680079366744875 2 11 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.876074123675822
-891 0.00870273162168355 2 37 "GO:0003954;GO:0008137;GO:0016655;GO:0050136" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.0962321285090008
1012 0.194153169950119 2 7 "GO:0003972;GO:0008452" "RNA ligase (ATP) activity" 0.51496455366402
495 0.59117951851617 2 5 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.832357330733242
-720 0.35534239923352 2 7 "GO:0003993" "acid phosphatase activity" 0.671961500248219
-898 0.0726857632771801 4 17 "GO:0003995;GO:0052890" "oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor" 0.314678606224664
702 0.367992182708261 2 7 "GO:0004000" "adenosine deaminase activity" 0.679279309975121
-883 0.225627089461101 2 8 "GO:0004017" "adenylate kinase activity" 0.543934497635501
175 0.849447509015241 3 5 "GO:0004021;GO:0047635" "L-alanine:2-oxoglutarate aminotransferase activity" 0.945920628917976
-654 0.178493361646186 2 18 "GO:0004022;GO:0018455" "alcohol dehydrogenase [NAD(P)+] activity" 0.503941391835694
-1026 0.187987839349926 2 7 "GO:0004027" "alcohol sulfotransferase activity" 0.508672977064506
451 0.536579423117675 4 8 "GO:0004029;GO:0004030" "aldehyde dehydrogenase (NAD+) activity" 0.803349042758516
-1073 0.202483971377368 3 6 "GO:0004032" "aldose reductase (NADPH) activity" 0.517459037964385
-672 0.155650835654097 5 19 "GO:0004033" "aldo-keto reductase (NADPH) activity" 0.477757070156202
-1468 0.111370363478944 3 5 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.401491905958576
1077 0.242839575488413 4 5 "GO:0004046" "aminoacylase activity" 0.564172751134697
-1506 0.028438744186324 2 9 "GO:0004051" "arachidonate 5-lipoxygenase activity" 0.183733459630745
1231 0.181786083262897 5 5 "GO:0004061" "arylformamidase activity" 0.503941391835694
436 0.357600381001661 2 19 "GO:0004062" "aryl sulfotransferase activity" 0.671961500248219
-1571 0.0619536421759572 2 6 "GO:0004064" "arylesterase activity" 0.292647821471486
1311 0.00289374050396674 5 22 "GO:0004065;GO:0008484" "sulfuric ester hydrolase activity" 0.0475400225651679
299 0.722133096787834 2 6 "GO:0004067" "asparaginase activity" 0.893698441154686
-1743 0.00754663595450016 3 10 "GO:0004089" "carbonate dehydratase activity" 0.0904024098716165
793 0.39008171448279 3 5 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.699834589165692
-850 0.356763455313981 2 5 "GO:0004100" "chitin synthase activity" 0.671961500248219
283 0.698273997039395 5 8 "GO:0004111;GO:0016775" "phosphotransferase activity, nitrogenous group as acceptor" 0.880692815441482
-508 0.356566905656244 3 14 "GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.671961500248219
-235 0.705142050885211 2 11 "GO:0004114;GO:0047555" "3',5'-cyclic-nucleotide phosphodiesterase activity" 0.883422527977096
-95 0.903106163405995 8 7 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.967914341022269
-1301 0.0460878960377476 3 10 "GO:0004129;GO:0016675;GO:0015002;GO:0016676" "cytochrome-c oxidase activity" 0.245375372423193
-1738 0.000241461274891118 2 19 "GO:0004143" "ATP-dependent diacylglycerol kinase activity" 0.00677269429572648
-427 0.00442922146772485 3 194 "GO:0004175" "endopeptidase activity" 0.0653026242036356
-243 0.43474536850695 2 44 "GO:0004177" "aminopeptidase activity" 0.734475914565093
-305 0.451071838318293 2 26 "GO:0004180" "carboxypeptidase activity" 0.742531311601587
-523 0.282196011594003 2 18 "GO:0004181" "metallocarboxypeptidase activity" 0.610010175438164
85 0.919420360175145 2 6 "GO:0004185" "serine-type carboxypeptidase activity" 0.975399828599093
530 0.336553549674934 2 14 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.660298316119098
15 0.955514637461132 2 63 "GO:0004197" "cysteine-type endopeptidase activity" 0.983393959618855
84 0.878419604214437 3 14 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.95595195428426
-692 0.0148232251130273 5 53 "GO:0004222" "metalloendopeptidase activity" 0.135267589323666
-774 0.00240579480346295 2 66 "GO:0004252" "serine-type endopeptidase activity" 0.0412934928952596
1161 0.0424215353265583 5 13 "GO:0004300" "enoyl-CoA hydratase activity" 0.236819250609427
658 0.366933917674324 4 8 "GO:0004301;GO:0016803;GO:0016801" "hydrolase activity, acting on ether bonds" 0.679279309975121
-1335 0.147635896945987 5 5 "GO:0004304;GO:0047685;GO:0047894;GO:0050294" "estrone sulfotransferase activity" 0.465154195857219
305 0.716796580041027 6 6 "GO:0004308;GO:0016997;GO:0016936" "exo-alpha-sialidase activity" 0.89019013719998
-2148 0.0198246058841213 5 5 "GO:0004311" "farnesyltranstransferase activity" 0.156152717580407
339 0.641887359914365 2 8 "GO:0004312" "fatty acid synthase activity" 0.855353955853441
-454 0.622428023269335 2 5 "GO:0004348" "glucosylceramidase activity" 0.84809505540253
692 0.166586284713654 2 17 "GO:0004364" "glutathione transferase activity" 0.493748008816243
-189 0.690485670847468 2 19 "GO:0004383;GO:0016849" "phosphorus-oxygen lyase activity" 0.879716647181283
-785 0.351297690687245 2 6 "GO:0004385" "guanylate kinase activity" 0.668577761371728
323 0.071084566416381 2 135 "GO:0004386;GO:0070035" "helicase activity" 0.313207859689035
683 0.0983067473951917 2 25 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 0.373111417506503
258 0.508026884984137 3 28 "GO:0004407;GO:0033558" "protein lysine deacetylase activity" 0.786313482815286
-1144 0.0793801112413551 2 10 "GO:0004435" "phosphatidylinositol phospholipase C activity" 0.329556418511041
-144 0.817462130039623 3 11 "GO:0004438;GO:0052744" "phosphatidylinositol-3-phosphate phosphatase activity" 0.931696183890551
-1065 0.205731254225479 2 6 "GO:0004439;GO:0106019" "phosphatidylinositol-4,5-bisphosphate phosphatase activity" 0.520632652489927
-139 0.880171590100796 2 5 "GO:0004445" "inositol-polyphosphate 5-phosphatase activity" 0.95595195428426
439 0.634289458612426 3 5 "GO:0004465" "lipoprotein lipase activity" 0.850154868769569
-846 0.359033396062996 3 5 "GO:0004466" "long-chain fatty acyl-CoA dehydrogenase activity" 0.672456686437207
-63 0.923244500695349 3 10 "GO:0004467" "long-chain fatty acid-CoA ligase activity" 0.976943567172796
345 0.707998292007047 3 5 "GO:0004468" "lysine N-acetyltransferase activity, acting on acetyl phosphate as donor" 0.885960865950059
-846 0.00185015543858861 2 58 "GO:0004497" "monooxygenase activity" 0.0343173992641436
-1192 0.0252856888814411 2 15 "GO:0004500;GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.173633491478249
374 0.0274974311937135 2 151 "GO:0004518" "nuclease activity" 0.179670715186196
71 0.755321233622794 2 82 "GO:0004519" "endonuclease activity" 0.901088075333304
131 0.715738764706267 3 33 "GO:0004520" "DNA endonuclease activity" 0.889837383148332
278 0.372884138115332 2 44 "GO:0004521" "RNA endonuclease activity" 0.683868761002085
1724 0.0615570365326263 2 5 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.292523107489753
436 0.604799305310795 2 6 "GO:0004526" "ribonuclease P activity" 0.836966547662352
675 0.124971087658747 4 22 "GO:0004529;GO:0016895" "DNA exonuclease activity, producing 5'-phosphomonoesters" 0.427728425022497
287 0.755346873583744 2 5 "GO:0004534" "5'-3' RNA exonuclease activity" 0.901088075333304
1213 0.0510462713026714 3 11 "GO:0004535" "poly(A)-specific ribonuclease activity" 0.264428882874199
130 0.637930105628567 2 56 "GO:0004536" "DNA nuclease activity" 0.853046071480061
611 0.0072432898804925 3 83 "GO:0004540" "RNA nuclease activity" 0.0886147166230465
310 0.652487617875204 2 9 "GO:0004549" "tRNA-specific ribonuclease activity" 0.866467390942823
-1083 0.0817354817252487 2 11 "GO:0004550" "nucleoside diphosphate kinase activity" 0.338114402820273
-172 0.813361016265605 3 8 "GO:0004551" "dinucleotide phosphatase activity" 0.930629141084435
-30 0.892618194292068 2 86 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.962053349049558
231 0.723805881495119 6 10 "GO:0004559;GO:0015923" "mannosidase activity" 0.893698441154686
-222 0.734189301913771 2 10 "GO:0004565" "beta-galactosidase activity" 0.897922020263383
-88 0.917061116221301 2 6 "GO:0004566" "beta-glucuronidase activity" 0.975127489372906
1747 0.011030931716291 2 9 "GO:0004568" "chitinase activity" 0.115323377033951
269 0.749014211824234 2 6 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 0.900409197760109
438 0.574555825676724 4 7 "GO:0004596" "peptide alpha-N-acetyltransferase activity" 0.824627571868708
-164 0.624596255737528 2 38 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 0.848483346175973
-34 0.960567903284697 4 9 "GO:0004602" "glutathione peroxidase activity" 0.983393959618855
-231 0.296323062726799 2 88 "GO:0004620;GO:0016298" "lipase activity" 0.624123666915419
-290 0.48291676548276 2 25 "GO:0004622" "lysophospholipase activity" 0.773473928001635
565 0.141014111070104 3 29 "GO:0004623" "phospholipase A2 activity" 0.453674740145516
-982 0.0568382129114059 3 16 "GO:0004629" "phospholipase C activity" 0.27599174687887
-1233 0.181289465535503 2 5 "GO:0004645" "1,4-alpha-oligoglucan phosphorylase activity" 0.503941391835694
-527 0.567859497907848 3 5 "GO:0004651" "polynucleotide 5'-phosphatase activity" 0.823408826931764
-160 0.805880424543497 -1 10 "GO:0004652" "obsolete polynucleotide adenylyltransferase activity" 0.927690178403425
1919 0.0226428376440046 2 6 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.165280647435164
-499 0.319143142088347 2 17 "GO:0004659" "prenyltransferase activity" 0.645396832347083
1019 0.226087556408495 4 6 "GO:0004661;GO:0008318" "protein prenyltransferase activity" 0.543934497635501
2059 0.0255165739650644 2 5 "GO:0004667" "prostaglandin-D synthase activity" 0.173633491478249
369 0.000965190129182327 2 357 "GO:0004672" "protein kinase activity" 0.0198208687242799
474 0.000340238171313204 2 252 "GO:0004674" "protein serine/threonine kinase activity" 0.00869497548911521
-289 0.753697574489546 4 5 "GO:0004675;GO:0005024" "transmembrane receptor protein serine/threonine kinase activity" 0.900989823973989
1112 0.227770408331373 3 5 "GO:0004677" "DNA-dependent protein kinase activity" 0.545043059723136
557 0.239293570574462 2 19 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.55818987050838
-519 0.537894576455702 4 6 "GO:0004690" "cyclic nucleotide-dependent protein kinase activity" 0.803349042758516
850 0.0655151536508407 2 20 "GO:0004693;GO:0097472" "cyclin-dependent protein serine/threonine kinase activity" 0.300529342822436
523 0.570658117447492 4 5 "GO:0004694" "eukaryotic translation initiation factor 2alpha kinase activity" 0.823408826931764
469 0.54736051785149 4 7 "GO:0004697" "diacylglycerol-dependent serine/threonine kinase activity" 0.809004234039959
-100 0.878152480154664 4 10 "GO:0004707" "MAP kinase activity" 0.95595195428426
234 0.660298463049672 2 15 "GO:0004708" "MAP kinase kinase activity" 0.868813767170621
443 0.325865636945382 4 21 "GO:0004709" "MAP kinase kinase kinase activity" 0.653413475579912
575 0.155778859421369 3 26 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.477757070156202
111 0.610672766782442 2 91 "GO:0004713" "protein tyrosine kinase activity" 0.84004028923422
-168 0.631331692193674 2 35 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.849808516715491
1139 0.00965620771737259 2 22 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.101877420871362
-183 0.3754268838143 2 101 "GO:0004721" "phosphoprotein phosphatase activity" 0.685829816214923
-351 0.230735801692746 5 50 "GO:0004722" "protein serine/threonine phosphatase activity" 0.547105509168367
-962 0.18717710861373 2 8 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 0.508672977064506
-55 0.86338431272976 3 42 "GO:0004725" "protein tyrosine phosphatase activity" 0.950044392209514
1062 0.249469538111557 5 5 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.567898177481389
-576 0.314046637740341 2 13 "GO:0004745" "all-trans-retinol dehydrogenase (NAD+) activity" 0.639426776673655
-1460 0.0452362514931669 5 8 "GO:0004753;GO:0004754" "saccharopine dehydrogenase activity" 0.243066793255043
-601 0.514850413775766 6 5 "GO:0004768;GO:0016215" "stearoyl-CoA 9-desaturase activity" 0.790774291895643
1693 0.0443158879304061 2 6 "GO:0004771" "sterol esterase activity" 0.243066793255043
96 0.902379631975261 2 7 "GO:0004791" "thioredoxin-disulfide reductase (NADPH) activity" 0.967914341022269
173 0.730157739834041 2 17 "GO:0004796;GO:0036134" "thromboxane-A synthase activity" 0.896138101183722
-467 0.497353423211995 3 9 "GO:0004800" "thyroxine 5'-deiodinase activity" 0.778239920887406
-110 0.859906309632029 2 11 "GO:0004806" "triglyceride lipase activity" 0.950044392209514
548 0.12193075688325 2 34 "GO:0004812;GO:0016875" "aminoacyl-tRNA ligase activity" 0.421508979203962
-872 0.18113318210114 4 10 "GO:0004819" "glutamine-tRNA ligase activity" 0.503941391835694
-174 0.850298098931066 4 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 0.945920628917976
158 0.189860636343361 2 305 "GO:0004842;GO:0019787;GO:0016755" "aminoacyltransferase activity" 0.511334266498513
304 0.298458663030363 5 50 "GO:0004843" "cysteine-type deubiquitinase activity" 0.625186634763055
-1064 0.206442164813397 3 6 "GO:0004844;GO:0097506" "uracil DNA N-glycosylase activity" 0.520632652489927
-808 0.380812476963764 7 5 "GO:0004849" "uridine kinase activity" 0.690462033221908
-136 0.641062745430253 3 50 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.855353955853441
803 0.34014770950061 5 6 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 0.661877945728767
599 0.260644310638127 3 15 "GO:0004864;GO:0019212" "phosphatase inhibitor activity" 0.585473623495935
136 0.660018737362951 3 45 "GO:0004866;GO:0030414;GO:0061135" "endopeptidase regulator activity" 0.868813767170621
76 0.907408390555565 2 10 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.970123857512147
151 0.743524258736254 4 20 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.899109250837742
309 0.635565941330695 3 10 "GO:0004879;GO:0098531" "ligand-activated transcription factor activity" 0.850874077450872
-315 0.00434154851341296 2 368 "GO:0004888;GO:0038023;GO:0060089" "molecular transducer activity" 0.0649756703461873
-2796 4.99107951714333e-12 3 26 "GO:0004890;GO:0008503;GO:0022824;GO:0022835;GO:0022851" "transmitter-gated channel activity" 5.21794676792257e-10
-184 0.21204800013012 2 202 "GO:0004930" "G protein-coupled receptor activity" 0.527825108549
-673 0.424344107578344 2 6 "GO:0004935" "adrenergic receptor activity" 0.726822445177972
-834 0.365897529788297 6 5 "GO:0004953;GO:0004954;GO:0004955" "prostanoid receptor activity" 0.679279309975121
-1093 0.160953233629137 2 7 "GO:0004965" "G protein-coupled GABA receptor activity" 0.481588363888876
1666 0.0223144561745148 2 8 "GO:0004989" "octopamine receptor activity" 0.165280647435164
-338 0.499123285236006 2 17 "GO:0004993;GO:0051378;GO:0099589" "G protein-coupled serotonin receptor activity" 0.778239920887406
-297 0.684099620052946 2 8 "GO:0004994;GO:0008261" "somatostatin receptor activity" 0.876074123675822
-203 0.722600859065516 2 13 "GO:0004995" "tachykinin receptor activity" 0.893698441154686
598 0.411913858045857 2 8 "GO:0005001;GO:0019198" "transmembrane receptor protein tyrosine phosphatase activity" 0.716642869520024
-643 0.119406716655528 5 25 "GO:0005007;GO:0090722" "receptor-receptor interaction" 0.416257093721891
-623 0.295181787566737 3 12 "GO:0005041;GO:0030228" "lipoprotein particle receptor activity" 0.624005617098801
-2109 0.00121947450021857 2 10 "GO:0005044" "scavenger receptor activity" 0.0241792357801958
383 0.310032579286408 2 30 "GO:0005048" "signal sequence binding" 0.639010076954053
610 0.286591680153808 3 13 "GO:0005049;GO:0140142" "nucleocytoplasmic carrier activity" 0.612603033786021
686 0.158542392312451 -1 18 "GO:0005070" "obsolete SH3/SH2 adaptor activity" 0.481065306488967
624 0.498458330735838 -1 5 "GO:0005072" "obsolete transforming growth factor beta receptor, cytoplasmic mediator activity" 0.778239920887406
-1018 0.269737442577368 2 5 "GO:0005078" "MAP-kinase scaffold activity" 0.595622566792243
383 0.19530109130511 2 49 "GO:0005080" "protein kinase C binding" 0.51496455366402
-203 0.228199309118728 2 153 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.545043059723136
