"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
406 0.563587687725853 2 10 "GO:0000235" "astral microtubule" 0.748482812460703
-15 0.980914491581397 2 13 "GO:0000242" "pericentriolar material" 0.988624145906212
1328 0.0732147267349907 2 9 "GO:0000243" "commitment complex" 0.219738296957992
-797 0.379898935255307 4 6 "GO:0000275;GO:0045261" "mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)" 0.598006800414213
-1213 0.222492574903505 2 5 "GO:0000276;GO:0045263" "mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)" 0.440643831272307
1119 0.0245620567579562 2 20 "GO:0000307" "cyclin-dependent protein kinase holoenzyme complex" 0.102728003742277
-514 0.0792995070425432 4 58 "GO:0000313;GO:0005761" "organellar ribosome" 0.234149817158346
-449 0.355107344152156 2 21 "GO:0000314;GO:0005763" "organellar small ribosomal subunit" 0.578664076473276
-482 0.194429895237118 3 36 "GO:0000315;GO:0005762" "organellar large ribosomal subunit" 0.415465986664578
-520 0.334923875177894 2 17 "GO:0000322" "storage vacuole" 0.561897079843905
-215 0.039410746996707 2 486 "GO:0000323;GO:0005773;GO:0005764" "vacuole" 0.140975887935357
-459 0.439776617552741 7 14 "GO:0000324;GO:0000329" "fungal-type vacuole" 0.646917777994249
414 0.59841072409445 3 8 "GO:0000346" "transcription export complex" 0.776213271509095
95 0.923575204726917 4 5 "GO:0000347;GO:0000445" "THO complex part of transcription export complex" 0.977704442998999
-319 0.492124806397625 2 23 "GO:0000407" "phagophore assembly site" 0.692556919921788
20 0.971115893074919 3 16 "GO:0000421" "autophagosome membrane" 0.984452066388058
-147 0.860794567428224 2 7 "GO:0000439" "transcription factor TFIIH core complex" 0.953165771526301
-785 0.0137611141924725 2 49 "GO:0000502" "proteasome complex" 0.0665120519302837
-2014 0.0103940437910786 2 8 "GO:0000506" "glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex" 0.0534670559779455
1221 1.2115960438073e-08 3 109 "GO:0000775" "chromosome, centromeric region" 3.93526395028611e-07
1245 1.18114078641035e-06 2 76 "GO:0000776" "kinetochore" 2.33923492332977e-05
2141 1.30073918967396e-08 2 35 "GO:0000779" "condensed chromosome, centromeric region" 4.06230854621252e-07
1817 1.53162727408465e-09 3 55 "GO:0000781" "chromosome, telomeric region" 6.21840673278368e-08
1188 2.19151756218755e-24 3 382 "GO:0000785;GO:0032993" "protein-DNA complex" 2.54216037213756e-22
2235 0.000498480105954814 2 12 "GO:0000786" "nucleosome" 0.00478308369318313
913 0.0168194280648072 2 34 "GO:0000791" "euchromatin" 0.0780421462207054
1097 0.000500692258522865 2 50 "GO:0000792" "heterochromatin" 0.00478308369318313
1777 1.03723980475497e-18 2 124 "GO:0000793" "condensed chromosome" 9.35820801623373e-17
1567 1.49266000159327e-08 3 65 "GO:0000794" "condensed nuclear chromosome" 4.48903674553235e-07
1424 0.00661726569708916 3 18 "GO:0000795;GO:0099086" "synaptonemal complex" 0.0380739823065293
3243 3.69601940506051e-05 2 8 "GO:0000796" "condensin complex" 0.000484059315630506
2770 0.00227450327623563 2 6 "GO:0000800" "lateral element" 0.0166387086513814
1349 0.00163481005065528 2 27 "GO:0000803" "sex chromosome" 0.012406222066655
947 0.140088793698589 2 12 "GO:0000805" "X chromosome" 0.33687797739869
1591 0.0429651056344666 2 8 "GO:0000808;GO:0005664" "origin recognition complex" 0.149474170701181
-259 0.726824953534607 2 9 "GO:0000812" "Swr1 complex" 0.861579360978249
-164 0.845179241673335 2 7 "GO:0000813" "ESCRT I complex" 0.945296892890838
569 0.418392828837575 3 10 "GO:0000815" "ESCRT III complex" 0.628139445312412
-209 0.833446307760537 4 5 "GO:0000835" "ER ubiquitin ligase complex" 0.938638560196333
744 0.00150002726034093 2 91 "GO:0000922" "spindle pole" 0.0116002108133032
-370 0.683727074299094 3 6 "GO:0000923" "equatorial microtubule organizing center" 0.836124072787446
-26 0.967695091505934 2 12 "GO:0000930" "gamma-tubulin complex" 0.984452066388058
-444 0.597172593998821 2 7 "GO:0000931" "gamma-tubulin ring complex" 0.776213271509095
-237 0.382223558392828 2 68 "GO:0000932" "P-body" 0.598006800414213
898 0.366396833603668 2 5 "GO:0000938" "GARP complex" 0.582219626000349
2275 0.000225259350540017 2 13 "GO:0000940" "outer kinetochore" 0.00231532395744929
338 0.421339023994728 2 28 "GO:0000974" "Prp19 complex" 0.631231157719039
-1191 0.12962325857037 4 8 "GO:0001520" "outer dense fiber" 0.323858726028124
836 0.000149173806852198 2 103 "GO:0001650" "fibrillar center" 0.00159380435742085
-507 0.155327368151331 2 39 "GO:0001669" "acrosomal vesicle" 0.353293621677537
375 0.514039974064077 5 15 "GO:0001673" "male germ cell nucleus" 0.708659522818388
539 0.364767467534957 2 14 "GO:0001674;GO:0042585" "female germ cell nucleus" 0.580767026741931
512 0.127174870359996 2 44 "GO:0001725;GO:0042641;GO:0097517;GO:0032432" "actomyosin" 0.318722205963941
367 0.108276988771839 2 96 "GO:0001726" "ruffle" 0.291128857227594
793 0.28490284437176 2 9 "GO:0001741" "XY body" 0.51376834956954
-477 0.146888723996456 2 46 "GO:0001750" "photoreceptor outer segment" 0.342287970508404
-552 0.410083874439117 2 11 "GO:0001772" "immunological synapse" 0.622909676601386
-26 0.966868342589057 2 13 "GO:0001891" "phagocytic cup" 0.984452066388058
-921 0.0259645637259709 2 29 "GO:0001917" "photoreceptor inner segment" 0.106711415250136
-845 0.351750430102125 2 6 "GO:0001931;GO:0031254" "cell trailing edge" 0.577790041799558
-320 0.724241929201853 2 6 "GO:0001939" "female pronucleus" 0.861031400456669
-133 0.874184518780196 2 7 "GO:0001940" "male pronucleus" 0.956654756400969
-1164 0.11639280912343 3 9 "GO:0002080" "acrosomal membrane" 0.302919746821235
-1927 0.0525432323408074 2 5 "GO:0002081" "outer acrosomal membrane" 0.17485698631449
821 0.167280167080719 3 14 "GO:0002102" "podosome" 0.372988202131689
-1050 0.21148522497353 2 7 "GO:0002177" "manchette" 0.42611911334617
-2382 0.0165721174481756 2 5 "GO:0002178" "palmitoyltransferase complex" 0.0773365480914861
-237 0.0038888130226358 2 821 "GO:0005576" "extracellular region" 0.024863906884884
27 0.925003572751791 5 59 "GO:0005604;GO:0062023" "collagen-containing extracellular matrix" 0.977704442998999
-120 0.231977605375262 2 529 "GO:0005615;GO:0044421" "obsolete extracellular region part" 0.453893531481236
711 1.04917286746359e-44 3 3682 "GO:0005634" "nucleus" 4.25964184190218e-42
271 0.0399682670510206 3 294 "GO:0005635" "nuclear envelope" 0.142343126515038
340 0.529130240092197 5 17 "GO:0005637" "nuclear inner membrane" 0.723322819789333
309 0.713509181289236 -1 7 "GO:0005639;GO:0031229;GO:0044453" "obsolete nuclear membrane part" 0.855012700399067
-127 0.864431345135869 3 9 "GO:0005640" "nuclear outer membrane" 0.953693277514029
-2031 0.000994821407769651 3 13 "GO:0005641" "nuclear envelope lumen" 0.0084625804969299
632 0.0324158743427994 3 57 "GO:0005643" "nuclear pore" 0.122998551244641
241 0.67503989060225 2 15 "GO:0005652" "nuclear lamina" 0.833008898869379
655 4.30775645268191e-31 2 2148 "GO:0005654" "nucleoplasm" 6.99579647915542e-29
-464 0.531326740431656 2 9 "GO:0005655;GO:0030681;GO:0030677" "multimeric ribonuclease P complex" 0.725104728118495
2166 2.91933921751917e-16 2 71 "GO:0005657" "replication fork" 1.97541953718797e-14
2996 0.000961320861768968 2 6 "GO:0005658" "alpha DNA polymerase:primase complex" 0.00830417595485534
1678 0.0235373945932829 2 9 "GO:0005663" "DNA replication factor C complex" 0.100591391630241
-461 0.422474697167416 2 15 "GO:0005665" "RNA polymerase II, core complex" 0.631766950460298
263 0.579071791107853 6 22 "GO:0005666" "RNA polymerase III complex" 0.760061484859574
333 0.0182642510608628 2 257 "GO:0005667" "transcription regulator complex" 0.0837885415899468
561 0.115675967281154 2 39 "GO:0005669" "transcription factor TFIID complex" 0.302022139653688
241 0.675124887495874 -1 15 "GO:0005671" "obsolete Ada2/Gcn5/Ada3 transcription activator complex" 0.833008898869379
1791 0.0484801242127124 3 6 "GO:0005677" "chromatin silencing complex" 0.165402776725725
657 0.210140167621903 4 18 "GO:0005680" "anaphase-promoting complex" 0.426018280161408
643 0.000268481968450452 3 162 "GO:0005681" "spliceosomal complex" 0.00272509197977209
638 0.189093869938169 3 21 "GO:0005682" "U5 snRNP" 0.406291480143483
421 0.549726883370131 2 10 "GO:0005683;GO:0005687" "U4 snRNP" 0.73744434617516
755 0.00266143312546509 2 79 "GO:0005684" "U2-type spliceosomal complex" 0.0183142686260818
675 0.198074416032937 3 18 "GO:0005685" "U1 snRNP" 0.418464558435389
1233 0.00242305845943663 2 30 "GO:0005686" "U2 snRNP" 0.0171088997309786
-863 0.244512495544814 3 9 "GO:0005688" "U6 snRNP" 0.471470256373109
228 0.616165934349749 2 24 "GO:0005689" "U12-type spliceosomal complex" 0.790756492825893
1298 5.80768120269892e-47 5 664 "GO:0005694;GO:0044427" "chromosome" 4.71583713659152e-44
834 0.122185899191144 2 17 "GO:0005697" "telomerase holoenzyme complex" 0.309080841567629
955 2.74684768400407e-06 6 121 "GO:0005700" "polytene chromosome" 5.0691825441166e-05
1656 0.0351462126138417 2 8 "GO:0005701" "polytene chromosome chromocenter" 0.129721475647452
1105 0.00437654275145823 2 33 "GO:0005703" "polytene chromosome puff" 0.0273365593398776
311 0.468336864048511 3 27 "GO:0005705" "polytene chromosome interband" 0.670408725301525
1906 0.000901971340557072 2 15 "GO:0005721" "pericentric heterochromatin" 0.0078752766508854
2304 0.0204519424781712 2 5 "GO:0005726" "perichromatin fibrils" 0.0917512557584255
880 2.85203235799194e-23 2 692 "GO:0005730" "nucleolus" 2.89481284336182e-21
160 0.74156704035389 3 21 "GO:0005732" "sno(s)RNA-containing ribonucleoprotein complex" 0.870162480877686
74 0.904691476358322 2 13 "GO:0005736" "RNA polymerase I complex" 0.975812210912853
-420 1.19730808865042e-08 5 1055 "GO:0005739" "mitochondrion" 3.93526395028611e-07
-537 3.95409349440496e-07 3 468 "GO:0005740;GO:0031966" "mitochondrial envelope" 8.67763220934278e-06
-356 0.0826415817279465 2 119 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.239843966000203
-374 0.680086583812817 2 6 "GO:0005742" "mitochondrial outer membrane translocase complex" 0.835446756514383
-622 5.84635991711417e-07 2 333 "GO:0005743;GO:0019866" "organelle inner membrane" 1.21724211607608e-05
20 0.970843452760171 2 17 "GO:0005744" "TIM23 mitochondrial import inner membrane translocase complex" 0.984452066388058
-1369 9.47534183712711e-06 2 52 "GO:0005746;GO:0070469;GO:0098803" "respirasome" 0.000157019950443821
-1087 0.00748931670068792 4 30 "GO:0005747;GO:0030964;GO:0045271" "respiratory chain complex I" 0.0416529120613602
-1170 0.114416030326374 4 9 "GO:0005750;GO:0045275" "respiratory chain complex III" 0.301481632396474
-571 0.467743659973558 4 8 "GO:0005751;GO:0045277" "respiratory chain complex IV" 0.670408725301525
-890 0.205394744347313 3 10 "GO:0005753;GO:0045259" "proton-transporting ATP synthase complex" 0.424438552655641
-386 0.139486938897949 3 73 "GO:0005758;GO:0031970" "organelle envelope lumen" 0.33687797739869
-528 2.24379764005557e-05 2 332 "GO:0005759" "mitochondrial matrix" 0.000322704260744736
-397 0.0306440341040299 4 149 "GO:0005765;GO:0098852" "lytic vacuole membrane" 0.118490265202249
-216 0.307158353473376 5 112 "GO:0005766;GO:0035578;GO:0042582" "azurophil granule" 0.544085497147798
-85 0.871804630493025 2 18 "GO:0005767;GO:0044754" "secondary lysosome" 0.956654756400969
-415 1.34369979896093e-05 2 588 "GO:0005768" "endosome" 0.000218216847351255
-346 0.0184770680004718 2 236 "GO:0005769" "early endosome" 0.0842886472830511
-432 0.0140374415062464 2 163 "GO:0005770" "late endosome" 0.0674461686572312
-664 0.143763065879761 5 24 "GO:0005771" "multivesicular body" 0.338364085490916
-382 0.0206402262864535 2 186 "GO:0005774" "vacuolar membrane" 0.0920871634318695
-190 0.343029979651432 2 125 "GO:0005775" "vacuolar lumen" 0.572680163627484
159 0.550358711554368 2 70 "GO:0005776" "autophagosome" 0.73744434617516
-364 0.0727308896945032 5 122 "GO:0005777;GO:0042579" "microbody" 0.219544544356642
-718 0.0499942784779111 3 37 "GO:0005778;GO:0031903" "peroxisomal membrane" 0.16928486495897
-1589 0.00998600992807141 -1 13 "GO:0005779;GO:0031231" "obsolete intrinsic component of peroxisomal membrane" 0.0523138068489934
-299 0.390416635152452 3 41 "GO:0005782;GO:0031907" "peroxisomal matrix" 0.606153552091379
-353 8.91577340727711e-07 3 1121 "GO:0005783" "endoplasmic reticulum" 1.80990200167725e-05
261 0.756196119672678 4 7 "GO:0005786;GO:0048500" "signal recognition particle, endoplasmic reticulum targeting" 0.880369398711811
-1629 0.10136337503663 2 5 "GO:0005787" "signal peptidase complex" 0.277128993427549
-153 0.404780738342828 5 149 "GO:0005788" "endoplasmic reticulum lumen" 0.621139356517677
-374 8.37235904089529e-06 4 782 "GO:0005789;GO:0042175;GO:0044432;GO:0098827" "obsolete endoplasmic reticulum part" 0.000141632407108479
220 0.553238442615693 2 36 "GO:0005790" "smooth endoplasmic reticulum" 0.738261367309756
-159 0.517715854834624 2 83 "GO:0005791" "rough endoplasmic reticulum" 0.711311800551125
68 0.802720822691667 3 68 "GO:0005793" "endoplasmic reticulum-Golgi intermediate compartment" 0.916750081611299
-312 9.57006593827599e-05 3 873 "GO:0005794" "Golgi apparatus" 0.00107929076970557
-273 0.205431513537012 2 108 "GO:0005795" "Golgi stack" 0.424438552655641
-484 0.198409919947814 5 35 "GO:0005796" "Golgi lumen" 0.418464558435389
-1233 0.00665825798956546 2 24 "GO:0005797" "Golgi medial cisterna" 0.0380739823065293
-327 0.119250783096059 3 114 "GO:0005798" "Golgi-associated vesicle" 0.306280115907768
-27 0.940851298805017 3 37 "GO:0005801" "cis-Golgi network" 0.980707643940531
-392 0.0268014244570236 4 161 "GO:0005802" "trans-Golgi network" 0.107736419104471
-394 0.142979263334852 2 69 "GO:0005811" "lipid droplet" 0.337804341539287
166 0.124627182551493 3 446 "GO:0005813;GO:0005815" "microtubule organizing center" 0.313304248395704
497 0.0645753281968893 3 69 "GO:0005814" "centriole" 0.20387515249091
208 0.700473635128586 3 17 "GO:0005818" "aster" 0.848858613786014
471 0.00167799113992645 3 226 "GO:0005819" "spindle" 0.0125002642717457
604 0.390153514913407 3 10 "GO:0005826" "actomyosin contractile ring" 0.606153552091379
-173 0.8621463966636 2 5 "GO:0005827" "polar microtubule" 0.953165771526301
1246 0.0523008103619565 8 12 "GO:0005828" "kinetochore microtubule" 0.174766493884398
61 0.239253366861258 2 2999 "GO:0005829" "cytosol" 0.46297137737738
-726 0.327203595045969 2 9 "GO:0005832" "chaperonin-containing T-complex" 0.555568854583421
-1495 0.0995788721168189 2 6 "GO:0005834" "heterotrimeric G-protein complex" 0.274896872943238
-1033 0.0293928950607964 2 22 "GO:0005838;GO:0022624" "proteasome regulatory particle" 0.115095361154372
-1066 0.0553047322641874 2 16 "GO:0005839" "proteasome core complex" 0.178914113938327
288 0.101363683556628 2 163 "GO:0005840;GO:0044391" "ribosome" 0.277128993427549
538 0.0733363035413988 -1 55 "GO:0005844" "obsolete polysome" 0.219738296957992
-766 0.276074691352769 -1 10 "GO:0005845" "obsolete mRNA cap binding complex" 0.51180970177728
1223 0.019709893476234 2 18 "GO:0005847;GO:0005849" "mRNA cleavage factor complex" 0.0890887022277778
-235 0.779724122235786 2 7 "GO:0005851" "eukaryotic translation initiation factor 2B complex" 0.896793183081386
-516 0.353189802772305 2 16 "GO:0005852" "eukaryotic translation initiation factor 3 complex" 0.577790041799558
73 0.324084143793661 2 1033 "GO:0005856;GO:0044430" "cytoskeleton" 0.555568854583421
-2171 5.71138475979686e-05 2 17 "GO:0005858" "axonemal dynein complex" 0.000713483757685392
198 0.739645613003888 2 14 "GO:0005859;GO:0016460" "myosin II complex" 0.869910663273974
687 0.413589074320541 3 7 "GO:0005865;GO:0036379" "myofilament" 0.623069254820555
-408 0.449532007827765 2 17 "GO:0005868" "cytoplasmic dynein complex" 0.653562894326827
-933 0.164001429018669 3 11 "GO:0005869" "dynactin complex" 0.367870608738009
532 0.140642406820389 3 38 "GO:0005871" "kinesin complex" 0.33687797739869
453 0.0232915876348186 4 126 "GO:0005874" "microtubule" 0.100067561690332
-419 0.0468073265963716 2 113 "GO:0005875" "microtubule associated complex" 0.160369405891366
792 0.0128762478655896 7 49 "GO:0005876" "spindle microtubule" 0.0633547813775236
75 0.839232158995784 2 36 "GO:0005881" "cytoplasmic microtubule" 0.942540128775348
1091 0.0891564923890975 4 12 "GO:0005882" "intermediate filament" 0.253129621748067
-40 0.904909599528791 4 45 "GO:0005884" "actin filament" 0.975812210912853
-1011 0.228831194214811 2 7 "GO:0005885" "Arp2/3 protein complex" 0.449905398795222
-249 1.4918294760386e-05 3 2028 "GO:0005886;GO:0071944" "cell periphery" 0.000237522653832028
-1305 0.189135689032311 2 5 "GO:0005890" "sodium:potassium-exchanging ATPase complex" 0.406291480143483
-30 0.967374346629788 2 9 "GO:0005891" "voltage-gated calcium channel complex" 0.984452066388058
-443 0.182757602252618 3 45 "GO:0005902" "microvillus" 0.396789232698197
-231 0.309235977475507 3 97 "GO:0005903" "brush border" 0.545868725456765
318 0.449928150158493 3 28 "GO:0005905" "clathrin-coated pit" 0.653562894326827
120 0.353647353170419 2 305 "GO:0005911;GO:0070161" "anchoring junction" 0.577790041799558
332 0.0663230883875836 5 154 "GO:0005912" "adherens junction" 0.204769383158623
-344 0.682157933998808 2 7 "GO:0005915" "zonula adherens" 0.836124072787446
-340 0.474009855278449 2 22 "GO:0005918" "septate junction" 0.674073559520316
-98 0.914157514069443 3 6 "GO:0005919" "pleated septate junction" 0.977704442998999
-164 0.658742230415181 6 36 "GO:0005923" "bicellular tight junction" 0.825460943051122
722 0.00194448619390719 -1 92 "GO:0005924;GO:0030055;GO:0005925" "cell-substrate junction" 0.0143538435404785
972 0.0803880868003823 2 16 "GO:0005927" "muscle tendon junction" 0.236504081456197
-665 1.07288076480811e-09 4 441 "GO:0005929;GO:0044441" "cilium" 4.58515358433782e-08
128 0.359446471208767 2 264 "GO:0005938" "cell cortex" 0.578664076473276
-156 0.852912969902069 3 7 "GO:0005942" "phosphatidylinositol 3-kinase complex" 0.950021030947161
-804 0.37592241734845 -1 6 "GO:0005947" "obsolete mitochondrial alpha-ketoglutarate dehydrogenase complex" 0.595027296075909
-1909 0.0547901245438097 5 5 "GO:0005952" "cAMP-dependent protein kinase complex" 0.178673016584632
2009 0.0432591503876572 3 5 "GO:0005958" "DNA-dependent protein kinase-DNA ligase 4 complex" 0.149474170701181
534 0.591383475943917 5 5 "GO:0005968" "Rab-protein geranylgeranyltransferase complex" 0.770791946174094
778 0.0361283050592 2 36 "GO:0008023" "transcription elongation factor complex" 0.132144971657975
-1100 0.0641552619258051 3 14 "GO:0008074" "guanylate cyclase complex, soluble" 0.203492471420913
-131 0.777453380330551 3 23 "GO:0008076;GO:0034705" "voltage-gated potassium channel complex" 0.895449850820436
-233 0.705189918247991 2 13 "GO:0008180" "COP9 signalosome" 0.848858613786014
1286 0.0827048158621388 2 9 "GO:0008250" "oligosaccharyltransferase complex" 0.239843966000203
1452 0.109714106222723 2 6 "GO:0008278" "cohesin complex" 0.292608435071231
-408 0.292306883604337 4 33 "GO:0008287;GO:1903293" "protein serine/threonine phosphatase complex" 0.521655361509278
330 0.716539287705143 4 6 "GO:0008305;GO:0098636;GO:0034679" "integrin alpha9-beta1 complex" 0.856430910362414
-381 0.628030058766385 2 8 "GO:0008328" "ionotropic glutamate receptor complex" 0.803087256249299
-944 0.159362556793635 2 11 "GO:0008540" "proteasome regulatory particle, base subcomplex" 0.361459207029139
-945 0.202254703681005 2 9 "GO:0008541" "proteasome regulatory particle, lid subcomplex" 0.422313087329436
795 0.423731864710524 2 5 "GO:0008622" "epsilon DNA polymerase complex" 0.632482121589973
1471 0.0219462764401176 2 12 "GO:0008623;GO:0016589;GO:0016590;GO:0031213" "CHRAC" 0.0958084756418037
-19 0.965879042476248 3 25 "GO:0009295;GO:0042645" "mitochondrial nucleoid" 0.984452066388058
304 0.224224022696814 2 80 "GO:0009897" "external side of plasma membrane" 0.442992473065238
43 0.909040219298211 2 35 "GO:0009925" "basal plasma membrane" 0.977669745788275
-3 0.980672490212034 2 301 "GO:0009986" "cell surface" 0.988624145906212
-316 0.0260933995096223 2 253 "GO:0010008;GO:0044440" "obsolete endosomal part" 0.106711415250136
1055 0.0662688481825207 3 15 "GO:0010369" "chromocenter" 0.204769383158623
154 0.695745907844544 2 32 "GO:0010494" "cytoplasmic stress granule" 0.846995018245532
-322 3.09081044610051e-09 2 2469 "GO:0012505" "endomembrane system" 1.14079003737892e-07
-204 0.0355666992064792 3 566 "GO:0012506;GO:0030659" "vesicle membrane" 0.130679455907969
184 0.656225386348152 6 29 "GO:0012507" "ER to Golgi transport vesicle membrane" 0.823578073747603
-667 0.31961769786196 2 11 "GO:0012510" "trans-Golgi network transport vesicle membrane" 0.554550364666478
33 0.924415996899715 2 42 "GO:0014704" "intercalated disc" 0.977704442998999
409 0.27073869339439 3 36 "GO:0015030" "Cajal body" 0.507546717701236
340 0.0277131887592288 6 213 "GO:0015629" "actin cytoskeleton" 0.110852755036915
77 0.382217812282517 4 708 "GO:0015630" "microtubule cytoskeleton" 0.598006800414213
298 0.206469492979037 2 90 "GO:0015934" "large ribosomal subunit" 0.424438552655641
172 0.566247980843563 2 55 "GO:0015935" "small ribosomal subunit" 0.748849121245885
-259 0.775381863201939 3 6 "GO:0016006;GO:0016007" "mitochondrial derivative" 0.894332489943146
-766 0.275760885930195 3 10 "GO:0016010;GO:0090665" "dystrophin-associated glycoprotein complex" 0.51180970177728
-425 8.71197313775974e-17 2 3339 "GO:0016020" "membrane" 6.43102017078264e-15
-1564 0.046592927443972 4 8 "GO:0016027" "inaD signaling complex" 0.160311258832649
-742 0.117590324644959 2 22 "GO:0016028" "rhabdomere" 0.3050586057882
49 0.87986701457846 3 48 "GO:0016234" "inclusion body" 0.960284967523803
-242 0.565931872060371 2 28 "GO:0016235" "aggresome" 0.748849121245885
-2100 0.0346349682674689 2 5 "GO:0016272" "prefoldin complex" 0.128418238507693
677 0.455818547325226 3 6 "GO:0016281" "eukaryotic translation initiation factor 4F complex" 0.659758752991236
-46 0.959322951814664 2 6 "GO:0016282;GO:0070993" "translation preinitiation complex" 0.984452066388058
-319 0.0685333627562601 4 165 "GO:0016323" "basolateral plasma membrane" 0.210792009689709
-365 0.0120780804007995 2 241 "GO:0016324" "apical plasma membrane" 0.0601681060457006
658 0.209522592945336 4 18 "GO:0016327" "apicolateral plasma membrane" 0.426018280161408
-454 0.280869654057134 2 28 "GO:0016328" "lateral plasma membrane" 0.512809431609475
-962 0.333311241547487 2 5 "GO:0016342" "catenin complex" 0.560349333616065
107 0.662025472643249 2 84 "GO:0016363" "nuclear matrix" 0.827022590440489
-798 0.2339016439067 3 11 "GO:0016442;GO:0031332" "RNAi effector complex" 0.456086468457412
556 0.539843571605303 3 6 "GO:0016456;GO:0072487" "X chromosome located dosage compensation complex, transcription activating" 0.730740331157301
135 0.751851705422731 2 27 "GO:0016459;GO:0016461" "myosin complex" 0.878422424177349
-1207 0.00298383713754429 2 30 "GO:0016469" "proton-transporting two-sector ATPase complex" 0.0200237665759171
-1362 0.00617536860552234 3 20 "GO:0016471;GO:0033176" "proton-transporting V-type ATPase complex" 0.0363362268672764
1161 0.139530335751972 4 8 "GO:0016514;GO:0071564;GO:0071565" "nBAF complex" 0.33687797739869
-354 0.327489727689777 2 38 "GO:0016528;GO:0016529" "sarcoplasm" 0.555568854583421
-1171 0.197061762629051 -1 6 "GO:0016580" "obsolete Sin3 complex" 0.417791517636526
1141 0.174390040475903 3 7 "GO:0016581;GO:0090545" "NuRD complex" 0.380173019745591
1897 0.00466095119295618 2 11 "GO:0016586;GO:0035060" "RSC-type complex" 0.0284563335991009
487 0.0293552122570985 2 100 "GO:0016591" "RNA polymerase II, holoenzyme" 0.115095361154372
-301 0.474938379550747 2 28 "GO:0016592" "mediator complex" 0.674213224117494
1592 0.0581207401101508 2 7 "GO:0016593" "Cdc73/Paf1 complex" 0.18727794035493
-2017 0.0424941359455563 2 5 "GO:0016600" "flotillin complex" 0.149008392198028
522 1.417287058505e-06 2 447 "GO:0016604" "nuclear body" 2.74008831310967e-05
842 0.0143405030772412 3 42 "GO:0016605" "PML body" 0.0682447535959713
504 0.000401468016722565 3 252 "GO:0016607" "nuclear speck" 0.00392761481420148
454 0.145511566992335 3 51 "GO:0017053" "transcription repressor complex" 0.340505453595896
-1221 0.120461321927425 2 8 "GO:0017090" "meprin A complex" 0.30759306102223
-47 0.92498141180841 3 20 "GO:0017101" "aminoacyl-tRNA synthetase multienzyme complex" 0.977704442998999
-634 0.344172315086468 2 11 "GO:0017119" "Golgi transport complex" 0.572680163627484
-644 0.412716017255598 3 8 "GO:0018995;GO:0033643;GO:0033646;GO:0043656;GO:0043657" "host cell part" 0.622909676601386
209 0.506511689921854 2 50 "GO:0019005" "SCF ubiquitin ligase complex" 0.704909800559303
-888 0.290577058208153 2 7 "GO:0019773" "proteasome core complex, alpha-subunit complex" 0.520857773211965
-1792 0.0329503822841828 2 7 "GO:0019774" "proteasome core complex, beta-subunit complex" 0.123869029697946
-255 0.28456947775743 3 88 "GO:0019897" "extrinsic component of plasma membrane" 0.51376834956954
-139 0.412287403194935 2 177 "GO:0019898" "extrinsic component of membrane" 0.622909676601386
-208 0.81879044216766 6 6 "GO:0019908" "nuclear cyclin-dependent protein kinase holoenzyme complex" 0.927277320837015
