"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
626 0.122871411145412 3 24 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.365829252246941
530 0.423409099825001 3 9 "GO:0001016" "RNA polymerase III transcription regulatory region sequence-specific DNA binding" 0.673267213338572
495 0.204183911229366 2 26 "GO:0001046" "core promoter sequence-specific DNA binding" 0.472363247558474
994 0.0291411798851624 5 19 "GO:0001091" "RNA polymerase II general transcription initiation factor binding" 0.17831251691894
866 0.102571723683468 2 14 "GO:0001094" "TFIID-class transcription factor complex binding" 0.337789153249508
863 0.00671284587547519 3 39 "GO:0001099;GO:0001098" "basal transcription machinery binding" 0.0731091308576801
-329 0.660585320864985 -1 7 "GO:0001129;GO:0001132" "obsolete RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly" 0.834578775914244
1424 0.108613272326212 -1 5 "GO:0001134" "obsolete transcription regulator recruiting activity" 0.34633865992471
259 0.665014114937652 3 11 "GO:0001161;GO:0001162" "intronic transcription regulatory region sequence-specific DNA binding" 0.837370387218489
-212 0.811377159120351 3 5 "GO:0001163" "RNA polymerase I transcription regulatory region sequence-specific DNA binding" 0.907587889450827
2117 0.00897714327927107 -1 6 "GO:0001190" "obsolete transcriptional activator activity, RNA polymerase II transcription factor binding" 0.0901638854766571
-1174 0.0497926975123411 -1 11 "GO:0001191" "obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding" 0.238836159254111
72 0.850089421915797 2 27 "GO:0001221" "transcription coregulator binding" 0.927966466353599
-615 0.327122908100683 4 10 "GO:0001222" "transcription corepressor binding" 0.579504118888847
278 0.587351700790722 3 15 "GO:0001223" "transcription coactivator binding" 0.787775029970494
670 0.00197781683153114 4 85 "GO:0001227;GO:0001217" "DNA-binding transcription repressor activity, RNA polymerase II-specific" 0.0294684158481244
328 0.0287972650497711 3 180 "GO:0001228;GO:0001216" "DNA-binding transcription activator activity" 0.17831251691894
-436 0.486883607378734 2 10 "GO:0001530" "lipopolysaccharide binding" 0.707022550309692
829 0.210175072065798 3 9 "GO:0001537" "N-acetylgalactosamine 4-O-sulfotransferase activity" 0.476789943043053
-513 0.138187458751426 2 33 "GO:0001540" "amyloid-beta binding" 0.390601668238958
1239 0.0985088440868117 5 7 "GO:0001609" "G protein-coupled adenosine receptor activity" 0.332600541960502
292 0.285997528919072 3 53 "GO:0001653;GO:0008528" "peptide receptor activity" 0.538090138675093
-463 0.0199877559200168 2 101 "GO:0001664" "G protein-coupled receptor binding" 0.151983923132675
-750 0.0701892480874419 3 23 "GO:0001671" "ATPase activator activity" 0.28683837124543
-98 0.690790912767901 5 66 "GO:0001727" "lipid kinase activity" 0.851564415251598
-364 0.400780435848747 3 21 "GO:0001784" "phosphotyrosine residue binding" 0.65561192685084
355 0.381598962550448 3 24 "GO:0001786" "phosphatidylserine binding" 0.639008913619981
98 0.90403074693528 3 6 "GO:0001846;GO:0001848" "opsonin binding" 0.953739800121842
1635 0.0653133661239127 3 5 "GO:0001871;GO:0030247" "polysaccharide binding" 0.274850299079068
-159 0.338805893874901 2 145 "GO:0001882;GO:0001883;GO:0005525;GO:0032561;GO:0019001;GO:0032549;GO:0032550" "guanyl nucleotide binding" 0.592779400102609
-675 0.203103606753439 2 14 "GO:0001965" "G-protein alpha-subunit binding" 0.472101196806762
-530 0.318154836309418 3 14 "GO:0001968" "fibronectin binding" 0.567167361735844
-189 0.434312221487775 3 68 "GO:0002020" "protease binding" 0.67544556180289
710 0.0144556656011726 2 47 "GO:0002039" "p53 binding" 0.126851267135871
344 0.670885232066137 3 6 "GO:0002161" "aminoacyl-tRNA editing activity" 0.84136868802532
777 8.29455101185004e-37 2 1288 "GO:0003676" "nucleic acid binding" 9.38943174541425e-34
814 2.96246203113768e-26 2 748 "GO:0003677" "DNA binding" 1.67675350962393e-23
1613 3.84096642791959e-08 2 46 "GO:0003678" "DNA helicase activity" 2.71748374775311e-06
-316 0.632919503189601 5 9 "GO:0003680" "minor groove of adenine-thymine-rich DNA binding" 0.818255238450762
803 3.85072309892669e-13 3 338 "GO:0003682" "chromatin binding" 4.84335394220557e-11
1429 1.89339682088363e-06 4 44 "GO:0003684" "damaged DNA binding" 7.93824148607507e-05
1050 0.0564685960021779 2 13 "GO:0003688" "DNA replication origin binding" 0.253660518549466
722 1.25509836184743e-14 4 483 "GO:0003690;GO:0043565" "sequence-specific DNA binding" 1.77596418201411e-12
1688 0.0371698902896308 2 6 "GO:0003696" "satellite DNA binding" 0.194797758369732
1623 4.6310770885132e-15 2 93 "GO:0003697" "single-stranded DNA binding" 7.48911323456706e-13
612 0.414578842252188 2 7 "GO:0003707" "nuclear steroid receptor activity" 0.664735480778296
273 0.0252849776889662 2 276 "GO:0003712" "transcription coregulator activity" 0.172425269541625
183 0.239638899188924 3 167 "GO:0003713" "transcription coactivator activity" 0.503914138036475
403 0.047869636841925 3 96 "GO:0003714" "transcription corepressor activity" 0.233099978468556
577 2.84769057991542e-12 2 635 "GO:0003723" "RNA binding" 2.93053248769478e-10
1388 2.07393543456646e-11 2 93 "GO:0003724;GO:0008186" "ATP-dependent activity, acting on RNA" 1.95641242660769e-09
587 0.0477528651115137 4 45 "GO:0003725" "double-stranded RNA binding" 0.233099978468556
422 0.0765413407676225 5 70 "GO:0003727" "single-stranded RNA binding" 0.296708097659188
410 0.00402988519832263 2 199 "GO:0003729" "mRNA binding" 0.0495851091793611
402 0.165860075429631 4 47 "GO:0003730" "mRNA 3'-UTR binding" 0.431199316450083
179 0.309650060544084 2 129 "GO:0003735" "structural constituent of ribosome" 0.558161953891183
-141 0.658374219091258 3 39 "GO:0003743" "translation initiation factor activity" 0.832714654761234
603 0.239361693242646 3 15 "GO:0003746" "translation elongation factor activity" 0.503914138036475
608 0.0666032727928832 2 36 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.277187150005676
145 0.762704033173985 3 17 "GO:0003756;GO:0016864" "intramolecular oxidoreductase activity, transposing S-S bonds" 0.889230508947969
200 0.390432183981402 1 73 "GO:0003774" "cytoskeletal motor activity" 0.646350310300828
191 0.500724079435131 2 49 "GO:0003777" "microtubule motor activity" 0.719314286701229
417 0.00900045853256383 2 158 "GO:0003779" "actin binding" 0.0901638854766571
60 0.916407270944532 5 12 "GO:0003785" "actin monomer binding" 0.963206156647363
-1003 0.258533276358223 2 5 "GO:0003810" "protein-glutamine gamma-glutamyltransferase activity" 0.517066552716446
-588 0.209435197865504 2 18 "GO:0003823" "antigen binding" 0.476789943043053
-322 0.437113319204604 4 23 "GO:0003841;GO:0016411;GO:0042171;GO:0071617" "lysophospholipid acyltransferase activity" 0.675637705327471
-906 0.263529150218169 2 6 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.525202461350294
1340 0.000457542348437478 2 27 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.00924332169970853
384 0.5030168761774 2 12 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.720778612446604
2735 0.000736328675304137 4 6 "GO:0003909;GO:0003910" "DNA ligase activity" 0.0134919307794027
2421 0.00635878323806562 2 5 "GO:0003916" "DNA topoisomerase activity" 0.0705700257401008
-209 0.202337339349973 6 149 "GO:0003924" "GTPase activity" 0.471287794535328
-730 0.168753566322645 2 14 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 0.431199316450083
1112 0.0630856807411273 2 11 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.270503752268773
-699 0.0326296385970284 4 37 "GO:0003954;GO:0008137;GO:0016655;GO:0050136" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.185711320462754
1761 0.0188618624166644 3 7 "GO:0003972;GO:0008452" "RNA ligase activity" 0.146244029148384
-1863 0.0357263902423024 6 5 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.191942029189879
-863 0.249709904285609 2 7 "GO:0003993" "acid phosphatase activity" 0.506299768876969
-800 0.0967395742144189 3 17 "GO:0003995;GO:0052890" "acyl-CoA dehydrogenase activity" 0.331330531985066
316 0.673482591041423 2 7 "GO:0004000" "adenosine deaminase activity" 0.84136868802532
-205 0.784973205083388 6 7 "GO:0004017" "adenylate kinase activity" 0.897565321368076
1573 0.0762734099780466 4 5 "GO:0004021;GO:0047635" "L-alanine:2-oxoglutarate aminotransferase activity" 0.296708097659188
-553 0.237750560270052 2 18 "GO:0004022;GO:0018455" "alcohol dehydrogenase [NAD(P)+] activity" 0.503053521917194
2705 0.00230131531662397 3 5 "GO:0004027" "alcohol sulfotransferase activity" 0.0325636117302292
-1322 0.0596155220326005 3 8 "GO:0004029;GO:0004030" "aldehyde dehydrogenase (NAD+) activity" 0.260306546776425
-1314 0.138527221542997 7 5 "GO:0004032" "aldose reductase (NADPH) activity" 0.390601668238958
-1035 0.0315641669521051 2 17 "GO:0004033;GO:0008106" "aldo-keto reductase (NADPH) activity" 0.185177670896337
-687 0.438711323799733 3 5 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.675637705327471
-976 0.271391287762673 3 5 "GO:0004046" "aminoacylase activity" 0.527860717778945
-2709 4.21677611889081e-05 5 9 "GO:0004051" "arachidonate 5-lipoxygenase activity" 0.00125615541225905
1490 0.00268293059404631 3 16 "GO:0004062" "aryl sulfotransferase activity" 0.0374947831167953
-1356 0.0941927957841998 2 6 "GO:0004064" "arylesterase activity" 0.32837177437829
-502 0.2360828288027 5 22 "GO:0004065;GO:0008484" "sulfuric ester hydrolase activity" 0.502922861041221
259 0.749036653125815 3 6 "GO:0004067" "asparaginase activity" 0.883709000371818
-423 0.50037920049815 2 10 "GO:0004089" "carbonate dehydratase activity" 0.719314286701229
-235 0.790804032870532 5 5 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.902409440735325
-947 0.206666488334245 5 7 "GO:0004111;GO:0016775" "phosphotransferase activity, nitrogenous group as acceptor" 0.475500944703995
-346 0.514231650006175 2 14 "GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.729050635078566
-441 0.461502276694439 2 11 "GO:0004114;GO:0047555" "3',5'-cyclic-nucleotide phosphodiesterase activity" 0.690119652864075
-31 0.966693222407018 2 7 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.979674778661365
-1514 0.0221447969983946 3 9 "GO:0004129;GO:0016675;GO:0015002;GO:0016676" "cytochrome-c oxidase activity" 0.159668217848297
-1372 0.00570927978208254 2 16 "GO:0004143" "ATP-dependent diacylglycerol kinase activity" 0.0658607816544059
-529 0.000292486667548495 3 190 "GO:0004175" "endopeptidase activity" 0.00649205701303718
492 0.104737911010786 2 43 "GO:0004177" "aminopeptidase activity" 0.338752329326314
-1059 0.00768937617537885 4 25 "GO:0004180" "carboxypeptidase activity" 0.0794195147651548
-1058 0.0280711360031329 2 17 "GO:0004181" "metallocarboxypeptidase activity" 0.176536255308591
-1789 0.0272108414449125 2 6 "GO:0004185" "serine-type carboxypeptidase activity" 0.17501518474796
-1253 0.0182097692070895 2 14 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.144150061135841
208 0.406432541119655 2 63 "GO:0004197" "cysteine-type endopeptidase activity" 0.658832947800518
-182 0.731933775356233 6 14 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.876771464236249
-1279 4.45135878317805e-06 2 51 "GO:0004222" "metalloendopeptidase activity" 0.000167964604751918
-556 0.0267685217725237 2 63 "GO:0004252" "serine-type endopeptidase activity" 0.17501518474796
-658 0.232273427672596 2 13 "GO:0004300" "enoyl-CoA hydratase activity" 0.502858386166474
153 0.82711101901564 4 8 "GO:0004301;GO:0016803;GO:0016801" "hydrolase activity, acting on ether bonds" 0.912563034625443
119 0.882862226642703 3 6 "GO:0004308;GO:0016997;GO:0016936" "exo-alpha-sialidase activity" 0.944612514706559
-761 0.310144760598546 4 7 "GO:0004312" "fatty acid synthase activity" 0.558161953891183
-935 0.292262229444083 2 5 "GO:0004348" "glucosylceramidase activity" 0.54236203890279
424 0.378482537602236 2 17 "GO:0004364" "glutathione transferase activity" 0.637562846079957
-655 0.161959582627905 3 18 "GO:0004383;GO:0016849" "phosphorus-oxygen lyase activity" 0.426368017522764
-899 0.266974292456104 2 6 "GO:0004385" "guanylate kinase activity" 0.525702916785405
1404 2.66189066521318e-15 2 127 "GO:0004386;GO:0070035" "helicase activity" 5.02210038836887e-13
472 0.235414984952413 2 25 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 0.502922861041221
298 0.426829885423952 2 28 "GO:0004407;GO:0033558" "protein lysine deacetylase activity" 0.674260431072829
1535 0.0203501490453566 2 9 "GO:0004435" "phosphatidylinositol phospholipase C activity" 0.151983923132675
-561 0.348887884241976 8 11 "GO:0004438;GO:0052744" "phosphatidylinositol-3-phosphate phosphatase activity" 0.602300877673129
-374 0.644080950874242 4 6 "GO:0004439;GO:0106019" "phosphatidylinositol-4,5-bisphosphate phosphatase activity" 0.824773344332174
-694 0.433925729024428 3 5 "GO:0004445" "inositol-polyphosphate 5-phosphatase activity" 0.67544556180289
213 0.810327788072326 2 5 "GO:0004465" "lipoprotein lipase activity" 0.907310639068124
-927 0.296312037172746 2 5 "GO:0004466" "long-chain fatty acyl-CoA dehydrogenase activity" 0.547186339444614
-1397 0.0260841540320704 2 10 "GO:0004467" "long-chain fatty acid-CoA ligase activity" 0.174584400491331
-245 0.78212948441702 3 5 "GO:0004468" "lysine N-acetyltransferase activity, acting on acetyl phosphate as donor" 0.897031992259439
-483 0.0648130813390383 2 58 "GO:0004497" "monooxygenase activity" 0.27464075627841
-158 0.757616594912415 5 15 "GO:0004500;GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.888727446052698
529 0.00143410328123061 2 146 "GO:0004518" "nuclease activity" 0.0238736016816625
532 0.0163796759291887 4 81 "GO:0004519" "endonuclease activity" 0.13339419533699
1211 0.000465432276398751 2 33 "GO:0004520" "DNA endonuclease activity" 0.00924332169970853
66 0.824715517545503 5 44 "GO:0004521" "RNA endonuclease activity" 0.91169723228663
1050 0.236680776378548 3 5 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.502922861041221
-547 0.499589059429697 3 6 "GO:0004526" "ribonuclease P activity" 0.719314286701229
585 0.198901434308706 5 19 "GO:0004529;GO:0016895" "DNA exonuclease activity, producing 5'-phosphomonoesters" 0.468091009506796
1397 0.115433959682909 2 5 "GO:0004534" "5'-3' RNA exonuclease activity" 0.359430929046383
834 0.163427530256852 7 11 "GO:0004535" "poly(A)-specific ribonuclease activity" 0.429234255802219
919 0.000777343345170075 3 53 "GO:0004536" "DNA nuclease activity" 0.013967502646548
317 0.150422703294459 3 82 "GO:0004540" "RNA nuclease activity" 0.414302920022695
-580 0.380464258396346 2 9 "GO:0004549" "tRNA-specific ribonuclease activity" 0.638999318256178
-938 0.116882830584257 4 11 "GO:0004550" "nucleoside diphosphate kinase activity" 0.359430929046383
-635 0.397134268594881 5 7 "GO:0004551" "dinucleotide phosphatase activity" 0.652751839773722
-423 0.0521772405580832 3 84 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.241993567294134
-893 0.154823451014319 3 10 "GO:0004559;GO:0015923" "mannosidase activity" 0.418122141583248
-748 0.233457598298749 3 10 "GO:0004565" "beta-galactosidase activity" 0.502922861041221
807 0.319363318418829 5 6 "GO:0004566" "beta-glucuronidase activity" 0.567534185949944
-921 0.163922976142096 2 9 "GO:0004568" "chitinase activity" 0.429538909705677
-1119 0.167007635690976 3 6 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 0.431199316450083
622 0.40698612091915 4 7 "GO:0004596" "peptide alpha-N-acetyltransferase activity" 0.658832947800518
48 0.884356013258603 2 37 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 0.945317287071519
-426 0.520045242356652 3 9 "GO:0004602" "glutathione peroxidase activity" 0.734028945570736
-281 0.193953050956206 2 85 "GO:0004620;GO:0016298" "lipase activity" 0.462220744594579
-536 0.177735847176001 2 25 "GO:0004622" "lysophospholipase activity" 0.44092522200085
-217 0.569978974794543 5 27 "GO:0004623" "phospholipase A2 activity" 0.771182719499477
1001 0.0509199047488073 3 15 "GO:0004629" "phospholipase C activity" 0.240270491674651
-689 0.437378958452723 3 5 "GO:0004645" "1,4-alpha-oligoglucan phosphorylase activity" 0.675637705327471
-1490 0.0242658120600184 -1 9 "GO:0004652" "obsolete polynucleotide adenylyltransferase activity" 0.170877284571478
-769 0.342714502426769 4 6 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.595491384584278
-232 0.640054552062838 4 16 "GO:0004659" "prenyltransferase activity" 0.821475910357293
-482 0.552098545767044 2 6 "GO:0004661;GO:0008318" "protein prenyltransferase activity" 0.758465477922687
421 0.635559764770313 2 5 "GO:0004667" "prostaglandin-D synthase activity" 0.819423295808649
330 0.00297330193313244 2 335 "GO:0004672" "protein kinase activity" 0.0400687831941181
291 0.0262185053741398 2 238 "GO:0004674" "protein serine/threonine kinase activity" 0.174584400491331
-1568 0.0771752077684255 4 5 "GO:0004675;GO:0005024" "transmembrane receptor protein serine/threonine kinase activity" 0.296708097659188
1735 0.0506110765534876 4 5 "GO:0004677" "DNA-dependent protein kinase activity" 0.240270491674651
-285 0.532181401268365 4 19 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.743609722187754
-696 0.390550894210041 2 6 "GO:0004690" "cyclic nucleotide-dependent protein kinase activity" 0.646350310300828
1030 0.02039841274665 3 20 "GO:0004693;GO:0097472" "cyclin-dependent protein kinase activity" 0.151983923132675
722 0.335518913057347 4 7 "GO:0004697" "diacylglycerol-dependent serine/threonine kinase activity" 0.588848697024677
576 0.3588606360299 2 10 "GO:0004707" "MAP kinase activity" 0.615500363614919
-199 0.698126763376193 2 15 "GO:0004708" "MAP kinase kinase activity" 0.857136112952115
-477 0.270823851272308 2 21 "GO:0004709" "MAP kinase kinase kinase activity" 0.527663682685461
-271 0.486918304718906 3 26 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.707022550309692
345 0.115622074737324 2 83 "GO:0004713" "protein tyrosine kinase activity" 0.359430929046383
22 0.950953126330777 4 32 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.976841142474083
347 0.434982168334193 3 20 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.67544556180289
-236 0.246331429535449 2 96 "GO:0004721" "phosphoprotein phosphatase activity" 0.506299768876969
-530 0.0596041830983709 2 50 "GO:0004722" "protein serine/threonine phosphatase activity" 0.260306546776425
-443 0.527828777775385 4 8 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 0.740399227313179
186 0.560247366813437 2 39 "GO:0004725" "protein tyrosine phosphatase activity" 0.766010641856925
-668 0.451620140192669 2 5 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.684254075321754
-1033 0.0607448629008739 3 13 "GO:0004745" "all-trans-retinol dehydrogenase (NAD+) activity" 0.262454903831257
-438 0.532737569855759 5 8 "GO:0004753;GO:0004754" "saccharopine dehydrogenase activity" 0.743609722187754
-1069 0.186800151686097 2 6 "GO:0004771" "sterol esterase activity" 0.4508694492722
-940 0.210044804010757 2 7 "GO:0004791" "thioredoxin-disulfide reductase (NADPH) activity" 0.476789943043053
1392 0.00385813151026979 4 17 "GO:0004796;GO:0036134" "thromboxane-A synthase activity" 0.0479934601057736
-832 0.235606554487227 2 8 "GO:0004800" "thyroxine 5'-deiodinase activity" 0.502922861041221
92 0.87799376380555 2 11 "GO:0004806" "triglyceride lipase activity" 0.944612514706559
-16 0.963338211655023 2 32 "GO:0004812;GO:0016875" "aminoacyl-tRNA ligase activity" 0.979674778661365
-199 0.763258656790877 5 9 "GO:0004819" "glutamine-tRNA ligase activity" 0.889230508947969
278 0.0179759459439446 2 297 "GO:0004842;GO:0019787;GO:0016755" "aminoacyltransferase activity" 0.143301202877079
674 0.0166670237393579 2 50 "GO:0004843" "cysteine-type deubiquitinase activity" 0.134764791949665
-846 0.340465581367952 3 5 "GO:0004844;GO:0097506" "uracil DNA N-glycosylase activity" 0.594445599644418
-1365 0.124014214470238 7 5 "GO:0004849" "uridine kinase activity" 0.366538096032139
-226 0.436799832667114 2 47 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.675637705327471
79 0.922814271526338 5 6 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 0.965306598504002
262 0.609071353791115 3 15 "GO:0004864;GO:0019212" "phosphatase inhibitor activity" 0.802846301924103
248 0.425007348674306 2 41 "GO:0004866;GO:0030414;GO:0061135" "endopeptidase regulator activity" 0.674027650279965
-1071 0.087845895929616 2 10 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.31770464598187
148 0.766174166363136 4 16 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.891236525453913
172 0.783685386840364 3 10 "GO:0004879;GO:0098531" "nuclear receptor activity" 0.897565321368076
69 0.541263571167998 2 320 "GO:0004888;GO:0038023;GO:0060089" "molecular transducer activity" 0.747207759222163
1341 0.000738957339507922 5 25 "GO:0004890;GO:0008503;GO:0022824;GO:0022835;GO:0022851" "transmitter-gated monoatomic ion channel activity" 0.0134919307794027
-28 0.856477874854324 4 163 "GO:0004930" "G protein-coupled receptor activity" 0.930453890916598
-743 0.402675084735925 5 5 "GO:0004953;GO:0004954;GO:0004955" "icosanoid receptor activity" 0.657495759181121
-1895 0.0115197793384919 2 7 "GO:0004965" "G protein-coupled GABA receptor activity" 0.109583111018259
-21 0.96896032485514 3 13 "GO:0004993;GO:0051378;GO:0099589" "G protein-coupled serotonin receptor activity" 0.98007186557745
93 0.894498201805971 3 8 "GO:0004995" "tachykinin receptor activity" 0.950605541309799
1164 0.120701593449635 4 7 "GO:0005001;GO:0019198" "transmembrane receptor protein tyrosine phosphatase activity" 0.365332095681783
548 0.19603405298961 6 22 "GO:0005007;GO:0090722" "receptor-receptor interaction" 0.464248008335227
71 0.92420153385821 2 7 "GO:0005041" "low-density lipoprotein particle receptor activity" 0.965306598504002
-61 0.922273970832871 2 10 "GO:0005044" "scavenger receptor activity" 0.965306598504002
271 0.455764628941222 2 30 "GO:0005048" "signal sequence binding" 0.686292829568278
425 0.44047758527533 2 13 "GO:0005049;GO:0140142" "nucleocytoplasmic carrier activity" 0.675637705327471
-729 0.119523392209796 -1 18 "GO:0005070" "obsolete SH3/SH2 adaptor activity" 0.362735871264046
-646 0.46653403472285 -1 5 "GO:0005072" "obsolete transforming growth factor beta receptor, cytoplasmic mediator activity" 0.691574823605025
300 0.735269152269322 2 5 "GO:0005078" "MAP-kinase scaffold activity" 0.877273931800371
308 0.279322201411257 2 49 "GO:0005080" "protein kinase C binding" 0.535013082906164
87 0.597444237681202 2 147 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.794507729892906
-1269 0.117159871508874 2 6 "GO:0005092" "GDP-dissociation inhibitor activity" 0.359430929046383
31 0.964930677244574 3 8 "GO:0005095" "GTPase inhibitor activity" 0.979674778661365
144 0.403674516458374 2 134 "GO:0005096" "GTPase activator activity" 0.657495759181121
88 0.274090682615679 2 680 "GO:0005102" "signaling receptor binding" 0.528553948924469
607 0.270521916560305 2 13 "GO:0005104" "fibroblast growth factor receptor binding" 0.527663682685461
-799 0.0304934601587004 5 29 "GO:0005109" "frizzled binding" 0.184591427270849
-789 0.0357771803525305 2 28 "GO:0005112" "Notch binding" 0.191942029189879
444 0.527012893068469 4 8 "GO:0005113" "patched binding" 0.740171954036609
1023 0.14492596032169 2 8 "GO:0005123" "death receptor binding" 0.403086454752219
-170 0.731738531259228 4 16 "GO:0005125" "cytokine activity" 0.876771464236249
89 0.697540783509731 4 76 "GO:0005126" "cytokine receptor binding" 0.857136112952115
-551 0.252751271059796 2 17 "GO:0005154" "epidermal growth factor receptor binding" 0.508196161349359
-407 0.412164571721601 2 16 "GO:0005158" "insulin receptor binding" 0.663101385654343
-808 0.318863179156162 3 6 "GO:0005159" "insulin-like growth factor receptor binding" 0.567534185949944
-867 0.0909400961062269 2 15 "GO:0005160" "transforming growth factor beta receptor binding" 0.322709055775075
511 0.496074137724182 5 7 "GO:0005161" "platelet-derived growth factor receptor binding" 0.716270311101753
509 0.160569409935937 3 30 "GO:0005164;GO:0031996" "tumor necrosis factor receptor binding" 0.425041978863242
-366 0.651037117587751 2 6 "GO:0005165;GO:0005167;GO:0005168" "neurotrophin receptor binding" 0.828017880970036
-224 0.800376015925849 2 5 "GO:0005172;GO:0043184" "vascular endothelial growth factor receptor binding" 0.905724058256222
