"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-738 0.0247250449814704 3 49 "GO:0000502" "proteasome complex" 0.126113279748255
-1075 0.185490323649898 2 8 "GO:0000506" "glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex" 0.453252690309777
859 8.96460182293669e-05 3 111 "GO:0000775" "chromosome, centromeric region" 0.00190212742423186
971 0.000219399328595426 3 77 "GO:0000776" "kinetochore" 0.00370693448939355
1488 0.000103846122292251 2 36 "GO:0000779" "condensed chromosome, centromeric region" 0.00205412695558575
1488 5.61198407298934e-07 2 60 "GO:0000781" "chromosome, telomeric region" 2.52851060177464e-05
822 5.46054113333794e-12 3 389 "GO:0000785;GO:0032993" "protein-DNA complex" 5.53562357392134e-10
1909 0.00397518329210489 3 12 "GO:0000786" "nucleosome" 0.0350421048901855
869 0.0275015397253838 2 34 "GO:0000791" "euchromatin" 0.132350083241881
619 0.0546420354551934 4 51 "GO:0000792" "heterochromatin" 0.21010199835763
1049 1.91978296989876e-07 2 132 "GO:0000793" "condensed chromosome" 9.15849405051703e-06
810 0.00285382835158993 2 72 "GO:0000794" "condensed nuclear chromosome" 0.027884997507704
968 0.0738683636072333 3 18 "GO:0000795;GO:0099086" "synaptonemal complex" 0.256013858484898
2548 0.00169396187860899 2 8 "GO:0000796" "condensin complex" 0.0194519883160225
1921 0.0403401004692059 2 6 "GO:0000800" "lateral element" 0.174020327024074
1013 0.0219714266112354 2 27 "GO:0000803" "sex chromosome" 0.116986010815104
759 0.252131676996808 5 12 "GO:0000805" "X chromosome" 0.539104472608022
1442 0.0756148490491488 2 8 "GO:0000808;GO:0005664" "origin recognition complex" 0.260951670548339
-519 0.497619845027503 3 9 "GO:0000812" "Swr1 complex" 0.759213762102604
16 0.985206527736811 2 7 "GO:0000813" "ESCRT I complex" 0.990848811578462
487 0.502709975646237 2 10 "GO:0000815" "ESCRT III complex" 0.759213762102604
-310 0.762845229346392 4 5 "GO:0000835" "ER ubiquitin ligase complex" 0.915412699997197
699 0.00347795442126553 2 93 "GO:0000922" "spindle pole" 0.0327979190191435
112 0.904710623117023 3 6 "GO:0000923" "equatorial microtubule organizing center" 0.969958767551526
158 0.811839720469581 2 12 "GO:0000930" "gamma-tubulin complex" 0.929946346470099
-260 0.764893705560232 2 7 "GO:0000931" "gamma-tubulin ring complex" 0.915412699997197
-626 0.0239685712081997 3 69 "GO:0000932" "P-body" 0.123812173565923
372 0.71720748602223 3 5 "GO:0000938" "GARP complex" 0.900418710598846
1664 0.00898658293251355 2 13 "GO:0000940" "outer kinetochore" 0.0633749457240738
91 0.834273520346235 2 28 "GO:0000974" "Prp19 complex" 0.938796066092975
-1001 0.148056109692513 6 11 "GO:0001520" "outer dense fiber" 0.400245016535427
613 0.00445707423175337 2 115 "GO:0001650" "fibrillar center" 0.0378627285864166
-384 0.297513512512419 2 39 "GO:0001669" "acrosomal vesicle" 0.582810286588338
270 0.648754261566149 2 15 "GO:0001673" "male germ cell nucleus" 0.860724022448415
404 0.510836316926135 2 14 "GO:0001674;GO:0042585" "female germ cell nucleus" 0.763352297626352
178 0.603597256445198 2 45 "GO:0001725;GO:0042641;GO:0097517;GO:0032432" "actomyosin" 0.8280905318257
27 0.908349198994333 2 99 "GO:0001726" "ruffle" 0.969958767551526
230 0.763972191625537 2 9 "GO:0001741" "XY body" 0.915412699997197
-427 0.208383852336836 2 46 "GO:0001750" "photoreceptor outer segment" 0.480111659787426
-991 0.152228966246734 2 11 "GO:0001772" "immunological synapse" 0.408800303397686
-521 0.41297565352828 2 13 "GO:0001891" "phagocytic cup" 0.687727423021427
-424 0.312009781726162 2 30 "GO:0001917" "photoreceptor inner segment" 0.60681039083913
-771 0.410588216202523 2 6 "GO:0001931;GO:0031254" "cell trailing edge" 0.687727423021427
-225 0.768522246603846 2 9 "GO:0001939;GO:0001940" "male pronucleus" 0.915412699997197
-1033 0.177106084675225 2 9 "GO:0002080" "acrosomal membrane" 0.443311835406196
-1354 0.187101236959971 2 5 "GO:0002081" "outer acrosomal membrane" 0.454429528192538
-212 0.72013529867017 2 15 "GO:0002102" "podosome" 0.900418710598846
-1196 0.168115779114781 2 7 "GO:0002177" "manchette" 0.435630926787037
-1815 0.0769841327285162 2 5 "GO:0002178" "palmitoyltransferase complex" 0.262459557107326
-166 0.0458625472250062 2 858 "GO:0005576" "extracellular region" 0.188804699489746
240 0.418904644251688 2 60 "GO:0005604;GO:0062023" "collagen-containing extracellular matrix" 0.691917854354621
29 0.770795503766235 2 555 "GO:0005615;GO:0044421" "obsolete extracellular region part" 0.915412699997197
491 1.76485402962273e-21 2 3774 "GO:0005634" "nucleus" 7.15648309012017e-19
1 0.993180234487591 3 295 "GO:0005635" "nuclear envelope" 0.994621966255581
-111 0.841593045537865 5 17 "GO:0005637" "nuclear inner membrane" 0.941423393008563
-140 0.871618318348404 -1 7 "GO:0005639;GO:0031229;GO:0044453" "obsolete nuclear membrane part" 0.954703288242287
-323 0.672852047676338 5 9 "GO:0005640" "nuclear outer membrane" 0.881555752286769
-1376 0.0249575914372003 4 14 "GO:0005641" "nuclear envelope lumen" 0.126503791597309
84 0.784060168910382 2 57 "GO:0005643" "nuclear pore" 0.923339099799117
-2 0.997708054131594 2 15 "GO:0005652" "nuclear lamina" 0.997708054131594
471 3.1027880250128e-16 2 2188 "GO:0005654" "nucleoplasm" 6.29090272071345e-14
-511 0.504371556670792 3 9 "GO:0005655;GO:0030681;GO:0030677" "ribonuclease P complex" 0.760182202697055
1482 3.16939988110431e-08 2 74 "GO:0005657" "replication fork" 1.97721792582738e-06
2172 0.0204311236390787 2 6 "GO:0005658" "alpha DNA polymerase:primase complex" 0.114574894576073
2043 0.00758512003128383 2 9 "GO:0005663" "DNA replication factor C complex" 0.0591493494747229
-348 0.557234560279633 6 15 "GO:0005665" "RNA polymerase II, core complex" 0.788156448474254
223 0.648437061652319 6 22 "GO:0005666" "RNA polymerase III complex" 0.860724022448415
335 0.0183376322222419 2 270 "GO:0005667" "transcription regulator complex" 0.107611487188299
733 0.0437358357114407 2 40 "GO:0005669" "transcription factor TFIID complex" 0.183781154207142
-146 0.805532912195358 -1 15 "GO:0005671" "obsolete Ada2/Gcn5/Ada3 transcription activator complex" 0.929625199364064
1578 0.0921663270696418 2 6 "GO:0005677" "chromatin silencing complex" 0.291980043958904
420 0.438129306643867 2 18 "GO:0005680" "anaphase-promoting complex" 0.710645735376352
589 0.00120861916664618 2 162 "GO:0005681" "spliceosomal complex" 0.0160686908877058
536 0.285053795989228 5 21 "GO:0005682" "U5 snRNP" 0.571343014374186
477 0.511097777572268 2 10 "GO:0005683;GO:0005687" "U4 snRNP" 0.763352297626352
648 0.0124846733913451 3 79 "GO:0005684" "U2-type spliceosomal complex" 0.0823176432551291
566 0.295768654549312 5 18 "GO:0005685" "U1 snRNP" 0.582204803008476
1303 0.0019040869009324 5 30 "GO:0005686" "U2 snRNP" 0.0206505221539439
554 0.469046012748873 5 9 "GO:0005688" "U6 snRNP" 0.734355823048911
733 0.117931769583858 2 24 "GO:0005689" "U12-type spliceosomal complex" 0.344038363786003
970 4.25247364729378e-26 3 684 "GO:0005694;GO:0044427" "chromosome" 3.44875612795526e-23
212 0.70317819897903 3 17 "GO:0005697" "telomerase holoenzyme complex" 0.893461399054954
845 5.46172843077174e-05 4 122 "GO:0005700" "polytene chromosome" 0.00123040604370997
1079 0.183552136837308 4 8 "GO:0005701" "polytene chromosome chromocenter" 0.452464385942422
1194 0.00284167845853901 3 33 "GO:0005703" "polytene chromosome puff" 0.027884997507704
203 0.645935539315543 3 27 "GO:0005705" "polytene chromosome interband" 0.860724022448415
1443 0.0119488539341551 5 16 "GO:0005721" "pericentric heterochromatin" 0.0800869466165272
1777 0.083378422493748 2 5 "GO:0005726" "perichromatin fibrils" 0.275999594458896
676 6.16216706476768e-14 3 712 "GO:0005730" "nucleolus" 8.32919581587765e-12
-406 0.418280717873468 2 21 "GO:0005732" "sno(s)RNA-containing ribonucleoprotein complex" 0.691917854354621
471 0.459724888777359 2 13 "GO:0005736" "RNA polymerase I complex" 0.729622083754282
-410 5.28515228842626e-08 2 1070 "GO:0005739" "mitochondrion" 3.06161321850978e-06
-328 0.00256985763747481 2 472 "GO:0005740;GO:0031966" "mitochondrial envelope" 0.0263817030885072
-203 0.33561568048691 2 120 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.630553010899176
-583 0.533550165161749 3 6 "GO:0005742" "mitochondrial outer membrane translocase complex" 0.777618849188954
-361 0.00480857177609739 5 335 "GO:0005743;GO:0019866" "organelle inner membrane" 0.0402036258805668
-436 0.434142922444386 2 17 "GO:0005744" "TIM23 mitochondrial import inner membrane translocase complex" 0.707007851611239
-680 0.0330907257241734 3 52 "GO:0005746;GO:0070469;GO:0098803" "respirasome" 0.150767295293846
-533 0.203894326455343 2 30 "GO:0005747;GO:0030964;GO:0045271" "NADH dehydrogenase complex" 0.47643588098046
-29 0.96944379791833 2 9 "GO:0005750;GO:0045275" "mitochondrial respiratory chain complex III" 0.985236741994694
83 0.918151601299348 2 8 "GO:0005751;GO:0045277" "mitochondrial respiratory chain complex IV" 0.973360717194472
-249 0.73164132726536 4 10 "GO:0005753;GO:0045259" "proton-transporting ATP synthase complex" 0.90589483421711
-243 0.365306004879091 4 74 "GO:0005758;GO:0031970" "organelle envelope lumen" 0.656902815869053
-545 2.07152756795761e-05 2 335 "GO:0005759" "mitochondrial matrix" 0.000560002952537874
-409 0.0286596921709854 2 154 "GO:0005765;GO:0098852" "lytic vacuole membrane" 0.135133781108542
-502 0.0215887237194339 3 112 "GO:0005766;GO:0035578;GO:0042582" "azurophil granule" 0.116986010815104
162 0.76514145953802 2 18 "GO:0005767;GO:0044754" "secondary lysosome" 0.915412699997197
-440 6.05763081084814e-06 2 602 "GO:0005768" "endosome" 0.00020469744114991
-345 0.021692115719011 6 240 "GO:0005769" "early endosome" 0.116986010815104
-459 0.0112270861502705 8 164 "GO:0005770" "late endosome" 0.07651400729302
-866 0.0648817781756381 2 24 "GO:0005771" "multivesicular body" 0.233709473336636
-398 0.0177010968076392 5 192 "GO:0005774" "vacuolar membrane" 0.106337700081447
-454 0.0269036194118323 2 127 "GO:0005775" "vacuolar lumen" 0.130651708640695
162 0.5547766354541 2 71 "GO:0005776" "autophagosome" 0.788156448474254
-795 0.000146833787760204 2 122 "GO:0005777;GO:0042579" "peroxisome" 0.00270641367894376
-1011 0.00746502113701384 4 37 "GO:0005778;GO:0031903" "microbody membrane" 0.0587779819623129
-1986 0.00182199040597361 -1 13 "GO:0005779;GO:0031231" "obsolete intrinsic component of peroxisomal membrane" 0.0203276781516544
-699 0.0515651346957624 2 41 "GO:0005782;GO:0031907" "peroxisomal matrix" 0.203996703601284
-281 0.000130168166488489 5 1142 "GO:0005783" "endoplasmic reticulum" 0.00245503216330615
649 0.454744773419165 2 7 "GO:0005786;GO:0048500" "signal recognition particle, endoplasmic reticulum targeting" 0.725980337092407
-845 0.410312308786961 2 5 "GO:0005787" "signal peptidase complex" 0.687727423021427
-265 0.15949341995708 2 151 "GO:0005788" "endoplasmic reticulum lumen" 0.419964816835039
-361 2.61814361124965e-05 4 794 "GO:0005789;GO:0042175;GO:0044432;GO:0098827" "obsolete endoplasmic reticulum part" 0.000643428626885899
63 0.868981394529142 2 36 "GO:0005790" "smooth endoplasmic reticulum" 0.954703288242287
-171 0.49958995779492 2 83 "GO:0005791" "rough endoplasmic reticulum" 0.759213762102604
-111 0.688741556806843 3 69 "GO:0005793" "endoplasmic reticulum-Golgi intermediate compartment" 0.883812345839161
-263 0.00125681102240656 2 893 "GO:0005794" "Golgi apparatus" 0.0164172340108776
-390 0.0781730136938329 2 109 "GO:0005795" "Golgi stack" 0.263063544007048
356 0.32778745606291 2 40 "GO:0005796" "Golgi lumen" 0.623766764898219
-1501 0.00136809781795727 2 24 "GO:0005797" "Golgi medial cisterna" 0.0165601094084082
-473 0.0282695468415758 2 115 "GO:0005798" "Golgi-associated vesicle" 0.134809679384707
410 0.27124594446446 2 38 "GO:0005801" "cis-Golgi network" 0.56117464530785
-297 0.0988956938614918 2 166 "GO:0005802" "trans-Golgi network" 0.308478491237192
-112 0.685600757743396 3 69 "GO:0005811" "lipid droplet" 0.883628877029536
66 0.550526016274622 3 451 "GO:0005813;GO:0005815" "microtubule organizing center" 0.787436682890156
302 0.276752875704891 3 69 "GO:0005814" "centriole" 0.564535328153014
70 0.899406151378653 3 17 "GO:0005818" "aster" 0.969958767551526
363 0.0175258250140472 3 232 "GO:0005819" "spindle" 0.106070478256659
597 0.410715197384698 2 10 "GO:0005826" "actomyosin contractile ring" 0.687727423021427
-57 0.955449704352628 3 5 "GO:0005827" "polar microtubule" 0.982090887490471
602 0.344545407081562 3 13 "GO:0005828" "kinetochore microtubule" 0.635059829870788
-78 0.139572260912572 2 3051 "GO:0005829" "cytosol" 0.387647615068822
-1478 0.0534208255817415 2 9 "GO:0005832" "chaperonin-containing T-complex" 0.208289853590348
-920 0.288984859204673 3 7 "GO:0005834" "heterotrimeric G-protein complex" 0.574428237291642
-896 0.0672192026666518 2 22 "GO:0005838;GO:0022624" "proteasome regulatory particle" 0.237723343728314
-1150 0.0452649656050505 3 16 "GO:0005839" "proteasome core complex" 0.188235134472409
583 0.00131580790469426 3 163 "GO:0005840;GO:0044391" "ribosome" 0.0164172340108776
611 0.0449858715129708 -1 57 "GO:0005844" "obsolete polysome" 0.188059493799069
-1195 0.0997008176826906 -1 10 "GO:0005845" "obsolete mRNA cap binding complex" 0.309558710629148
1006 0.0631127571808461 4 18 "GO:0005847;GO:0005849" "mRNA cleavage factor complex" 0.230560567899397
-951 0.273244203061848 2 7 "GO:0005851" "eukaryotic translation initiation factor 2B complex" 0.563870352883356
-261 0.649566142070069 2 16 "GO:0005852" "eukaryotic translation initiation factor 3 complex" 0.860724022448415
29 0.702666329038686 3 1062 "GO:0005856;GO:0044430" "cytoskeleton" 0.893461399054954
-1953 0.000455207257906563 4 17 "GO:0005858" "axonemal dynein complex" 0.00696552992758911
-375 0.54080396330135 2 14 "GO:0005859;GO:0016460" "myosin II complex" 0.780595086459534
717 0.377277618626784 2 8 "GO:0005865;GO:0036379" "myofilament" 0.666605988466932
-74 0.894717007801965 2 17 "GO:0005868" "cytoplasmic dynein complex" 0.969958767551526
-508 0.463008918275783 3 11 "GO:0005869" "dynactin complex" 0.729630233619828
341 0.361274547679067 3 38 "GO:0005871" "kinesin complex" 0.652505680072642
236 0.247562054938106 6 128 "GO:0005874" "microtubule" 0.536825739451347
-461 0.032439816541336 2 115 "GO:0005875" "microtubule associated complex" 0.148636673531206
474 0.145639359131358 2 50 "GO:0005876" "spindle microtubule" 0.396354094817219
-104 0.785578272332171 2 36 "GO:0005881" "cytoplasmic microtubule" 0.923339099799117
1025 0.122045426221856 2 12 "GO:0005882" "intermediate filament" 0.353096572023274
-302 0.367519166576401 6 47 "GO:0005884" "actin filament" 0.657870770863895
-743 0.39182768778702 2 7 "GO:0005885" "Arp2/3 protein complex" 0.679000544434344
-111 0.0568169859327004 3 2132 "GO:0005886;GO:0071944" "cell periphery" 0.215320446688879
-945 0.357134476393667 4 5 "GO:0005890" "sodium:potassium-exchanging ATPase complex" 0.646768151407714
702 0.333592983618305 4 10 "GO:0005891" "voltage-gated calcium channel complex" 0.62917188305685
-149 0.660787006122116 5 46 "GO:0005902" "microvillus" 0.871379287748026
-94 0.686419472908271 2 98 "GO:0005903" "brush border" 0.883628877029536
479 0.269931036090927 3 28 "GO:0005905" "clathrin-coated pit" 0.56117464530785
-106 0.421762030581977 3 314 "GO:0005911;GO:0070161" "anchoring junction" 0.69240689636029
72 0.696738929336171 5 156 "GO:0005912" "adherens junction" 0.890849994320745
-802 0.355032760723565 6 7 "GO:0005915" "zonula adherens" 0.646634791678256
-561 0.222410866479199 6 25 "GO:0005918" "septate junction" 0.502437918425154
-609 0.452779371144775 2 8 "GO:0005919" "pleated septate junction" 0.724862325500578
-570 0.126403237470945 2 38 "GO:0005923" "bicellular tight junction" 0.362078651563852
447 0.0602085823944456 -1 94 "GO:0005924;GO:0030055;GO:0005925" "cell-substrate junction" 0.223436515589706
666 0.246229959139083 2 16 "GO:0005927" "muscle tendon junction" 0.53536862429436
-474 1.77755725790527e-05 2 458 "GO:0005929;GO:0044441" "cilium" 0.000497103081434888
29 0.836929168662418 3 266 "GO:0005938" "cell cortex" 0.938796066092975
-686 0.428920677798655 2 7 "GO:0005942" "phosphatidylinositol 3-kinase complex" 0.701319898578043
-1023 0.274984087139305 -1 6 "GO:0005947" "obsolete mitochondrial alpha-ketoglutarate dehydrogenase complex" 0.564535328153014
-1399 0.172797201258221 2 5 "GO:0005952" "cAMP-dependent protein kinase complex" 0.440109480634911
2006 0.050598464278542 2 5 "GO:0005958" "DNA-dependent protein kinase-DNA ligase 4 complex" 0.201153698675968
-79 0.938684441878105 2 5 "GO:0005968" "Rab-protein geranylgeranyltransferase complex" 0.978500105865222
912 0.0172683462474859 2 36 "GO:0008023" "transcription elongation factor complex" 0.105297960952715
-963 0.116766657371922 3 14 "GO:0008074" "guanylate cyclase complex, soluble" 0.341869166529346
107 0.819246208988373 4 24 "GO:0008076;GO:0034705" "potassium channel complex" 0.934470710955795
202 0.741824323958541 2 14 "GO:0008180" "COP9 signalosome" 0.910830910892061
1050 0.169984992596531 2 9 "GO:0008250" "oligosaccharyltransferase complex" 0.435630926787037
129 0.890483822089576 2 6 "GO:0008278" "cohesin complex" 0.968072895059847
-465 0.244870496620211 3 33 "GO:0008287;GO:1903293" "phosphatase complex" 0.535282945442024
237 0.784964828298654 2 7 "GO:0008305;GO:0098636;GO:0034679" "protein complex involved in cell adhesion" 0.923339099799117
-369 0.649281953788996 2 8 "GO:0008328" "ionotropic glutamate receptor complex" 0.860724022448415
-731 0.290860163176672 2 11 "GO:0008540" "proteasome regulatory particle, base subcomplex" 0.576742279550809
-799 0.296687703490448 2 9 "GO:0008541" "proteasome regulatory particle, lid subcomplex" 0.582599824529669
201 0.844714118909449 4 5 "GO:0008622" "epsilon DNA polymerase complex" 0.942542433592085
1122 0.0780667093606547 3 13 "GO:0008623;GO:0016589;GO:0016590;GO:0031213" "CHRAC" 0.263063544007048
-85 0.853046639265636 3 25 "GO:0009295;GO:0042645" "mitochondrial nucleoid" 0.943821042898268
1077 0.29411264298225 2 5 "GO:0009507;GO:0009536" "chloroplast" 0.580353658050133
816 0.00111336313980897 3 85 "GO:0009897" "external side of plasma membrane" 0.0153040255319504
222 0.556731028929711 4 37 "GO:0009925" "basal plasma membrane" 0.788156448474254
167 0.20134169235452 2 321 "GO:0009986" "cell surface" 0.475442047379428
-185 0.20486046873575 5 256 "GO:0010008;GO:0044440" "obsolete endosomal part" 0.47643588098046
536 0.350425939694399 3 16 "GO:0010369" "chromocenter" 0.642976102018456
-500 0.218365675542015 5 32 "GO:0010494" "cytoplasmic stress granule" 0.49494106216551
-259 2.74050072857531e-06 2 2521 "GO:0012505" "endomembrane system" 0.000108667053829153
-69 0.482992177450462 4 580 "GO:0012506;GO:0030659" "vesicle membrane" 0.749391309753839
175 0.6825052661806 3 29 "GO:0012507" "ER to Golgi transport vesicle membrane" 0.883628877029536
-911 0.188271666427488 2 11 "GO:0012510" "trans-Golgi network transport vesicle membrane" 0.454429528192538
-6 0.987157710853103 6 43 "GO:0014704" "intercalated disc" 0.990848811578462
-193 0.614648588055309 3 36 "GO:0015030" "Cajal body" 0.834974882601098
169 0.279205690437273 2 223 "GO:0015629" "actin cytoskeleton" 0.566089537361571
35 0.697521265590226 2 721 "GO:0015630" "microtubule cytoskeleton" 0.890849994320745
572 0.0187015012500792 2 90 "GO:0015934" "large ribosomal subunit" 0.108335125098673
668 0.0313460779073998 4 55 "GO:0015935" "small ribosomal subunit" 0.14526668104515
-497 0.595967895277837 3 6 "GO:0016006;GO:0016007" "Nebenkern" 0.823390056337863
-230 0.751023921176462 2 10 "GO:0016010;GO:0090665" "dystrophin-associated glycoprotein complex" 0.913658217211663
-241 3.58365779408525e-06 2 3463 "GO:0016020" "membrane" 0.00013210665777287
-1919 0.0180789983975753 4 8 "GO:0016027" "inaD signaling complex" 0.107611487188299
-935 0.0561748694232577 4 22 "GO:0016028" "rhabdomere" 0.213886474658507
-27 0.934041946354106 2 48 "GO:0016234" "inclusion body" 0.977900909184579
-289 0.505225902902235 3 28 "GO:0016235" "aggresome" 0.760182202697055
-1759 0.0866256849135889 2 5 "GO:0016272" "prefoldin complex" 0.280354538968672
323 0.730037522036223 2 6 "GO:0016281" "eukaryotic translation initiation factor 4F complex" 0.90589483421711
403 0.667463965484058 4 6 "GO:0016282;GO:0070993" "translation preinitiation complex" 0.877858309411565
37 0.832285367960948 2 177 "GO:0016323" "basolateral plasma membrane" 0.938796066092975
-120 0.412432486602378 4 252 "GO:0016324" "apical plasma membrane" 0.687727423021427
659 0.223562775038853 4 18 "GO:0016327" "apicolateral plasma membrane" 0.50363725154586
-744 0.0867681742060871 2 28 "GO:0016328" "lateral plasma membrane" 0.280354538968672
-897 0.38198948370006 2 5 "GO:0016342" "catenin complex" 0.66921569660518
237 0.337790446195799 2 87 "GO:0016363" "nuclear matrix" 0.632674484676196
-1585 0.0220701105483489 3 11 "GO:0016442;GO:0031332" "RNAi effector complex" 0.116986010815104
682 0.466626614143299 3 6 "GO:0016456;GO:0072487" "X chromosome located dosage compensation complex, transcription activating" 0.732962646064449
92 0.834763445227867 2 27 "GO:0016459;GO:0016461" "myosin complex" 0.938796066092975
-910 0.027579733745842 2 31 "GO:0016469" "proton-transporting two-sector ATPase complex" 0.132350083241881
-1222 0.0147557688221537 2 21 "GO:0016471;GO:0033176" "proton-transporting V-type ATPase complex" 0.0920532962674358
919 0.257664925581852 4 8 "GO:0016514;GO:0071564;GO:0071565" "nBAF complex" 0.545603798033634
-646 0.0833238949773074 3 38 "GO:0016528;GO:0016529" "sarcoplasm" 0.275999594458896
-1707 0.0684221505056657 -1 6 "GO:0016580" "obsolete Sin3 complex" 0.239182603707306
447 0.606573137055152 4 7 "GO:0016581;GO:0090545" "CHD-type complex" 0.829562924370537
1498 0.030477521414469 4 11 "GO:0016586;GO:0035060" "RSC-type complex" 0.142874392295574
553 0.0160296996505675 2 101 "GO:0016591" "RNA polymerase II, holoenzyme" 0.0984855031561382
-319 0.463328693359077 3 28 "GO:0016592" "mediator complex" 0.729630233619828
1596 0.065898675616784 2 7 "GO:0016593" "Cdc73/Paf1 complex" 0.235435356498731
-1669 0.103924789618619 2 5 "GO:0016600" "flotillin complex" 0.31756872978205
483 1.24576082614597e-05 2 458 "GO:0016604" "nuclear body" 0.000374189640742364
606 0.087780960107275 2 42 "GO:0016605" "PML body" 0.281384816786561
537 0.000207415850654692 2 260 "GO:0016607" "nuclear speck" 0.00357902669959479
357 0.254995426100912 2 54 "GO:0017053" "transcription repressor complex" 0.541628713286801
-976 0.202207328176025 3 9 "GO:0017090" "meprin A complex" 0.475442047379428
-320 0.523614998359819 2 21 "GO:0017101" "aminoacyl-tRNA synthetase multienzyme complex" 0.777618849188954
-235 0.73453212355265 2 11 "GO:0017119" "Golgi transport complex" 0.908087732014023
-1115 0.16963531333687 3 8 "GO:0018995;GO:0033643;GO:0033646;GO:0043656;GO:0043657" "host cell part" 0.435630926787037
-74 0.814462586826972 2 53 "GO:0019005" "SCF ubiquitin ligase complex" 0.931634919487552
-1032 0.234410788483739 2 7 "GO:0019773" "proteasome core complex, alpha-subunit complex" 0.520841505370719
-1645 0.0579198817794232 2 7 "GO:0019774" "proteasome core complex, beta-subunit complex" 0.217467704273668
-461 0.0552576986308261 2 92 "GO:0019897" "extrinsic component of plasma membrane" 0.211386762215094
-149 0.385907626373554 2 183 "GO:0019898" "extrinsic component of membrane" 0.674506648683087
380 0.684906020123127 2 6 "GO:0019908" "nuclear cyclin-dependent protein kinase holoenzyme complex" 0.883628877029536
1205 0.000120011821494714 4 54 "GO:0022625" "cytosolic large ribosomal subunit" 0.0023173711245765
1153 1.27629854517664e-06 4 94 "GO:0022626" "cytosolic ribosome" 5.44777957967503e-05
