"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.633622225542135 2 30 "GO:0003899" "DNA-directed 5'-3' RNA polymerase activity" 1
0 1 3 13 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 1
0 0.153828562440391 2 5 "GO:0003910" "DNA ligase (ATP) activity" 1
0 0.994501050924022 2 154 "GO:0003924" "GTPase activity" 1
0 0.0754120699722283 2 14 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 1
0 1 5 11 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 1
0 0.208544656675906 2 7 "GO:0003972" "RNA ligase (ATP) activity" 1
0 1 2 7 "GO:0003993" "acid phosphatase activity" 1
0 1 2 4 "GO:0004016" "adenylate cyclase activity" 1
0 0.234567033189228 2 8 "GO:0004017" "adenylate kinase activity" 1
0 1 2 5 "GO:0004021" "L-alanine:2-oxoglutarate aminotransferase activity" 1
0 1 2 7 "GO:0004027" "alcohol sulfotransferase activity" 1
0 0.0263880210826535 6 8 "GO:0004029;GO:0004030" "aldehyde dehydrogenase [NAD(P)+] activity" 1
0 1 4 6 "GO:0004032" "aldose reductase (NADPH) activity" 1
0 1 2 5 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 1
0 0.153828562440391 3 5 "GO:0004046" "aminoacylase activity" 1
0 0.033202946527114 5 9 "GO:0004051" "arachidonate 5-lipoxygenase activity" 1
0 1 3 5 "GO:0004061" "arylformamidase activity" 1
0 1 2 19 "GO:0004062" "aryl sulfotransferase activity" 1
0 1 2 6 "GO:0004064" "arylesterase activity" 1
0 0.116518977222496 2 18 "GO:0004065" "arylsulfatase activity" 1
0 1 3 6 "GO:0004067" "asparaginase activity" 1
0 0.284083953685269 4 10 "GO:0004089" "carbonate dehydratase activity" 1
0 1 2 5 "GO:0004090" "carbonyl reductase (NADPH) activity" 1
0 1 6 5 "GO:0004100" "chitin synthase activity" 1
0 1 3 7 "GO:0004111" "creatine kinase activity" 1
0 1 2 7 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 1
0 1 2 10 "GO:0004129;GO:0015002;GO:0016676" "cytochrome-c oxidase activity" 1
0 1 2 19 "GO:0004143" "ATP-dependent diacylglycerol kinase activity" 1
0 1 5 44 "GO:0004177" "aminopeptidase activity" 1
0 1 6 18 "GO:0004181" "metallocarboxypeptidase activity" 1
0 1 2 6 "GO:0004185" "serine-type carboxypeptidase activity" 1
0 1 2 14 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 1
0 0.879229222724657 2 63 "GO:0004197" "cysteine-type endopeptidase activity" 1
0 0.373752942742818 2 14 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 1
0 0.252081155248422 2 53 "GO:0004222" "metalloendopeptidase activity" 1
0 0.651901403800352 2 67 "GO:0004252" "serine-type endopeptidase activity" 1
0 0.352442880402061 5 13 "GO:0004300" "enoyl-CoA hydratase activity" 1
0 1 2 5 "GO:0004304;GO:0047685;GO:0047894;GO:0050294" "estrone sulfotransferase activity" 1
0 1 2 6 "GO:0004308;GO:0016936" "exo-alpha-sialidase activity" 1
0 1 4 5 "GO:0004311" "farnesyltranstransferase activity" 1
0 1 4 8 "GO:0004312" "fatty acid synthase activity" 1
0 1 2 5 "GO:0004348" "glucosylceramidase activity" 1
0 1 3 17 "GO:0004364" "glutathione transferase activity" 1
0 1 3 15 "GO:0004383" "guanylate cyclase activity" 1
0 1 3 6 "GO:0004385" "guanylate kinase activity" 1
0 1 3 25 "GO:0004407" "histone deacetylase activity" 1
0 1 4 10 "GO:0004435" "phosphatidylinositol phospholipase C activity" 1
0 1 4 11 "GO:0004438" "phosphatidylinositol-3-phosphate phosphatase activity" 1
0 1 2 5 "GO:0004439" "phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity" 1
0 1 8 5 "GO:0004445" "inositol-polyphosphate 5-phosphatase activity" 1
0 1 2 5 "GO:0004465" "lipoprotein lipase activity" 1
0 1 6 5 "GO:0004466" "long-chain fatty acyl-CoA dehydrogenase activity" 1
0 1 2 10 "GO:0004467" "long-chain fatty acid-CoA ligase activity" 1
0 1 2 5 "GO:0004468" "lysine N-acetyltransferase activity, acting on acetyl phosphate as donor" 1
0 0.066029110722421 2 13 "GO:0004500" "dopamine beta-monooxygenase activity" 1
0 1 2 5 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 1
0 1 2 6 "GO:0004526" "ribonuclease P activity" 1
0 1 2 5 "GO:0004534" "5'-3' RNA exonuclease activity" 1
0 0.307633125752519 2 11 "GO:0004535" "poly(A)-specific ribonuclease activity" 1
0 1 2 11 "GO:0004550" "nucleoside diphosphate kinase activity" 1
0 1 6 8 "GO:0004551" "dinucleotide phosphatase activity" 1
0 1 2 4 "GO:0004563" "beta-N-acetylhexosaminidase activity" 1
0 1 2 10 "GO:0004565" "beta-galactosidase activity" 1
0 1 2 6 "GO:0004566" "beta-glucuronidase activity" 1
0 0.259737544021992 2 9 "GO:0004568" "chitinase activity" 1
0 1 4 6 "GO:0004571" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 1
0 1 2 7 "GO:0004596" "peptide alpha-N-acetyltransferase activity" 1
0 0.645095119595447 2 1239 "GO:0004601;GO:0016209;GO:0016684;GO:0048029;GO:0008200;GO:0016248;GO:0141110;GO:0034062;GO:0016279;GO:0042054;GO:0016878;GO:0003777;GO:0016763;GO:0016638;GO:0004866;GO:0030414;GO:0061135;GO:0045309;GO:0005548;GO:0140104;GO:0004812;GO:0004860;GO:0019843;GO:0019840;GO:0033558;GO:0071617;GO:0060590;GO:0032813;GO:0044390;GO:0035173;GO:0008375;GO:0000217;GO:0004520;GO:0016859;GO:0043394;GO:0042887;GO:0032934;GO:0043178;GO:0051540;GO:0090482;GO:0004529;GO:0016895;GO:0140034;GO:0016799;GO:0022835;GO:0032451;GO:0015149;GO:0052745;GO:0016881;GO:0015215" "antioxidant activity" 1
0 0.259737544021992 3 9 "GO:0004602" "glutathione peroxidase activity" 1
0 0.0472400781873499 3 25 "GO:0004622" "lysophospholipase activity" 1
0 0.621124397341513 3 29 "GO:0004623" "phospholipase A2 activity" 1
0 1 2 4 "GO:0004630" "phospholipase D activity" 1
0 1 3 5 "GO:0004645" "1,4-alpha-oligoglucan phosphorylase activity" 1
0 1 2 5 "GO:0004651" "polynucleotide 5'-phosphatase activity" 1
0 1 -1 10 "GO:0004652" "obsolete polynucleotide adenylyltransferase activity" 1
0 1 2 6 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 1
0 1 4 5 "GO:0004667" "prostaglandin-D synthase activity" 1
0 0.489283162819155 4 3784 "GO:0004674;GO:0032559;GO:0044389;GO:0016853;GO:0000977;GO:0004930;GO:0003712;GO:0005198;GO:0004842;GO:0015276;GO:0140678;GO:0016829;GO:0015631;GO:0008509;GO:0015103;GO:0046943;GO:0005342;GO:0008514;GO:0015291;GO:0016758;GO:0000987;GO:0004175;GO:0008757;GO:0016874;GO:0061659;GO:0043177;GO:0004857;GO:1901981;GO:0035091;GO:0019207;GO:0016614;GO:0016798;GO:0022853;GO:0015399;GO:0004527;GO:0001882;GO:0019001" "organic anion transmembrane transporter activity" 1
0 0.153828562440391 2 5 "GO:0004677" "DNA-dependent protein kinase activity" 1
0 0.127525244978391 2 19 "GO:0004683" "calmodulin-dependent protein kinase activity" 1
0 0.909248103783302 5 358 "GO:0004690;GO:0001846;GO:0001848;GO:0005172;GO:0016714;GO:0016832;GO:0004396;GO:0005167;GO:0034979;GO:0090599;GO:0016997;GO:0031543;GO:0034481;GO:0016822;GO:0016823;GO:0003916;GO:0009881;GO:0016861;GO:0016841;GO:0016653;GO:0010851;GO:0002161;GO:0004661;GO:0046912;GO:0070576;GO:0003909;GO:0097506;GO:0016413;GO:0005381;GO:0106019;GO:0016312;GO:0034594;GO:0052743;GO:0047635;GO:0000992;GO:0034483;GO:0019238;GO:0000104;GO:0016635;GO:0051731;GO:0004953;GO:0004954;GO:0015924;GO:0015226;GO:0015227;GO:0016615;GO:0001640;GO:0004301;GO:0019203;GO:0016215;GO:0070853;GO:0034596;GO:0005345;GO:0004697;GO:0004000;GO:0008192;GO:0016728;GO:0016885;GO:0050664;GO:0098599;GO:0016880;GO:0032356;GO:0016812;GO:0031685;GO:0042285;GO:0030547;GO:0016427;GO:0032552;GO:0016868;GO:0016639;GO:0032135;GO:0005337;GO:0070567;GO:0047429;GO:0043208;GO:0097001;GO:0008079" "icosanoid receptor activity" 1
0 0.487722410779388 2 20 "GO:0004693" "cyclin-dependent protein serine/threonine kinase activity" 1
0 0.153828562440391 2 5 "GO:0004694" "eukaryotic translation initiation factor 2alpha kinase activity" 1
0 0.284083953685269 2 10 "GO:0004707" "MAP kinase activity" 1
0 0.0851872119859126 2 15 "GO:0004708" "MAP kinase kinase activity" 1
0 0.150207572355362 2 21 "GO:0004709" "MAP kinase kinase kinase activity" 1
0 0.711393849152096 4 830 "GO:0004712;GO:0051018;GO:0036002;GO:0032036;GO:0019200;GO:0086008;GO:0005310;GO:0009975;GO:0016886;GO:0004402;GO:0061733;GO:0016891;GO:0061980;GO:0016641;GO:0005231;GO:0000030;GO:0016849;GO:0016854;GO:0008171;GO:0031593;GO:0005501;GO:0016411;GO:0042171;GO:0001046;GO:0004033;GO:0016229;GO:0008378;GO:0016814;GO:0019239;GO:0015295;GO:0030296;GO:0005343;GO:0050997;GO:0016504;GO:0031420;GO:0016702;GO:0016701;GO:0043176;GO:0140359;GO:0140102;GO:0008187;GO:0070717;GO:0019104;GO:0005416;GO:0015172;GO:0005326;GO:0015556;GO:0016646;GO:0022884;GO:0140828;GO:0170055;GO:1901618;GO:0008175;GO:0004112;GO:0015216;GO:0005338" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 1
0 0.520920386315975 3 22 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 1
0 0.0233157493042619 5 50 "GO:0004722" "protein serine/threonine phosphatase activity" 1
0 1 2 8 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 1
0 0.755123581597914 3 42 "GO:0004725" "protein tyrosine phosphatase activity" 1
0 1 4 5 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 1
0 1 2 19 "GO:0004745;GO:0004022;GO:0018455" "alcohol dehydrogenase [NAD(P)+] activity" 1
0 0.02022409266953 6 7 "GO:0004754" "saccharopine dehydrogenase (NAD+, L-lysine-forming) activity" 1
0 1 4 5 "GO:0004768" "stearoyl-CoA 9-desaturase activity" 1
0 1 2 6 "GO:0004771" "sterol esterase activity" 1
0 1 3 7 "GO:0004791" "thioredoxin-disulfide reductase (NADPH) activity" 1
0 0.0169097435496778 5 17 "GO:0004796;GO:0036134" "12-hydroxyheptadecatrienoic acid synthase activity" 1
0 1 3 9 "GO:0004800" "thyroxine 5'-deiodinase activity" 1
0 1 5 11 "GO:0004806" "triglyceride lipase activity" 1
0 1 2 10 "GO:0004819" "glutamine-tRNA ligase activity" 1
0 1 2 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 1
0 1 2 50 "GO:0004843" "cysteine-type deubiquitinase activity" 1
0 0.18164171896071 2 6 "GO:0004844" "uracil DNA N-glycosylase activity" 1
0 1 3 5 "GO:0004849" "uridine kinase activity" 1
0 1 2 6 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 1
0 1 2 12 "GO:0004864" "protein phosphatase inhibitor activity" 1
0 0.284083953685269 3 10 "GO:0004867" "serine-type endopeptidase inhibitor activity" 1
0 1 6 20 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 1
0 0.520920386315975 5 22 "GO:0004890;GO:0008503;GO:0022851" "GABA-A receptor activity" 1
0 1 2 5 "GO:0004955;GO:1901702" "prostaglandin receptor activity" 1
0 0.02022409266953 2 7 "GO:0004965" "G protein-coupled GABA receptor activity" 1
0 0.234567033189228 6 8 "GO:0004989" "octopamine receptor activity" 1
0 0.433584152190383 3 17 "GO:0004993;GO:0051378;GO:0099589" "G protein-coupled serotonin receptor activity" 1
0 1 6 8 "GO:0004994;GO:0008261" "somatostatin receptor activity" 1
0 1 6 8 "GO:0005001" "transmembrane receptor protein tyrosine phosphatase activity" 1
0 0.56674386889419 6 25 "GO:0005007;GO:0090722" "receptor-receptor interaction" 1
0 1 2 9 "GO:0005041" "low-density lipoprotein particle receptor activity" 1
0 1 3 10 "GO:0005044;GO:0038187" "pattern recognition receptor activity" 1
0 1 2 12 "GO:0005049" "nuclear export signal receptor activity" 1
0 1 -1 18 "GO:0005070" "obsolete SH3/SH2 adaptor activity" 1
0 1 -1 5 "GO:0005072" "obsolete transforming growth factor beta receptor, cytoplasmic mediator activity" 1
0 1 2 5 "GO:0005078" "MAP-kinase scaffold activity" 1
0 1 6 50 "GO:0005080" "protein kinase C binding" 1
0 0.964040073999292 3 153 "GO:0005085" "guanyl-nucleotide exchange factor activity" 1
0 1 3 6 "GO:0005092" "GDP-dissociation inhibitor activity" 1
0 1 3 9 "GO:0005095" "GTPase inhibitor activity" 1
0 0.989481407380506 3 135 "GO:0005096" "GTPase activator activity" 1
0 0.307858920171446 5 34 "GO:0005109" "frizzled binding" 1
0 1 2 28 "GO:0005112" "Notch binding" 1
0 1 4 8 "GO:0005113" "patched binding" 1
0 1 6 10 "GO:0005123" "death receptor binding" 1
0 0.452235044835553 5 18 "GO:0005125" "cytokine activity" 1
0 1 2 17 "GO:0005154" "epidermal growth factor receptor binding" 1
0 1 2 17 "GO:0005158" "insulin receptor binding" 1
0 1 4 6 "GO:0005159" "insulin-like growth factor receptor binding" 1
0 0.433584152190383 2 17 "GO:0005160" "transforming growth factor beta receptor binding" 1
0 1 2 7 "GO:0005161" "platelet-derived growth factor receptor binding" 1
0 0.0198037359233458 6 32 "GO:0005164;GO:0031996" "tumor necrosis factor receptor binding" 1
0 1 2 5 "GO:0005168" "neurotrophin TRKA receptor binding" 1
0 1 2 67 "GO:0005178" "integrin binding" 1
0 0.755123581597914 2 42 "GO:0005200" "structural constituent of cytoskeleton" 1
0 0.0953189205677117 2 16 "GO:0005201" "extracellular matrix structural constituent" 1
0 0.657399908345384 2 32 "GO:0005221;GO:0015271;GO:0019870" "intracellularly cyclic nucleotide-activated monoatomic cation channel activity" 1
0 0.0801350368177666 2 31 "GO:0005227;GO:0008308" "calcium-activated cation channel activity" 1
0 0.433584152190383 7 17 "GO:0005229;GO:0141147;GO:0061778" "intracellularly calcium-gated channel activity" 1
0 1 2 11 "GO:0005234;GO:0008068" "extracellularly glutamate-gated ion channel activity" 1
0 0.551976041302375 3 24 "GO:0005246" "calcium channel regulator activity" 1
0 0.0953189205677117 2 16 "GO:0005247" "voltage-gated chloride channel activity" 1
0 0.352442880402061 2 13 "GO:0005248" "voltage-gated sodium channel activity" 1
0 1 3 13 "GO:0005251;GO:0086087;GO:0086089;GO:0086090" "voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization" 1
0 1 3 19 "GO:0005283;GO:0005313;GO:0015501;GO:0005368;GO:0042910" "amino acid:sodium symporter activity" 1
0 1 3 8 "GO:0005314;GO:0005369;GO:0017153" "high-affinity L-glutamate transmembrane transporter activity" 1
0 1 4 16 "GO:0005328" "neurotransmitter:sodium symporter activity" 1
0 1 4 7 "GO:0005354;GO:0015284;GO:0015574" "trehalose transmembrane transporter activity" 1
0 1 4 13 "GO:0005355;GO:0055056;GO:0005351;GO:0005353;GO:0008516;GO:0015292;GO:0015154;GO:0015157" "D-glucose transmembrane transporter activity" 1
0 1 2 6 "GO:0005375" "copper ion transmembrane transporter activity" 1
0 1 2 6 "GO:0005384" "manganese ion transmembrane transporter activity" 1
0 0.470274478160951 2 19 "GO:0005385" "zinc ion transmembrane transporter activity" 1
0 1 4 10 "GO:0005388;GO:0030235" "P-type calcium transporter activity" 1
0 1 2 9 "GO:0005391;GO:0008554" "P-type sodium transporter activity" 1
0 1 2 9 "GO:0005432" "calcium:sodium antiporter activity" 1
0 1 4 21 "GO:0005452;GO:0015301" "solute:inorganic anion antiporter activity" 1
0 1 2 6 "GO:0005459" "UDP-galactose transmembrane transporter activity" 1
0 1 2 6 "GO:0005462" "UDP-N-acetylglucosamine transmembrane transporter activity" 1
0 0.153828562440391 3 5 "GO:0005476" "carnitine:acyl carnitine antiporter activity" 1
0 1 2 25 "GO:0005484" "SNAP receptor activity" 1
0 0.719902232929386 4 38 "GO:0005504" "fatty acid binding" 1
0 0.177277705079794 7 67 "GO:0005506" "iron ion binding" 1
0 0.503296479732371 5 51 "GO:0005507" "copper ion binding" 1
0 0.325303256757251 3 198 "GO:0005509" "calcium ion binding" 1
0 0.875088510360931 3 62 "GO:0005516" "calmodulin binding" 1
0 1 2 25 "GO:0005518" "collagen binding" 1
0 1 2 6 "GO:0005521" "lamin binding" 1
0 0.466210297837953 2 256 "GO:0005524" "ATP binding" 1
0 0.989481407380506 2 135 "GO:0005525;GO:0032550" "purine ribonucleoside binding" 1
0 0.452235044835553 2 18 "GO:0005528" "FK506 binding" 1
0 1 2 5 "GO:0005534" "galactose binding" 1
0 1 2 16 "GO:0005536" "D-glucose binding" 1
0 1 2 9 "GO:0005537" "D-mannose binding" 1
0 1 2 7 "GO:0005540" "hyaluronic acid binding" 1
0 0.000125358236396446 3 9 "GO:0005542" "folic acid binding" 0.0926397366969736
0 0.594841384932939 3 27 "GO:0005544" "calcium-dependent phospholipid binding" 1
0 1 2 11 "GO:0005545" "1-phosphatidylinositol binding" 1
0 1 4 57 "GO:0005546" "phosphatidylinositol-4,5-bisphosphate binding" 1
0 1 2 46 "GO:0005547" "phosphatidylinositol-3,4,5-trisphosphate binding" 1
0 1 2 10 "GO:0005549" "odorant binding" 1
0 0.778613183937751 3 45 "GO:0008013" "beta-catenin binding" 1
0 0.904679745175088 2 118 "GO:0008017" "microtubule binding" 1
0 1 4 5 "GO:0008020" "G protein-coupled photoreceptor activity" 1
0 0.0215810042515451 -1 146 "GO:0008022" "obsolete protein C-terminus binding" 1
0 1 2 5 "GO:0008035" "high-density lipoprotein particle binding" 1
0 0.352442880402061 2 13 "GO:0008061" "chitin binding" 1
0 0.50459815270059 2 21 "GO:0008083;GO:0005104" "fibroblast growth factor receptor binding" 1
0 1 2 7 "GO:0008093" "cytoskeletal anchor activity" 1
0 1 3 12 "GO:0008097" "5S rRNA binding" 1
0 1 2 5 "GO:0008119" "thiopurine S-methyltransferase activity" 1
0 1 3 7 "GO:0008121;GO:0016681" "ubiquinol-cytochrome-c reductase activity" 1
0 1 3 9 "GO:0008131;GO:0052598" "primary amine oxidase activity" 1
0 0.594841384932939 5 27 "GO:0008137;GO:0050136" "NADH:ubiquinone reductase (non-electrogenic) activity" 1
0 0.56674386889419 5 25 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 1
0 0.394364780654025 2 15 "GO:0008139" "nuclear localization sequence binding" 1
0 1 3 5 "GO:0008140" "cAMP response element binding protein binding" 1
0 1 7 15 "GO:0008143" "poly(A) binding" 1
0 0.276937010045367 -1 440 "GO:0008144" "obsolete drug binding" 1
0 0.551976041302375 2 24 "GO:0008157" "protein phosphatase 1 binding" 1
0 0.153828562440391 2 5 "GO:0008177" "succinate dehydrogenase (quinone) activity" 1
0 0.0406198570525019 2 10 "GO:0008179" "adenylate cyclase binding" 1
0 1 4 6 "GO:0008190" "eukaryotic initiation factor 4E binding" 1
0 0.153828562440391 2 5 "GO:0008195" "phosphatidate phosphatase activity" 1
0 1 2 24 "GO:0008198" "ferrous iron binding" 1
0 0.18164171896071 2 6 "GO:0008199" "ferric iron binding" 1
0 0.897970475905045 2 68 "GO:0008201" "heparin binding" 1
0 1 5 14 "GO:0008239" "dipeptidyl-peptidase activity" 1
0 1 2 6 "GO:0008240" "tripeptidyl-peptidase activity" 1
0 1 7 5 "GO:0008253" "5'-nucleotidase activity" 1
0 1 2 20 "GO:0008266" "poly(U) RNA binding" 1
0 0.499906408279557 5 324 "GO:0008270" "zinc ion binding" 1
0 1 3 6 "GO:0008273" "calcium, potassium:sodium antiporter activity" 1
0 1 2 7 "GO:0008301" "DNA binding, bending" 1
0 1 2 29 "GO:0008307" "structural constituent of muscle" 1
0 1 2 14 "GO:0008309;GO:0048256;GO:0035312" "flap endonuclease activity" 1
0 0.259737544021992 2 9 "GO:0008310" "single-stranded DNA 3'-5' DNA exonuclease activity" 1
0 0.033202946527114 3 9 "GO:0008327" "methyl-CpG binding" 1
0 0.0100584268684993 2 5 "GO:0008336" "gamma-butyrobetaine dioxygenase activity" 1
0 1 2 6 "GO:0008353" "RNA polymerase II CTD heptapeptide repeat kinase activity" 1
0 1 2 7 "GO:0008379;GO:0140824" "thioredoxin peroxidase activity" 1
0 1 2 7 "GO:0008391;GO:0008392;GO:0016713;GO:0016712;GO:0050542;GO:0050543" "icosanoid binding" 1
0 0.373752942742818 2 14 "GO:0008395" "steroid hydroxylase activity" 1
0 1 2 5 "GO:0008420" "RNA polymerase II CTD heptapeptide repeat phosphatase activity" 1
0 1 3 6 "GO:0008422" "beta-glucosidase activity" 1
0 1 3 15 "GO:0008429" "phosphatidylethanolamine binding" 1
0 1 2 11 "GO:0008430" "selenium binding" 1
0 0.330411051965166 2 12 "GO:0008432" "JUN kinase binding" 1
0 1 3 6 "GO:0008469;GO:0035242" "histone arginine N-methyltransferase activity" 1
0 1 3 6 "GO:0008474" "palmitoyl-(protein) hydrolase activity" 1
0 1 6 7 "GO:0008499" "UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity" 1
0 1 2 12 "GO:0008502;GO:1904408" "melatonin receptor activity" 1
0 0.0572974002867566 5 27 "GO:0008519" "ammonium channel activity" 1
