"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-483 0.317587966612252 2 18 "GO:0004022;GO:0018455" "alcohol dehydrogenase [NAD(P)+] activity" 0.617311210997661
1759 0.0354641690945119 5 6 "GO:0004027" "alcohol sulfotransferase activity" 0.227446179444132
-1705 0.018562494440133 3 8 "GO:0004029;GO:0004030" "aldehyde dehydrogenase (NAD+) activity" 0.167793256828919
-1313 0.116320546810662 4 6 "GO:0004032" "aldose reductase (NADPH) activity" 0.390456104498947
-622 0.186333286990541 2 19 "GO:0004033" "aldo-keto reductase (NADPH) activity" 0.495206609135546
35 0.969671975950692 2 5 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.989490839865553
-1747 0.0565355390060314 3 5 "GO:0004046" "aminoacylase activity" 0.286282425331824
-2227 0.00110846575299388 2 9 "GO:0004051" "arachidonate 5-lipoxygenase activity" 0.023158914114354
-117 0.898806373348515 3 5 "GO:0004061" "arylformamidase activity" 0.963426439406251
1123 0.0238913099248494 5 17 "GO:0004062" "aryl sulfotransferase activity" 0.193648108660507
575 0.492014047280399 2 6 "GO:0004064" "arylesterase activity" 0.769526057599316
-1339 0.00219184993673542 2 22 "GO:0004065;GO:0008484" "sulfuric ester hydrolase activity" 0.0393163082401916
86 0.918254663687296 3 6 "GO:0004067" "asparaginase activity" 0.971572676417526
1209 0.0619649723718814 5 10 "GO:0004089" "carbonate dehydratase activity" 0.300213807559524
-608 0.507088367962287 2 5 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.772065578807302
-917 0.205375315336961 2 8 "GO:0004111;GO:0016775" "phosphotransferase activity, nitrogenous group as acceptor" 0.505788440552546
4 0.994422409156353 2 14 "GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.996157875838999
-184 0.765704792082276 7 11 "GO:0004114;GO:0047555" "3',5'-cyclic-nucleotide phosphodiesterase activity" 0.909026992048038
-200 0.79582148494531 2 7 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.921900166213134
-680 0.293786997888761 3 10 "GO:0004129;GO:0016675;GO:0015002;GO:0016676" "cytochrome-c oxidase activity" 0.598375276437201
-1 0.998478101345431 2 19 "GO:0004143" "ATP-dependent diacylglycerol kinase activity" 0.998478101345431
-244 0.101411635424454 2 194 "GO:0004175" "endopeptidase activity" 0.370766106583673
545 0.0785830222583211 2 44 "GO:0004177" "aminopeptidase activity" 0.343372533551641
-992 0.01561758665924 2 25 "GO:0004180" "carboxypeptidase activity" 0.148173466816591
-835 0.0929378112719116 2 17 "GO:0004181" "metallocarboxypeptidase activity" 0.362586989157641
-1924 0.021408422890495 2 6 "GO:0004185" "serine-type carboxypeptidase activity" 0.182050885024357
-1681 0.00214326384879144 2 14 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.0390550301335329
116 0.65303929078296 5 63 "GO:0004197" "cysteine-type endopeptidase activity" 0.857767855627961
-452 0.409178639273517 2 14 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.7106461087534
-931 0.000978283247934638 2 53 "GO:0004222" "metalloendopeptidase activity" 0.021189984313754
103 0.685593062298852 2 66 "GO:0004252" "serine-type endopeptidase activity" 0.870364792558527
-1122 0.0484421986749471 2 13 "GO:0004300" "enoyl-CoA hydratase activity" 0.268655285405021
-192 0.790776508570967 3 8 "GO:0004301;GO:0016803;GO:0016801" "hydrolase activity, acting on ether bonds" 0.919765471597379
-52 0.950294056208481 4 6 "GO:0004308;GO:0016997;GO:0016936" "alpha-sialidase activity" 0.983712873333937
914 0.318218095429601 2 5 "GO:0004311" "farnesyltranstransferase activity" 0.617311210997661
-1203 0.120177427220861 3 7 "GO:0004312" "fatty acid synthase activity" 0.397348624725104
-1109 0.225998611092863 4 5 "GO:0004348" "glucosylceramidase activity" 0.533876480470033
98 0.843459374332979 3 17 "GO:0004364" "glutathione transferase activity" 0.946429500468277
-609 0.20777730177982 2 18 "GO:0004383;GO:0016849" "phosphorus-oxygen lyase activity" 0.507507111581348
-572 0.493901418604326 2 6 "GO:0004385" "guanylate kinase activity" 0.770378843149139
1119 3.65547690872751e-10 2 134 "GO:0004386;GO:0070035" "helicase activity" 5.24560936402398e-08
191 0.641502181327661 2 25 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 0.852623039948037
136 0.725360101356187 2 28 "GO:0004407;GO:0033558" "protein lysine deacetylase activity" 0.89051548521765
1710 0.00831795255849525 2 10 "GO:0004435" "phosphatidylinositol phospholipase C activity" 0.099468849345339
-594 0.336526782850458 3 11 "GO:0004438;GO:0052744" "phosphatidylinositol-3-phosphate phosphatase activity" 0.632295821133103
54 0.948864459126995 2 6 "GO:0004439;GO:0106019" "phosphatidylinositol-4,5-bisphosphate phosphatase activity" 0.98355782583437
-732 0.424503722238818 2 5 "GO:0004445" "inositol-polyphosphate 5-phosphatase activity" 0.719837921905706
45 0.961311475205205 2 5 "GO:0004465" "lipoprotein lipase activity" 0.9862248199603
-665 0.468186228915732 2 5 "GO:0004466" "long-chain fatty acyl-CoA dehydrogenase activity" 0.755615853505407
-1332 0.0397342699782462 3 10 "GO:0004467" "long-chain fatty acid-CoA ligase activity" 0.240103979113866
-391 0.669410758087468 2 5 "GO:0004468" "lysine N-acetyltransferase activity, acting on acetyl phosphate as donor" 0.865409403473438
-216 0.423807320560688 2 58 "GO:0004497" "monooxygenase activity" 0.719720124265784
138 0.794915297174352 2 15 "GO:0004500;GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.9217805668244
284 0.0921712588874782 4 151 "GO:0004518" "nuclease activity" 0.362586989157641
455 0.0453424041827527 2 82 "GO:0004519" "endonuclease activity" 0.258341588351189
1180 0.000955986083409481 3 33 "GO:0004520" "DNA endonuclease activity" 0.021189984313754
-71 0.817773181746029 2 44 "GO:0004521" "RNA endonuclease activity" 0.934227719575217
295 0.747561472351322 2 5 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.903543571375234
-971 0.245368721128387 2 6 "GO:0004526" "ribonuclease P activity" 0.552320180108605
598 0.171194873079512 3 22 "GO:0004529;GO:0016895" "DNA exonuclease activity" 0.477018724017669
907 0.32215373783567 2 5 "GO:0004534" "5'-3' RNA exonuclease activity" 0.61800172743834
226 0.713970725487431 5 11 "GO:0004535" "poly(A)-specific ribonuclease activity" 0.883775154213138
921 0.000803282689686402 2 56 "GO:0004536" "DNA nuclease activity" 0.0192118443283331
-104 0.644471633370466 4 83 "GO:0004540" "RNA nuclease activity" 0.853904997569297
-907 0.184166122887384 2 9 "GO:0004549" "tRNA-specific ribonuclease activity" 0.494246265328172
-640 0.300033975878412 2 11 "GO:0004550" "nucleoside diphosphate kinase activity" 0.603276571351082
-804 0.298845153169944 2 7 "GO:0004551" "dinucleotide phosphatase activity" 0.603276571351082
-460 0.0383121575985733 2 86 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.235229031289507
-1272 0.0496830488844309 6 10 "GO:0004559;GO:0015923" "mannosidase activity" 0.272900191958501
-244 0.706251594883634 5 10 "GO:0004565" "beta-galactosidase activity" 0.876515492893418
1425 0.0882957071821082 3 6 "GO:0004566" "beta-glucuronidase activity" 0.359224373889341
-1679 0.0139406352221185 4 9 "GO:0004568" "chitinase activity" 0.144813865115941
-1367 0.102208420963172 8 6 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 0.371090077917472
363 0.638978873622674 3 7 "GO:0004596" "peptide alpha-N-acetyltransferase activity" 0.852623039948037
-36 0.9140928265254 3 37 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 0.970716968717038
-478 0.484321176269003 2 9 "GO:0004602" "glutathione peroxidase activity" 0.766427770154174
-280 0.201984653468537 2 88 "GO:0004620;GO:0016298" "lipase activity" 0.505788440552546
-424 0.301847236007494 2 25 "GO:0004622" "lysophospholipase activity" 0.603276571351082
-638 0.0937794765956623 2 29 "GO:0004623" "phospholipase A2 activity" 0.362586989157641
1084 0.034338306858354 5 16 "GO:0004629" "phospholipase C activity" 0.2243173099505
-278 0.761673762391377 2 5 "GO:0004645" "1,4-alpha-oligoglucan phosphorylase activity" 0.909026992048038
-186 0.83931345717145 2 5 "GO:0004651" "polynucleotide 5'-phosphatase activity" 0.942851201589489
-767 0.236226225342293 -1 10 "GO:0004652" "obsolete polynucleotide adenylyltransferase activity" 0.542093831662084
-1442 0.084706717607446 2 6 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.353726371774998
74 0.882238188626854 4 17 "GO:0004659" "prenyltransferase activity" 0.953217042793247
-958 0.252078842581922 2 6 "GO:0004661;GO:0008318" "protein prenyltransferase activity" 0.558697715477796
-642 0.48373661701189 2 5 "GO:0004667" "prostaglandin-D synthase activity" 0.766427770154174
133 0.232335226780312 3 354 "GO:0004672" "protein kinase activity" 0.542093831662084
57 0.662836364410847 2 250 "GO:0004674" "protein serine/threonine kinase activity" 0.862739394947452
-1514 0.0983343468421858 6 5 "GO:0004675;GO:0005024" "transforming growth factor beta receptor activity" 0.367128289621231
1571 0.0862982046871122 3 5 "GO:0004677" "DNA-dependent protein kinase activity" 0.355203477427598
-674 0.151848659569531 3 19 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.451523816065042
-538 0.520208588715192 2 6 "GO:0004690" "cyclic nucleotide-dependent protein kinase activity" 0.781869190271738
717 0.117839877426529 3 20 "GO:0004693;GO:0097472" "cyclin-dependent protein serine/threonine kinase activity" 0.39440285506022
600 0.438458852073681 5 7 "GO:0004697" "diacylglycerol-dependent serine/threonine kinase activity" 0.736970369224869
548 0.397302337530667 2 10 "GO:0004707" "MAP kinase activity" 0.696946625601757
-407 0.441552646076128 2 15 "GO:0004708" "MAP kinase kinase activity" 0.740003558679409
-735 0.100241673742425 3 21 "GO:0004709" "MAP kinase kinase kinase activity" 0.368837953385589
-601 0.135377896985374 2 26 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.424627939178168
277 0.202987955666589 4 90 "GO:0004713" "protein tyrosine kinase activity" 0.505788440552546
-186 0.591981057690106 3 35 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.830799821794916
-235 0.599695381239915 2 21 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.837423302520495
-261 0.202836957276993 4 101 "GO:0004721" "phosphoprotein phosphatase activity" 0.505788440552546
-581 0.0454573178109235 2 50 "GO:0004722" "protein serine/threonine phosphatase activity" 0.258341588351189
-191 0.791575161967082 3 8 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 0.919765471597379
52 0.869203874919461 2 42 "GO:0004725" "protein tyrosine phosphatase activity" 0.94941411013693
-1551 0.0904197595352152 3 5 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.362363606139038
-896 0.115105015492592 2 13 "GO:0004745" "all-trans-retinol dehydrogenase (NAD+) activity" 0.38750896711289
-194 0.788381869323593 4 8 "GO:0004753;GO:0004754" "saccharopine dehydrogenase activity" 0.917913170368646
-1053 0.250149374356084 3 5 "GO:0004768;GO:0016215" "stearoyl-CoA 9-desaturase activity" 0.558697715477796
-1751 0.0362740371703032 2 6 "GO:0004771" "sterol esterase activity" 0.231347748175045
-1003 0.195035863419605 3 7 "GO:0004791" "thioredoxin-disulfide reductase (NADPH) activity" 0.505788440552546
1342 0.006957285499468 3 17 "GO:0004796;GO:0036134" "12-hydroxyheptadecatrienoic acid synthase activity" 0.0897411657684187
472 0.489424793425612 2 9 "GO:0004800" "thyroxine 5'-deiodinase activity" 0.768092960758807
187 0.761995539978255 2 11 "GO:0004806" "triglyceride lipase activity" 0.909026992048038
-466 0.185812250891816 3 34 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 0.495206609135546
-258 0.690123077171888 2 10 "GO:0004819" "glutamine-tRNA ligase activity" 0.871556635700657
-2035 0.0263298480232097 4 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 0.203419886150888
168 0.161882420663301 4 304 "GO:0004842;GO:0019787;GO:0016755" "aminoacyltransferase activity" 0.466937233471029
602 0.0383169240863569 2 50 "GO:0004843" "cysteine-type deubiquitinase activity" 0.235229031289507
-1091 0.191995296244763 5 6 "GO:0004844;GO:0097506" "deaminated base DNA N-glycosylase activity" 0.503220548148374
-1188 0.194542311271823 2 5 "GO:0004849" "uridine kinase activity" 0.505788440552546
-129 0.656231548089415 2 50 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.859012334329132
208 0.803630083116688 5 6 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 0.925255996155947
-123 0.816708007103364 2 15 "GO:0004864;GO:0019212" "phosphatase inhibitor activity" 0.934227719575217
363 0.235663708536899 3 45 "GO:0004866;GO:0030414;GO:0061135" "endopeptidase regulator activity" 0.542093831662084
-1085 0.0939251655912097 2 10 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.362586989157641
469 0.306321170359929 2 20 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.606304661333101
245 0.705103268504445 2 10 "GO:0004879;GO:0098531" "nuclear receptor activity" 0.876515492893418
236 0.0323861106635057 3 362 "GO:0004888;GO:0038023;GO:0060089" "molecular transducer activity" 0.218701500245321
2239 2.61262742450128e-08 4 26 "GO:0004890;GO:0008503;GO:0022824;GO:0022835;GO:0022851" "transmitter-gated monoatomic ion channel activity" 2.49941356943956e-06
222 0.135024098995338 2 196 "GO:0004930" "G protein-coupled receptor activity" 0.424627939178168
-76 0.927442820058957 4 6 "GO:0004935" "adrenergic receptor activity" 0.976792988465764
-455 0.61927499223634 3 5 "GO:0004953;GO:0004954;GO:0004955" "icosanoid receptor activity" 0.84699040288614
-1410 0.0686198494749459 2 7 "GO:0004965" "G protein-coupled GABA receptor activity" 0.318929502822825
-1557 0.0316117011116032 6 8 "GO:0004989" "octopamine receptor activity" 0.216514734216129
713 0.151537450106818 2 17 "GO:0004993;GO:0051378;GO:0099589" "G protein-coupled serotonin receptor activity" 0.451523816065042
428 0.580530889164709 3 7 "GO:0004994;GO:0008261" "somatostatin receptor activity" 0.819741034146477
578 0.308812976365245 6 13 "GO:0004995" "tachykinin receptor activity" 0.609136248912889
462 0.523369630340662 3 8 "GO:0005001;GO:0019198" "transmembrane receptor protein tyrosine phosphatase activity" 0.78539651716481
362 0.377736103948665 4 25 "GO:0005007;GO:0090722" "receptor-receptor interaction" 0.67650709412335
764 0.196271840363568 2 12 "GO:0005041;GO:0030228" "lipoprotein particle receptor activity" 0.505788440552546
978 0.131010135502631 2 10 "GO:0005044" "scavenger receptor activity" 0.416536371039211
114 0.760270692437258 3 30 "GO:0005048" "signal sequence binding" 0.909026992048038
115 0.83936753312235 3 13 "GO:0005049;GO:0140142" "nucleocytoplasmic carrier activity" 0.942851201589489
-1164 0.0160049556614905 -1 18 "GO:0005070" "obsolete SH3/SH2 adaptor activity" 0.150604009011402
-1203 0.189112485192901 -1 5 "GO:0005072" "obsolete transforming growth factor beta receptor, cytoplasmic mediator activity" 0.49908306437115
652 0.476535319015754 2 5 "GO:0005078" "MAP-kinase scaffold activity" 0.760865850111385
88 0.763841809697991 2 49 "GO:0005080" "protein kinase C binding" 0.909026992048038
115 0.491507016522093 2 152 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.769526057599316
-1749 0.0365057501777138 4 6 "GO:0005092" "GDP-dissociation inhibitor activity" 0.231539233171356
240 0.725780687371862 2 9 "GO:0005095" "GTPase inhibitor activity" 0.89051548521765
48 0.786526710172328 3 135 "GO:0005096" "GTPase activator activity" 0.917424668615896
70 0.38242652692606 2 721 "GO:0005102" "signaling receptor binding" 0.681265560112349
910 0.1092543819284 5 13 "GO:0005104" "fibroblast growth factor receptor binding" 0.380437815558825
